REGCOMERCIO,NIT,NOMBRE,PRECIOSALAESTUDIO,PRECIOSALAESPARCIMIENTO,PRECIOGIMNASIO,RESTAURANTE
18629,18629,Damion's Vivienda Universitaria,431,383,991,Y
18630,18630,Benjamin's Vivienda Universitaria,300,208,270,N
18631,18631,Betty's Vivienda Universitaria,216,233,780,N
18632,18632,David's Vivienda Universitaria,225,495,781,N
18633,18633,Shauna's Vivienda Universitaria,246,120,595,Y
18634,18634,Mary's Vivienda Universitaria,463,184,525,Y
18635,18635,Oscar's Vivienda Universitaria,468,123,637,N
18636,18636,Josie's Vivienda Universitaria,104,357,684,Y
18637,18637,Agnes's Vivienda Universitaria,343,109,716,N
18638,18638,Carol's Vivienda Universitaria,319,195,673,Y
18639,18639,Lois's Vivienda Universitaria,465,134,695,Y
18640,18640,Pamela's Vivienda Universitaria,100,198,371,N
18641,18641,Erin's Vivienda Universitaria,298,405,827,N
18642,18642,Selma's Vivienda Universitaria,107,495,213,Y
18643,18643,Tricia's Vivienda Universitaria,279,449,510,Y
18644,18644,Chris's Vivienda Universitaria,280,430,425,N
18645,18645,James's Vivienda Universitaria,140,147,784,N
18646,18646,Tameka's Vivienda Universitaria,497,255,575,Y
18647,18647,Ralph's Vivienda Universitaria,261,110,181,N
18648,18648,Franklin's Vivienda Universitaria,228,277,380,Y
18649,18649,Henry's Vivienda Universitaria,319,242,703,Y
18650,18650,Shane's Vivienda Universitaria,241,227,222,Y
18651,18651,Michael's Vivienda Universitaria,292,491,754,Y
18652,18652,Hazel's Vivienda Universitaria,120,182,385,N
18653,18653,Rick's Vivienda Universitaria,192,266,195,N
18654,18654,Melissa's Vivienda Universitaria,228,472,725,N
18655,18655,Charles's Vivienda Universitaria,323,214,478,Y
18656,18656,Viva's Vivienda Universitaria,386,212,570,Y
18657,18657,Anna's Vivienda Universitaria,236,466,939,Y
18658,18658,Anna's Vivienda Universitaria,406,190,449,Y
18659,18659,Ashley's Vivienda Universitaria,330,414,596,N
18660,18660,Walter's Vivienda Universitaria,354,264,151,Y
18661,18661,Thaddeus's Vivienda Universitaria,469,274,364,N
18662,18662,Gerard's Vivienda Universitaria,172,183,242,Y
18663,18663,Caroline's Vivienda Universitaria,462,401,451,Y
18664,18664,Patricia's Vivienda Universitaria,229,475,670,N
18665,18665,Helen's Vivienda Universitaria,119,325,507,N
18666,18666,Joyce's Vivienda Universitaria,194,106,216,Y
18667,18667,Marty's Vivienda Universitaria,394,254,782,Y
18668,18668,Gwendolyn's Vivienda Universitaria,303,282,632,N
18669,18669,Fred's Vivienda Universitaria,460,209,620,N
18670,18670,William's Vivienda Universitaria,286,240,228,N
18671,18671,Earline's Vivienda Universitaria,153,299,624,Y
18672,18672,Valerie's Vivienda Universitaria,127,210,550,Y
18673,18673,Jerome's Vivienda Universitaria,493,123,705,N
18674,18674,Samuel's Vivienda Universitaria,435,289,401,Y
18675,18675,Charles's Vivienda Universitaria,158,206,392,Y
18676,18676,Louise's Vivienda Universitaria,402,108,537,N
18677,18677,Diana's Vivienda Universitaria,219,116,101,Y
18678,18678,William's Vivienda Universitaria,172,489,306,Y
18679,18679,Cristina's Vivienda Universitaria,112,417,816,Y
18680,18680,Tonya's Vivienda Universitaria,301,202,253,Y
18681,18681,Megan's Vivienda Universitaria,240,107,236,Y
18682,18682,Joseph's Vivienda Universitaria,166,245,131,N
18683,18683,Ella's Vivienda Universitaria,288,490,220,Y
18684,18684,Marsha's Vivienda Universitaria,411,293,310,Y
18685,18685,Keith's Vivienda Universitaria,398,102,358,N
18686,18686,Wanda's Vivienda Universitaria,447,342,142,Y
18687,18687,Jacqueline's Vivienda Universitaria,354,466,960,N
18688,18688,Gregory's Vivienda Universitaria,107,283,883,N
18689,18689,Ray's Vivienda Universitaria,316,370,907,Y
18690,18690,Rebecca's Vivienda Universitaria,281,356,227,Y
18691,18691,Ida's Vivienda Universitaria,412,355,855,Y
18692,18692,Michael's Vivienda Universitaria,255,124,234,N
18693,18693,Michel's Vivienda Universitaria,298,207,119,Y
18694,18694,Francisco's Vivienda Universitaria,451,377,488,N
18695,18695,Richard's Vivienda Universitaria,403,224,317,Y
18696,18696,Susan's Vivienda Universitaria,344,453,647,Y
18697,18697,Joe's Vivienda Universitaria,202,452,924,Y
18698,18698,Malcolm's Vivienda Universitaria,416,449,518,Y
18699,18699,John's Vivienda Universitaria,203,173,840,N
18700,18700,Sheila's Vivienda Universitaria,391,498,513,Y
18701,18701,Victor's Vivienda Universitaria,408,138,644,N
18702,18702,Marilou's Vivienda Universitaria,320,283,871,N
18703,18703,Duane's Vivienda Universitaria,153,306,198,Y
18704,18704,Robert's Vivienda Universitaria,130,356,782,N
18705,18705,Alvin's Vivienda Universitaria,342,125,859,Y
18706,18706,Alice's Vivienda Universitaria,475,196,872,N
18707,18707,Maria's Vivienda Universitaria,431,466,776,N
18708,18708,Oscar's Vivienda Universitaria,250,398,390,Y
18709,18709,Janna's Vivienda Universitaria,408,343,338,N
18710,18710,Wallace's Vivienda Universitaria,325,481,423,N
18711,18711,Doyle's Vivienda Universitaria,260,133,985,Y
18712,18712,Morgan's Vivienda Universitaria,439,338,719,Y
18713,18713,Mildred's Vivienda Universitaria,112,350,867,Y
18714,18714,Gary's Vivienda Universitaria,204,232,336,Y
18715,18715,David's Vivienda Universitaria,434,401,448,Y
18716,18716,Richard's Vivienda Universitaria,349,406,593,Y
18717,18717,Barbara's Vivienda Universitaria,485,181,989,Y
18718,18718,Mary's Vivienda Universitaria,441,446,529,N
18719,18719,Gary's Vivienda Universitaria,240,384,842,N
18720,18720,Maia's Vivienda Universitaria,261,401,735,Y
18721,18721,Blaine's Vivienda Universitaria,454,442,486,N
18722,18722,Diane's Vivienda Universitaria,440,190,415,Y
18723,18723,Jonathan's Vivienda Universitaria,431,105,239,Y
18724,18724,Kathleen's Vivienda Universitaria,324,215,467,Y
18725,18725,Vincent's Vivienda Universitaria,192,272,758,N
18726,18726,Donny's Vivienda Universitaria,104,142,515,Y
18727,18727,Mary's Vivienda Universitaria,491,472,259,Y
18728,18728,Karen's Vivienda Universitaria,450,190,867,Y
18729,18729,Joshua's Vivienda Universitaria,466,109,213,Y
18730,18730,Jeannie's Vivienda Universitaria,468,419,915,Y
18731,18731,Ronald's Vivienda Universitaria,452,352,569,Y
18732,18732,Barbara's Vivienda Universitaria,187,476,981,N
18733,18733,Melissa's Vivienda Universitaria,401,256,579,Y
18734,18734,Lisa's Vivienda Universitaria,221,448,289,Y
18735,18735,Robert's Vivienda Universitaria,474,459,934,Y
18736,18736,Gina's Vivienda Universitaria,469,289,428,Y
18737,18737,Dennis's Vivienda Universitaria,375,339,593,N
18738,18738,Leroy's Vivienda Universitaria,380,332,769,Y
18739,18739,Micheal's Vivienda Universitaria,206,461,249,N
18740,18740,Betty's Vivienda Universitaria,486,232,639,Y
18741,18741,Gertrude's Vivienda Universitaria,341,114,107,N
18742,18742,David's Vivienda Universitaria,230,240,156,N
18743,18743,James's Vivienda Universitaria,392,357,119,Y
18744,18744,Marlene's Vivienda Universitaria,300,275,733,N
18745,18745,Cliff's Vivienda Universitaria,245,399,115,N
18746,18746,Paul's Vivienda Universitaria,257,237,712,Y
18747,18747,Russell's Vivienda Universitaria,433,429,153,N
18748,18748,Katherine's Vivienda Universitaria,288,150,932,Y
18749,18749,Carmen's Vivienda Universitaria,326,272,552,Y
18750,18750,Susan's Vivienda Universitaria,256,398,287,N
18751,18751,Josephine's Vivienda Universitaria,489,393,667,N
18752,18752,Rose's Vivienda Universitaria,293,432,906,Y
18753,18753,Hugh's Vivienda Universitaria,478,393,111,Y
18754,18754,Gary's Vivienda Universitaria,192,168,641,N
18755,18755,Anna's Vivienda Universitaria,226,214,444,Y
18756,18756,Greg's Vivienda Universitaria,235,331,487,Y
18757,18757,Lisa's Vivienda Universitaria,446,447,208,N
18758,18758,Charles's Vivienda Universitaria,380,397,761,N
18759,18759,James's Vivienda Universitaria,205,330,102,Y
18760,18760,Mary's Vivienda Universitaria,288,206,654,Y
18761,18761,Joseph's Vivienda Universitaria,107,450,172,N
18762,18762,Paul's Vivienda Universitaria,381,413,378,Y
18763,18763,Whitney's Vivienda Universitaria,468,342,424,Y
18764,18764,Donna's Vivienda Universitaria,342,209,131,N
18765,18765,Justin's Vivienda Universitaria,251,391,826,Y
18766,18766,Deborah's Vivienda Universitaria,490,479,937,N
18767,18767,Patricia's Vivienda Universitaria,256,468,885,Y
18768,18768,William's Vivienda Universitaria,325,135,756,N
18769,18769,Virginia's Vivienda Universitaria,321,193,326,Y
18770,18770,Darryl's Vivienda Universitaria,255,361,300,Y
18771,18771,Michael's Vivienda Universitaria,153,168,218,N
18772,18772,Linda's Vivienda Universitaria,222,237,672,N
18773,18773,Deann's Vivienda Universitaria,155,437,362,N
18774,18774,Patricia's Vivienda Universitaria,498,387,974,N
18775,18775,Gertude's Vivienda Universitaria,470,211,636,Y
18776,18776,Tiffany's Vivienda Universitaria,238,145,304,N
18777,18777,Donald's Vivienda Universitaria,165,175,291,N
18778,18778,Joshua's Vivienda Universitaria,201,356,133,N
18779,18779,Alicia's Vivienda Universitaria,306,360,461,N
18780,18780,Romeo's Vivienda Universitaria,353,243,447,N
18781,18781,Katherine's Vivienda Universitaria,316,249,695,Y
18782,18782,Sharon's Vivienda Universitaria,452,282,736,N
18783,18783,Barbara's Vivienda Universitaria,371,490,486,N
18784,18784,Margarett's Vivienda Universitaria,311,450,239,Y
18785,18785,Evon's Vivienda Universitaria,309,483,531,Y
18786,18786,Eric's Vivienda Universitaria,187,159,580,N
18787,18787,Janet's Vivienda Universitaria,133,226,715,Y
18788,18788,Mark's Vivienda Universitaria,398,396,786,Y
18789,18789,Sherry's Vivienda Universitaria,256,288,489,N
18790,18790,Monte's Vivienda Universitaria,112,386,439,Y
18791,18791,April's Vivienda Universitaria,144,116,602,N
18792,18792,Paul's Vivienda Universitaria,175,364,200,N
18793,18793,Hilda's Vivienda Universitaria,232,244,566,Y
18794,18794,Gregory's Vivienda Universitaria,216,463,670,N
18795,18795,Brendon's Vivienda Universitaria,289,349,803,Y
18796,18796,Sharon's Vivienda Universitaria,159,457,134,N
18797,18797,Joseph's Vivienda Universitaria,339,115,918,Y
18798,18798,Angie's Vivienda Universitaria,140,436,312,Y
18799,18799,Allison's Vivienda Universitaria,116,243,691,N
18800,18800,Amy's Vivienda Universitaria,217,119,795,N
18801,18801,Mary's Vivienda Universitaria,494,325,488,N
18802,18802,Richard's Vivienda Universitaria,462,255,166,Y
18803,18803,Boyd's Vivienda Universitaria,121,397,684,Y
18804,18804,Dawn's Vivienda Universitaria,362,247,720,N
18805,18805,Jessica's Vivienda Universitaria,464,231,348,N
18806,18806,Shirley's Vivienda Universitaria,346,462,391,N
18807,18807,Lisa's Vivienda Universitaria,335,314,118,N
18808,18808,Heather's Vivienda Universitaria,297,348,648,Y
18809,18809,Virgie's Vivienda Universitaria,272,155,162,Y
18810,18810,Maureen's Vivienda Universitaria,103,299,218,N
18811,18811,Nicole's Vivienda Universitaria,478,128,941,Y
18812,18812,Christine's Vivienda Universitaria,373,111,131,N
18813,18813,Vern's Vivienda Universitaria,446,376,356,Y
18814,18814,Monte's Vivienda Universitaria,298,203,421,N
18815,18815,Linda's Vivienda Universitaria,133,496,279,Y
18816,18816,Robert's Vivienda Universitaria,423,439,578,Y
18817,18817,Homer's Vivienda Universitaria,360,379,832,N
18818,18818,Douglas's Vivienda Universitaria,284,208,274,Y
18819,18819,Luis's Vivienda Universitaria,167,342,499,Y
18820,18820,Ebony's Vivienda Universitaria,412,157,767,Y
18821,18821,James's Vivienda Universitaria,116,285,857,Y
18822,18822,Melanie's Vivienda Universitaria,407,338,449,N
18823,18823,Timothy's Vivienda Universitaria,140,115,541,N
18824,18824,David's Vivienda Universitaria,416,403,167,Y
18825,18825,Victor's Vivienda Universitaria,285,264,329,N
18826,18826,Chad's Vivienda Universitaria,332,312,518,N
18827,18827,Barbara's Vivienda Universitaria,331,270,714,N
18828,18828,Jamey's Vivienda Universitaria,200,378,342,Y
18829,18829,Desmond's Vivienda Universitaria,274,332,700,Y
18830,18830,Linda's Vivienda Universitaria,491,471,384,N
18831,18831,Beatrice's Vivienda Universitaria,286,492,534,Y
18832,18832,James's Vivienda Universitaria,338,390,797,Y
18833,18833,Bobby's Vivienda Universitaria,243,127,392,Y
18834,18834,Kellie's Vivienda Universitaria,498,400,345,Y
18835,18835,Sonya's Vivienda Universitaria,468,242,451,Y
18836,18836,Dan's Vivienda Universitaria,290,442,490,Y
18837,18837,Robin's Vivienda Universitaria,464,128,462,Y
18838,18838,Derrick's Vivienda Universitaria,328,310,715,Y
18839,18839,Lakeisha's Vivienda Universitaria,216,336,986,Y
18840,18840,Gloria's Vivienda Universitaria,292,386,738,N
18841,18841,Yolanda's Vivienda Universitaria,232,446,972,Y
18842,18842,Mary's Vivienda Universitaria,170,458,571,Y
18843,18843,Mitchell's Vivienda Universitaria,216,335,456,Y
18844,18844,Lorraine's Vivienda Universitaria,354,243,487,N
18845,18845,Ernest's Vivienda Universitaria,194,406,393,N
18846,18846,Timothy's Vivienda Universitaria,412,144,217,Y
18847,18847,Julie's Vivienda Universitaria,163,174,788,Y
18848,18848,Rex's Vivienda Universitaria,166,405,601,Y
18849,18849,Shirley's Vivienda Universitaria,336,260,106,Y
18850,18850,Sarah's Vivienda Universitaria,186,298,571,N
18851,18851,Phyllis's Vivienda Universitaria,422,392,447,Y
18852,18852,Carl's Vivienda Universitaria,151,171,468,Y
18853,18853,Robin's Vivienda Universitaria,190,458,898,N
18854,18854,Susan's Vivienda Universitaria,102,441,804,Y
18855,18855,Tim's Vivienda Universitaria,418,474,439,Y
18856,18856,Denise's Vivienda Universitaria,384,103,640,N
18857,18857,Andrew's Vivienda Universitaria,305,350,734,Y
18858,18858,Colleen's Vivienda Universitaria,253,440,226,N
18859,18859,Tina's Vivienda Universitaria,215,157,738,N
18860,18860,Wayne's Vivienda Universitaria,448,293,718,Y
18861,18861,Carrie's Vivienda Universitaria,156,174,751,Y
18862,18862,Kathy's Vivienda Universitaria,378,468,760,Y
18863,18863,Doyle's Vivienda Universitaria,254,238,744,N
18864,18864,Jessica's Vivienda Universitaria,193,127,899,N
18865,18865,Barbara's Vivienda Universitaria,377,334,365,N
18866,18866,Joe's Vivienda Universitaria,485,121,953,Y
18867,18867,Debra's Vivienda Universitaria,436,191,746,N
18868,18868,Clifford's Vivienda Universitaria,305,393,492,N
18869,18869,Raina's Vivienda Universitaria,439,461,841,Y
18870,18870,Polly's Vivienda Universitaria,424,398,291,N
18871,18871,Ralph's Vivienda Universitaria,179,358,406,N
18872,18872,Shirley's Vivienda Universitaria,470,164,443,N
18873,18873,Ann's Vivienda Universitaria,236,409,507,Y
18874,18874,Gerald's Vivienda Universitaria,183,394,529,N
18875,18875,Nicole's Vivienda Universitaria,133,354,760,Y
18876,18876,Jean's Vivienda Universitaria,477,383,831,Y
18877,18877,Tammy's Vivienda Universitaria,108,330,851,N
18878,18878,Sara's Vivienda Universitaria,222,203,674,N
18879,18879,Allen's Vivienda Universitaria,332,368,397,N
18880,18880,Iva's Vivienda Universitaria,216,477,872,Y
18881,18881,Richard's Vivienda Universitaria,281,141,635,N
18882,18882,Maria's Vivienda Universitaria,473,262,141,N
18883,18883,Bruce's Vivienda Universitaria,112,419,888,N
18884,18884,Patricia's Vivienda Universitaria,414,475,995,Y
18885,18885,Ramon's Vivienda Universitaria,108,427,888,Y
18886,18886,Chandra's Vivienda Universitaria,177,315,682,N
18887,18887,Derek's Vivienda Universitaria,432,323,180,N
18888,18888,Lorene's Vivienda Universitaria,143,120,262,N
18889,18889,Lisa's Vivienda Universitaria,483,356,907,N
18890,18890,Penny's Vivienda Universitaria,250,317,470,Y
18891,18891,Jimmie's Vivienda Universitaria,296,369,588,Y
18892,18892,Charles's Vivienda Universitaria,119,312,180,N
18893,18893,Kevin's Vivienda Universitaria,201,184,239,Y
18894,18894,William's Vivienda Universitaria,273,496,576,Y
18895,18895,Christine's Vivienda Universitaria,442,392,444,N
18896,18896,Blanche's Vivienda Universitaria,138,111,948,N
18897,18897,Patricia's Vivienda Universitaria,412,468,173,N
18898,18898,Jill's Vivienda Universitaria,455,243,651,N
18899,18899,Tiana's Vivienda Universitaria,190,151,655,Y
18900,18900,Mee's Vivienda Universitaria,425,172,157,N
18901,18901,John's Vivienda Universitaria,310,367,612,N
18902,18902,Robert's Vivienda Universitaria,283,237,690,N
18903,18903,Myra's Vivienda Universitaria,432,124,762,Y
18904,18904,Keith's Vivienda Universitaria,229,125,365,N
18905,18905,William's Vivienda Universitaria,357,215,724,N
18906,18906,Josephine's Vivienda Universitaria,472,377,292,Y
18907,18907,Herbert's Vivienda Universitaria,178,457,470,N
18908,18908,Bertha's Vivienda Universitaria,211,193,320,Y
18909,18909,Curtis's Vivienda Universitaria,188,359,252,Y
18910,18910,Rachel's Vivienda Universitaria,158,194,466,Y
18911,18911,Shane's Vivienda Universitaria,122,450,111,Y
18912,18912,William's Vivienda Universitaria,253,295,992,N
18913,18913,Jerry's Vivienda Universitaria,318,401,747,Y
18914,18914,Rebecca's Vivienda Universitaria,483,144,755,N
18915,18915,Susan's Vivienda Universitaria,187,280,218,Y
18916,18916,Elizabeth's Vivienda Universitaria,489,173,605,N
18917,18917,Irving's Vivienda Universitaria,306,154,961,N
18918,18918,Gabriel's Vivienda Universitaria,315,201,132,N
18919,18919,Edith's Vivienda Universitaria,290,175,311,N
18920,18920,Irene's Vivienda Universitaria,334,409,987,N
18921,18921,Ethel's Vivienda Universitaria,106,220,900,N
18922,18922,Shawn's Vivienda Universitaria,215,355,956,Y
18923,18923,Grace's Vivienda Universitaria,472,256,130,Y
18924,18924,Kyle's Vivienda Universitaria,479,151,631,N
18925,18925,Kyle's Vivienda Universitaria,270,462,374,Y
18926,18926,April's Vivienda Universitaria,303,110,546,Y
18927,18927,Susan's Vivienda Universitaria,280,224,313,N
18928,18928,Ingrid's Vivienda Universitaria,348,108,875,N
18929,18929,Stephen's Vivienda Universitaria,337,419,198,N
18930,18930,Donald's Vivienda Universitaria,466,240,662,Y
18931,18931,Charles's Vivienda Universitaria,314,200,433,Y
18932,18932,Helene's Vivienda Universitaria,119,227,396,Y
18933,18933,Mary's Vivienda Universitaria,471,257,451,N
18934,18934,Brandon's Vivienda Universitaria,274,462,497,Y
18935,18935,Ryan's Vivienda Universitaria,266,101,461,Y
18936,18936,Marnie's Vivienda Universitaria,167,109,958,Y
18937,18937,Robert's Vivienda Universitaria,208,104,951,Y
18938,18938,Ilona's Vivienda Universitaria,100,314,520,Y
18939,18939,Cleo's Vivienda Universitaria,347,236,623,N
18940,18940,Jill's Vivienda Universitaria,130,262,464,Y
18941,18941,Kimberly's Vivienda Universitaria,239,271,867,N
18942,18942,Gina's Vivienda Universitaria,107,233,837,Y
18943,18943,Lillian's Vivienda Universitaria,370,475,284,N
18944,18944,James's Vivienda Universitaria,215,296,876,Y
18945,18945,Dawn's Vivienda Universitaria,218,455,897,N
18946,18946,Glen's Vivienda Universitaria,369,105,688,Y
18947,18947,Natalia's Vivienda Universitaria,293,373,603,Y
18948,18948,Rafael's Vivienda Universitaria,126,214,551,Y
18949,18949,Arlene's Vivienda Universitaria,261,495,520,Y
18950,18950,Margaret's Vivienda Universitaria,138,413,839,Y
18951,18951,Enrique's Vivienda Universitaria,411,480,522,N
18952,18952,William's Vivienda Universitaria,404,394,277,N
18953,18953,Bertha's Vivienda Universitaria,112,285,602,Y
18954,18954,Iona's Vivienda Universitaria,422,399,245,N
18955,18955,Rhiannon's Vivienda Universitaria,261,100,797,N
18956,18956,Josephine's Vivienda Universitaria,160,415,500,Y
18957,18957,Dorothy's Vivienda Universitaria,264,288,764,N
18958,18958,Sheri's Vivienda Universitaria,347,129,756,Y
18959,18959,Amanda's Vivienda Universitaria,358,423,465,N
18960,18960,William's Vivienda Universitaria,122,343,397,N
18961,18961,Melissa's Vivienda Universitaria,180,340,730,Y
18962,18962,Kathryn's Vivienda Universitaria,129,394,335,N
18963,18963,Christopher's Vivienda Universitaria,230,187,622,N
18964,18964,Hugo's Vivienda Universitaria,274,459,830,Y
18965,18965,Harvey's Vivienda Universitaria,299,326,835,N
18966,18966,Elizabeth's Vivienda Universitaria,197,118,755,N
18967,18967,Jon's Vivienda Universitaria,416,318,446,Y
18968,18968,Glen's Vivienda Universitaria,122,170,834,Y
18969,18969,Royce's Vivienda Universitaria,109,247,321,N
18970,18970,Jo's Vivienda Universitaria,486,299,570,Y
18971,18971,Shanna's Vivienda Universitaria,408,222,231,N
18972,18972,Kenneth's Vivienda Universitaria,287,334,816,N
18973,18973,Cameron's Vivienda Universitaria,186,157,507,Y
18974,18974,Deborah's Vivienda Universitaria,311,262,574,Y
18975,18975,Arthur's Vivienda Universitaria,312,433,229,N
18976,18976,Mathilde's Vivienda Universitaria,236,260,438,Y
18977,18977,Thomas's Vivienda Universitaria,195,449,506,Y
18978,18978,Brian's Vivienda Universitaria,264,111,701,N
18979,18979,Hazel's Vivienda Universitaria,184,483,823,Y
18980,18980,Eleanor's Vivienda Universitaria,474,240,511,N
18981,18981,Elizabeth's Vivienda Universitaria,479,242,225,N
18982,18982,Michael's Vivienda Universitaria,491,485,639,Y
18983,18983,Stephen's Vivienda Universitaria,350,181,274,Y
18984,18984,Melanie's Vivienda Universitaria,242,165,128,Y
18985,18985,Daniel's Vivienda Universitaria,282,264,591,Y
18986,18986,Noah's Vivienda Universitaria,472,235,807,N
18987,18987,Samuel's Vivienda Universitaria,192,441,309,Y
18988,18988,Tonya's Vivienda Universitaria,330,200,161,N
18989,18989,Marie's Vivienda Universitaria,333,167,938,N
18990,18990,Martha's Vivienda Universitaria,177,220,186,Y
18991,18991,Clementine's Vivienda Universitaria,265,296,465,Y
18992,18992,Mary's Vivienda Universitaria,292,500,541,N
18993,18993,Sandra's Vivienda Universitaria,365,370,952,Y
18994,18994,Christa's Vivienda Universitaria,242,163,745,Y
18995,18995,Dorothy's Vivienda Universitaria,187,194,691,Y
18996,18996,Theodore's Vivienda Universitaria,336,104,333,Y
18997,18997,Reva's Vivienda Universitaria,376,361,600,N
18998,18998,Rebecca's Vivienda Universitaria,491,200,276,Y
18999,18999,Willie's Vivienda Universitaria,298,158,633,Y
19000,19000,Cheryl's Vivienda Universitaria,475,298,934,N
19001,19001,Stewart's Vivienda Universitaria,426,116,933,N
19002,19002,Kevin's Vivienda Universitaria,416,234,657,Y
19003,19003,Brian's Vivienda Universitaria,299,148,244,N
19004,19004,Amina's Vivienda Universitaria,474,347,534,N
19005,19005,Martin's Vivienda Universitaria,450,275,301,N
19006,19006,Debra's Vivienda Universitaria,276,125,957,N
19007,19007,Robert's Vivienda Universitaria,476,453,769,N
19008,19008,Anthony's Vivienda Universitaria,244,177,997,N
19009,19009,Gloria's Vivienda Universitaria,139,139,844,Y
19010,19010,Kelley's Vivienda Universitaria,148,238,873,Y
19011,19011,Doreen's Vivienda Universitaria,290,228,613,N
19012,19012,Wanetta's Vivienda Universitaria,338,269,877,N
19013,19013,Nila's Vivienda Universitaria,218,424,175,N
19014,19014,Stephen's Vivienda Universitaria,180,357,321,Y
19015,19015,Shawn's Vivienda Universitaria,276,352,113,N
19016,19016,Sonia's Vivienda Universitaria,206,316,231,N
19017,19017,William's Vivienda Universitaria,320,497,605,Y
19018,19018,Jay's Vivienda Universitaria,402,194,699,Y
19019,19019,Roy's Vivienda Universitaria,284,311,384,Y
19020,19020,Stacey's Vivienda Universitaria,316,375,585,Y
19021,19021,Catherine's Vivienda Universitaria,309,420,239,N
19022,19022,Viola's Vivienda Universitaria,243,118,525,N
19023,19023,Benjamin's Vivienda Universitaria,320,477,608,N
19024,19024,Marie's Vivienda Universitaria,362,215,344,Y
19025,19025,Clara's Vivienda Universitaria,411,366,766,Y
19026,19026,Lynn's Vivienda Universitaria,270,160,900,Y
19027,19027,Judith's Vivienda Universitaria,191,238,581,Y
19028,19028,Kimberly's Vivienda Universitaria,376,430,489,N
19029,19029,Ana's Vivienda Universitaria,365,432,394,N
19030,19030,Patria's Vivienda Universitaria,249,180,663,N
19031,19031,Janet's Vivienda Universitaria,277,212,822,Y
19032,19032,Edward's Vivienda Universitaria,227,290,207,N
19033,19033,John's Vivienda Universitaria,194,275,203,Y
19034,19034,Amy's Vivienda Universitaria,150,278,789,Y
19035,19035,Krystal's Vivienda Universitaria,179,245,688,Y
19036,19036,Melissa's Vivienda Universitaria,439,372,332,Y
19037,19037,Thomas's Vivienda Universitaria,296,183,448,Y
19038,19038,Ann's Vivienda Universitaria,266,295,235,N
19039,19039,Robert's Vivienda Universitaria,185,109,229,N
19040,19040,Gary's Vivienda Universitaria,275,432,650,Y
19041,19041,Elizabeth's Vivienda Universitaria,224,289,202,Y
19042,19042,Dori's Vivienda Universitaria,485,463,179,N
19043,19043,Minnie's Vivienda Universitaria,377,259,571,Y
19044,19044,Bradley's Vivienda Universitaria,352,217,896,Y
19045,19045,Salvatore's Vivienda Universitaria,393,254,574,Y
19046,19046,James's Vivienda Universitaria,367,238,403,Y
19047,19047,Belkis's Vivienda Universitaria,356,222,971,N
19048,19048,Floyd's Vivienda Universitaria,415,169,490,N
19049,19049,Tiffany's Vivienda Universitaria,241,401,234,N
19050,19050,Eldon's Vivienda Universitaria,187,139,442,Y
19051,19051,Rhonda's Vivienda Universitaria,325,140,467,Y
19052,19052,Willie's Vivienda Universitaria,166,350,171,Y
19053,19053,Clare's Vivienda Universitaria,224,214,671,N
19054,19054,Gordon's Vivienda Universitaria,397,363,759,Y
19055,19055,Teresa's Vivienda Universitaria,364,492,604,Y
19056,19056,Evelyn's Vivienda Universitaria,227,105,249,Y
19057,19057,Katherine's Vivienda Universitaria,406,119,119,N
19058,19058,Denise's Vivienda Universitaria,402,252,223,N
19059,19059,Linda's Vivienda Universitaria,290,444,792,N
19060,19060,James's Vivienda Universitaria,499,279,300,Y
19061,19061,Karen's Vivienda Universitaria,145,474,225,N
19062,19062,Donald's Vivienda Universitaria,214,259,154,N
19063,19063,Susan's Vivienda Universitaria,500,281,240,Y
19064,19064,Betsy's Vivienda Universitaria,200,249,462,Y
19065,19065,Bernard's Vivienda Universitaria,436,252,529,Y
19066,19066,John's Vivienda Universitaria,120,265,102,N
19067,19067,Susan's Vivienda Universitaria,445,263,892,N
19068,19068,Gregory's Vivienda Universitaria,293,351,536,N
19069,19069,Matthew's Vivienda Universitaria,240,130,825,Y
19070,19070,Ryan's Vivienda Universitaria,332,246,171,Y
19071,19071,Chloe's Vivienda Universitaria,191,273,834,N
19072,19072,Gerald's Vivienda Universitaria,307,380,519,Y
19073,19073,Eric's Vivienda Universitaria,195,391,515,N
19074,19074,Billie's Vivienda Universitaria,290,130,293,N
19075,19075,Clint's Vivienda Universitaria,167,343,521,Y
19076,19076,Genaro's Vivienda Universitaria,499,216,443,Y
19077,19077,Fernando's Vivienda Universitaria,193,336,566,N
19078,19078,Beth's Vivienda Universitaria,385,455,172,N
19079,19079,Jane's Vivienda Universitaria,357,251,143,N
19080,19080,Joshua's Vivienda Universitaria,176,415,455,N
19081,19081,Jim's Vivienda Universitaria,127,298,384,Y
19082,19082,Joseph's Vivienda Universitaria,257,125,876,Y
19083,19083,Anthony's Vivienda Universitaria,464,446,191,Y
19084,19084,Deloris's Vivienda Universitaria,436,151,253,N
19085,19085,Rodney's Vivienda Universitaria,140,482,132,N
19086,19086,Justin's Vivienda Universitaria,142,276,617,Y
19087,19087,Patrick's Vivienda Universitaria,362,212,999,Y
19088,19088,Cheryl's Vivienda Universitaria,150,225,918,N
19089,19089,Linda's Vivienda Universitaria,481,162,275,N
19090,19090,Valerie's Vivienda Universitaria,485,167,896,N
19091,19091,Fred's Vivienda Universitaria,481,492,507,Y
