IDALOJAMIENTO,COMIDAS,TIPOBANIO,TIPOHABITACION,DTOMESEXTRA,IDENTIFICACIONOPERADORUSUARIO
37393,1,compartido,compartido,68,4420
37394,3,privado,individual,3,8775
37395,0,compartido,individual,34,40870
37396,3,privado,compartido,73,21386
37397,1,compartido,individual,11,15181
37398,2,compartido,compartido,75,10545
37399,3,compartido,compartido,3,7532
37400,1,compartido,compartido,95,30487
37401,1,compartido,compartido,1,33497
37402,0,privado,compartido,24,20181
37403,1,compartido,compartido,22,30192
37404,1,privado,individual,68,43280
37405,0,compartido,individual,33,30300
37406,3,privado,individual,90,47911
37407,2,privado,individual,8,44739
37408,2,privado,compartido,65,25199
37409,3,compartido,compartido,1,45884
37410,1,compartido,compartido,97,43655
37411,0,privado,compartido,33,47618
37412,1,compartido,individual,75,45875
37413,3,compartido,compartido,20,8866
37414,0,privado,compartido,15,48591
37415,1,compartido,compartido,30,19164
37416,2,compartido,compartido,46,2924
37417,2,privado,individual,91,47504
37418,0,privado,compartido,64,38544
37419,3,compartido,compartido,86,24323
37420,3,compartido,compartido,96,6389
37421,1,privado,individual,70,18542
37422,2,privado,individual,89,29362
37423,1,privado,individual,46,8028
37424,1,compartido,compartido,55,27082
37425,3,compartido,individual,21,16287
37426,2,compartido,compartido,37,30880
37427,3,privado,individual,94,29750
37428,1,privado,compartido,20,24511
37429,2,compartido,compartido,49,6604
37430,2,compartido,individual,83,35241
37431,3,privado,compartido,7,3856
37432,0,privado,individual,60,9783
37433,1,compartido,individual,69,22639
37434,0,privado,individual,47,31047
37435,2,privado,individual,50,22667
37436,0,compartido,individual,71,42728
37437,1,privado,individual,42,22049
37438,0,privado,individual,66,13203
37439,1,compartido,compartido,6,23892
37440,3,privado,individual,32,39569
37441,1,compartido,individual,76,39730
37442,2,privado,individual,13,7829
37443,1,privado,individual,49,14655
37444,3,compartido,individual,6,19860
37445,2,compartido,compartido,35,49598
37446,0,compartido,compartido,69,2652
37447,2,compartido,compartido,88,37481
37448,2,compartido,compartido,70,36889
37449,3,compartido,individual,85,14356
37450,0,compartido,individual,49,4892
37451,0,privado,compartido,26,18022
37452,0,compartido,individual,96,16327
37453,0,privado,individual,50,16512
37454,1,compartido,individual,9,6793
37455,0,privado,compartido,8,29930
37456,0,privado,compartido,30,32954
37457,3,compartido,compartido,13,37047
37458,3,privado,individual,66,43070
37459,1,privado,individual,60,412
37460,3,compartido,compartido,99,12560
37461,1,compartido,individual,48,27026
37462,0,privado,individual,92,13866
37463,2,compartido,individual,81,4302
37464,3,privado,compartido,86,48207
37465,0,compartido,compartido,8,42188
37466,3,compartido,compartido,57,7014
37467,3,privado,individual,64,871
37468,3,privado,individual,60,22366
37469,2,compartido,individual,99,43940
37470,3,compartido,compartido,52,3900
37471,2,compartido,compartido,35,26260
37472,1,privado,compartido,19,7770
37473,1,compartido,compartido,13,22728
37474,0,compartido,individual,86,49745
37475,2,privado,individual,48,14067
37476,0,privado,compartido,9,5195
37477,2,compartido,compartido,63,41980
37478,3,compartido,individual,75,16784
37479,0,privado,compartido,16,48716
37480,2,privado,individual,21,40841
37481,1,compartido,compartido,59,32450
37482,0,privado,individual,60,23827
37483,1,compartido,individual,66,32713
37484,0,compartido,compartido,81,42113
37485,3,compartido,individual,8,18239
37486,2,privado,compartido,37,41742
37487,3,compartido,compartido,12,10912
37488,2,compartido,individual,35,14165
37489,2,compartido,compartido,83,33824
37490,1,privado,compartido,33,7304
37491,2,privado,individual,67,1237
37492,0,privado,individual,96,34153
37493,3,privado,individual,18,7113
37494,1,compartido,individual,7,18765
37495,3,privado,individual,44,4234
37496,2,compartido,compartido,65,35918
37497,3,compartido,individual,37,10793
37498,2,privado,individual,85,21539
37499,1,compartido,compartido,75,38163
37500,3,compartido,compartido,12,33815
37501,0,privado,compartido,22,37422
37502,0,compartido,compartido,34,29712
37503,0,compartido,individual,48,44512
37504,2,compartido,individual,48,14939
37505,1,compartido,individual,51,3677
37506,3,privado,compartido,82,20600
37507,0,privado,compartido,38,44347
37508,2,compartido,compartido,22,4747
37509,2,privado,individual,95,7815
37510,2,compartido,compartido,30,36279
37511,1,privado,individual,23,11744
37512,3,compartido,compartido,62,17198
37513,1,compartido,compartido,86,11548
37514,3,compartido,compartido,64,29703
37515,1,privado,individual,56,7530
37516,0,compartido,compartido,75,26554
37517,2,compartido,individual,58,24599
37518,3,compartido,compartido,21,1359
37519,0,privado,individual,4,21954
37520,0,compartido,compartido,63,28803
37521,0,compartido,compartido,100,8128
37522,2,compartido,individual,91,26972
37523,2,compartido,individual,63,44055
37524,3,privado,compartido,45,40088
37525,0,privado,individual,92,22400
37526,0,privado,compartido,58,25690
37527,1,privado,individual,76,376
37528,2,compartido,individual,21,24963
37529,2,privado,compartido,49,2531
37530,1,compartido,individual,10,34377
37531,1,privado,individual,16,10971
37532,2,privado,individual,89,21242
37533,1,privado,individual,86,15627
37534,0,compartido,individual,15,25048
37535,3,compartido,individual,21,35286
37536,3,privado,individual,84,13685
37537,3,privado,individual,24,46350
37538,2,privado,individual,35,9322
37539,2,privado,individual,65,7800
37540,2,privado,individual,11,10823
37541,1,compartido,compartido,12,14232
37542,1,compartido,individual,36,11119
37543,1,compartido,individual,51,4366
37544,1,compartido,individual,61,44591
37545,0,privado,individual,65,39147
37546,1,compartido,compartido,19,7747
37547,1,compartido,individual,90,1865
37548,0,compartido,individual,38,42290
37549,1,compartido,compartido,37,7054
37550,2,privado,compartido,78,16866
37551,0,privado,individual,13,22134
37552,3,compartido,individual,37,27200
37553,2,compartido,compartido,12,29241
37554,1,compartido,individual,69,17156
37555,2,compartido,individual,97,5454
37556,0,privado,individual,65,18298
37557,3,privado,individual,68,13472
37558,2,compartido,individual,13,39486
37559,0,compartido,individual,31,36759
37560,2,privado,compartido,36,2900
37561,2,compartido,compartido,37,32160
37562,0,compartido,compartido,32,3248
37563,3,privado,individual,20,5227
37564,0,privado,compartido,59,16733
37565,2,privado,compartido,66,35407
37566,1,compartido,individual,68,15233
37567,3,privado,individual,54,35312
37568,0,compartido,compartido,67,27212
37569,0,privado,compartido,35,28854
37570,1,privado,compartido,20,3957
37571,2,compartido,compartido,75,23885
37572,2,compartido,individual,39,46657
37573,3,compartido,individual,65,27389
37574,0,compartido,compartido,38,49077
37575,1,compartido,compartido,50,14101
37576,1,privado,compartido,19,43360
37577,3,privado,individual,74,13894
37578,0,privado,individual,76,48040
37579,0,privado,individual,69,7770
37580,0,compartido,compartido,47,47943
37581,0,privado,compartido,36,36695
37582,0,privado,individual,44,26121
37583,1,privado,compartido,63,9507
37584,2,compartido,compartido,79,15328
37585,1,privado,individual,63,38589
37586,2,privado,individual,50,43322
37587,1,privado,individual,18,132
37588,0,compartido,individual,13,39152
37589,0,compartido,compartido,94,46924
37590,0,compartido,compartido,31,18350
37591,0,privado,compartido,61,40123
37592,3,privado,individual,64,25194
37593,3,compartido,compartido,25,23185
37594,0,privado,compartido,27,47247
37595,2,compartido,compartido,93,45473
37596,3,compartido,individual,72,30056
37597,0,compartido,individual,57,18002
37598,1,privado,compartido,10,38412
37599,2,compartido,individual,83,21483
37600,3,compartido,compartido,44,25732
37601,2,privado,compartido,29,15715
37602,3,compartido,compartido,86,27874
37603,0,privado,compartido,48,45169
37604,1,compartido,compartido,43,44168
37605,3,compartido,individual,70,33864
37606,0,compartido,individual,13,7752
37607,0,privado,compartido,55,15264
37608,0,privado,individual,86,45945
37609,1,compartido,individual,11,681
37610,2,privado,compartido,98,49162
37611,3,privado,compartido,16,32353
37612,2,privado,individual,88,44306
37613,1,compartido,compartido,70,17662
37614,2,privado,compartido,5,5405
37615,3,privado,compartido,64,4326
37616,3,privado,individual,99,10806
37617,3,privado,individual,19,29659
37618,0,compartido,compartido,74,21029
37619,1,privado,compartido,8,23561
37620,0,privado,compartido,20,33576
37621,0,compartido,individual,1,23984
37622,0,privado,compartido,20,4676
37623,3,compartido,individual,30,46362
37624,1,compartido,compartido,86,9879
37625,0,privado,individual,91,4352
37626,2,compartido,compartido,92,47027
37627,3,compartido,individual,37,48788
37628,2,compartido,compartido,100,31133
37629,2,privado,compartido,67,45884
37630,2,compartido,compartido,91,21408
37631,1,privado,compartido,73,37572
37632,0,privado,individual,69,9454
37633,0,privado,compartido,42,28076
37634,1,privado,individual,27,38933
37635,2,privado,compartido,9,36611
37636,3,privado,compartido,10,32001
37637,0,privado,compartido,62,43358
37638,0,compartido,compartido,94,34462
37639,2,compartido,compartido,43,32315
37640,2,compartido,individual,82,45506
37641,3,compartido,compartido,92,27077
37642,1,privado,compartido,82,30180
37643,3,privado,compartido,32,42309
37644,3,compartido,compartido,79,4423
37645,3,compartido,compartido,8,13851
37646,2,privado,compartido,56,35652
37647,2,compartido,compartido,90,20550
37648,3,privado,compartido,4,16515
37649,3,compartido,compartido,4,3462
37650,1,compartido,individual,34,13096
37651,3,privado,compartido,6,5876
37652,3,privado,compartido,41,28625
37653,2,privado,compartido,65,47807
37654,3,privado,individual,48,42521
37655,1,compartido,compartido,19,29723
37656,0,privado,compartido,99,13782
37657,0,compartido,compartido,78,22338
37658,1,compartido,compartido,49,38864
37659,0,compartido,compartido,77,18924
37660,2,compartido,compartido,90,24580
37661,3,compartido,compartido,94,37886
37662,1,privado,compartido,88,44449
37663,1,compartido,individual,39,6693
37664,1,compartido,individual,26,44510
37665,1,privado,individual,33,22299
37666,2,compartido,compartido,7,39639
37667,3,privado,compartido,60,18535
37668,1,compartido,compartido,53,118
37669,0,compartido,compartido,31,20622
37670,0,privado,individual,33,30808
37671,2,compartido,individual,16,29504
37672,3,privado,compartido,31,38658
37673,0,privado,compartido,71,21900
37674,3,privado,compartido,39,6631
37675,2,privado,compartido,98,33649
37676,1,compartido,compartido,100,23739
37677,2,privado,individual,93,9317
37678,0,compartido,individual,61,29575
37679,2,privado,individual,14,43572
37680,3,privado,compartido,4,46919
37681,3,compartido,compartido,59,44241
37682,0,privado,individual,91,44016
37683,1,compartido,compartido,28,48399
37684,2,compartido,compartido,18,49615
37685,3,privado,compartido,5,9100
37686,0,compartido,individual,56,1116
37687,1,compartido,compartido,28,26070
37688,3,compartido,individual,13,34811
37689,2,compartido,compartido,53,38407
37690,0,compartido,individual,93,18879
37691,0,privado,compartido,55,28889
37692,1,compartido,individual,45,33960
37693,0,privado,compartido,73,44348
37694,2,compartido,compartido,21,18515
37695,1,compartido,individual,14,48556
37696,0,compartido,compartido,89,31123
37697,0,privado,compartido,3,31040
37698,2,privado,individual,28,26908
37699,0,compartido,compartido,40,8269
37700,1,compartido,compartido,40,8346
37701,1,privado,compartido,54,28907
37702,3,privado,individual,35,37305
37703,1,compartido,compartido,42,26673
37704,0,privado,individual,11,40878
37705,1,privado,individual,93,3449
37706,3,privado,compartido,93,47154
37707,0,compartido,individual,80,28741
37708,0,compartido,individual,99,38543
37709,1,compartido,compartido,54,46023
37710,2,compartido,compartido,26,12497
37711,2,privado,compartido,82,6017
37712,1,compartido,individual,96,48280
37713,1,privado,individual,63,13606
37714,0,compartido,compartido,45,18050
37715,3,compartido,individual,25,5990
37716,3,privado,individual,97,37732
37717,2,privado,individual,8,17420
37718,2,compartido,individual,18,10523
37719,3,compartido,individual,91,41334
37720,3,privado,individual,20,34228
37721,2,compartido,individual,51,6163
37722,3,privado,individual,45,12019
37723,3,compartido,compartido,35,33584
37724,1,privado,individual,48,31428
37725,2,privado,compartido,24,13663
37726,1,privado,compartido,8,31997
37727,0,compartido,individual,31,39906
37728,2,compartido,compartido,51,42420
37729,2,privado,individual,4,18668
37730,1,privado,compartido,2,42786
37731,2,privado,compartido,76,5126
37732,2,compartido,individual,85,13823
37733,1,privado,individual,78,32423
37734,1,privado,individual,4,27870
37735,0,privado,individual,44,2656
37736,3,privado,individual,89,33392
37737,0,privado,individual,70,36766
37738,3,privado,compartido,48,19023
37739,0,privado,individual,53,44409
37740,0,privado,individual,3,22695
37741,1,privado,individual,70,11574
37742,1,compartido,compartido,6,27694
37743,0,compartido,individual,11,49232
37744,0,compartido,individual,96,9280
37745,2,privado,individual,77,21105
37746,1,compartido,individual,29,26314
37747,3,compartido,individual,79,18558
37748,1,privado,compartido,30,39914
37749,2,privado,individual,70,43097
37750,2,compartido,individual,34,46804
37751,3,privado,compartido,43,14710
37752,2,compartido,individual,69,37827
37753,1,compartido,compartido,9,8558
37754,0,privado,compartido,63,12055
37755,0,privado,individual,84,3379
37756,1,privado,compartido,27,1076
37757,1,privado,compartido,25,34629
37758,2,privado,individual,36,25011
37759,2,privado,individual,87,26039
37760,0,privado,compartido,89,9728
37761,3,compartido,individual,49,26112
37762,0,privado,compartido,78,20703
37763,0,compartido,individual,23,43067
37764,3,compartido,compartido,52,23019
37765,2,compartido,compartido,60,23213
37766,2,privado,compartido,39,43651
37767,3,compartido,compartido,12,46608
37768,0,compartido,compartido,98,48442
37769,0,compartido,individual,90,31716
37770,3,compartido,individual,98,45799
37771,1,privado,individual,82,38915
37772,2,privado,compartido,60,500
37773,1,compartido,individual,13,27201
37774,0,privado,individual,83,8076
37775,0,privado,individual,80,41169
37776,2,compartido,individual,15,36483
37777,2,compartido,compartido,77,6747
37778,1,privado,compartido,81,41280
37779,1,privado,compartido,91,36719
37780,2,privado,individual,2,19011
37781,2,privado,compartido,35,880
37782,1,privado,individual,95,18041
37783,3,compartido,individual,9,49702
37784,0,privado,individual,3,17974
37785,1,privado,individual,85,49666
37786,0,privado,compartido,87,1314
37787,2,privado,compartido,81,14750
37788,2,compartido,compartido,14,1327
37789,0,compartido,individual,46,42284
37790,0,privado,individual,25,43484
37791,2,privado,compartido,51,23468
37792,2,compartido,individual,31,36404
37793,2,privado,individual,2,10834
37794,0,privado,compartido,9,17666
37795,0,compartido,compartido,56,9772
37796,2,compartido,individual,9,7077
37797,0,compartido,compartido,51,37026
37798,0,privado,compartido,77,37765
37799,2,privado,individual,51,18788
37800,0,compartido,individual,91,41088
37801,0,privado,individual,33,40871
37802,1,privado,compartido,5,39800
37803,3,compartido,compartido,85,32983
37804,2,compartido,compartido,49,13699
37805,1,compartido,compartido,43,7542
37806,1,privado,compartido,49,32457
37807,0,privado,individual,90,15591
37808,2,privado,compartido,14,17245
37809,2,compartido,individual,55,33594
37810,0,privado,compartido,73,3184
37811,1,privado,compartido,8,39024
37812,0,privado,individual,100,20749
37813,2,privado,compartido,72,46697
37814,2,compartido,individual,92,44544
37815,0,privado,compartido,74,35273
37816,1,compartido,compartido,90,46216
37817,0,privado,individual,83,34113
37818,2,compartido,individual,90,19687
37819,3,compartido,compartido,65,8725
37820,3,privado,compartido,21,10848
37821,2,privado,compartido,28,24263
37822,2,compartido,compartido,69,35803
37823,3,compartido,individual,97,41814
37824,1,privado,individual,88,20881
37825,2,compartido,compartido,76,41862
37826,0,compartido,individual,45,13649
37827,2,privado,compartido,16,9357
37828,1,compartido,individual,56,13066
37829,0,privado,compartido,63,41960
37830,2,privado,individual,94,20928
37831,2,compartido,compartido,41,41262
37832,2,compartido,individual,54,1358
37833,1,compartido,compartido,4,19539
37834,3,compartido,compartido,79,7352
37835,2,privado,individual,34,47717
37836,3,privado,individual,91,3536
37837,2,compartido,compartido,92,32439
37838,3,privado,individual,87,33260
37839,1,privado,individual,82,7305
37840,3,privado,compartido,29,29764
37841,0,compartido,individual,25,30317
37842,3,privado,compartido,20,10670
37843,2,privado,individual,51,40835
37844,1,privado,individual,39,3599
37845,0,privado,individual,44,26888
37846,0,compartido,individual,47,23785
37847,1,privado,individual,4,14718
37848,1,privado,individual,71,32574
37849,1,privado,individual,56,37054
37850,3,privado,individual,16,44475
37851,0,compartido,compartido,90,5017
37852,3,privado,individual,84,549
37853,1,privado,compartido,74,25785
37854,0,privado,individual,46,21403
37855,3,privado,compartido,25,35198
37856,3,privado,compartido,58,44324
37857,2,privado,compartido,88,43672
37858,3,compartido,individual,74,42443
37859,1,compartido,individual,9,1227
37860,3,compartido,individual,85,33093
37861,2,privado,compartido,11,3436
37862,3,privado,individual,21,42472
37863,2,privado,individual,12,28573
37864,0,compartido,compartido,17,43736
37865,3,privado,individual,49,34604
37866,3,privado,compartido,78,46144
37867,2,compartido,individual,79,19032
37868,1,privado,individual,48,9740
37869,3,privado,individual,31,48474
37870,2,compartido,individual,12,11421
37871,0,compartido,compartido,70,40430
37872,1,compartido,individual,43,28844
37873,2,privado,individual,38,22651
37874,0,privado,compartido,33,20549
37875,0,privado,compartido,21,16462
37876,0,privado,individual,83,40313
37877,1,privado,individual,17,1468
37878,3,compartido,compartido,6,33832
37879,3,compartido,individual,51,29089
37880,3,privado,individual,43,20071
37881,1,privado,compartido,74,39676
37882,0,privado,individual,27,22950
37883,0,compartido,individual,79,18938
37884,0,compartido,individual,41,31034
37885,2,privado,compartido,75,34094
37886,0,compartido,compartido,52,41718
37887,1,compartido,individual,58,17802
37888,2,compartido,individual,84,10490
37889,2,compartido,compartido,13,40274
37890,1,privado,individual,28,10110
37891,2,compartido,individual,5,8236
37892,0,compartido,individual,10,20635
37893,3,compartido,compartido,23,41922
37894,3,privado,individual,78,12162
37895,3,privado,individual,8,40215
37896,0,compartido,individual,95,21619
37897,0,privado,compartido,74,10558
37898,3,privado,individual,84,35766
37899,0,compartido,individual,75,24901
37900,3,compartido,compartido,22,31874
37901,1,compartido,individual,75,44629
37902,3,compartido,compartido,87,7345
37903,1,compartido,individual,39,14631
37904,2,privado,individual,55,11728
37905,2,privado,individual,80,45725
37906,3,compartido,individual,48,16684
37907,2,privado,individual,10,28338
37908,1,privado,individual,35,37014
37909,0,privado,compartido,70,36686
37910,2,compartido,compartido,7,34571
37911,3,privado,compartido,98,11653
37912,2,compartido,individual,56,22212
37913,2,privado,individual,64,30123
37914,0,privado,individual,71,21437
37915,1,compartido,individual,69,10410
37916,1,privado,compartido,21,44929
37917,1,privado,compartido,12,15540
37918,0,privado,individual,58,43783
37919,1,compartido,compartido,84,5890
37920,3,compartido,individual,1,25637
37921,2,compartido,compartido,38,38152
37922,3,privado,individual,73,15001
37923,1,compartido,individual,74,30394
37924,1,privado,compartido,38,13952
37925,3,compartido,individual,18,16476
37926,2,privado,individual,72,1536
37927,0,compartido,compartido,32,40614
37928,3,compartido,compartido,83,45556
37929,3,privado,compartido,19,9512
37930,2,privado,compartido,73,16238
37931,3,compartido,compartido,96,2582
37932,1,compartido,individual,76,25375
37933,0,privado,compartido,81,41698
37934,0,compartido,individual,9,34477
37935,0,privado,individual,60,43545
37936,2,privado,individual,10,18833
37937,2,privado,individual,22,37865
37938,3,privado,individual,12,20768
37939,2,compartido,individual,69,22195
37940,3,compartido,individual,65,3274
37941,0,privado,compartido,43,25040
37942,0,privado,individual,9,17755
37943,0,compartido,individual,83,39400
37944,0,privado,compartido,82,6285
37945,1,privado,individual,18,44335
37946,2,privado,individual,57,17300
37947,0,compartido,compartido,85,13012
37948,3,compartido,compartido,31,4275
37949,1,compartido,compartido,18,14597
37950,1,privado,compartido,26,11171
37951,0,privado,compartido,5,11114
37952,3,compartido,compartido,87,32483
37953,3,privado,compartido,33,9712
37954,1,privado,individual,2,41238
37955,3,privado,individual,41,47424
37956,3,privado,compartido,30,42210
37957,2,compartido,individual,27,45439
37958,2,privado,individual,80,25919
37959,0,privado,compartido,30,16073
37960,2,compartido,compartido,71,7185
37961,0,compartido,individual,65,44074
37962,2,privado,individual,18,22599
37963,2,compartido,compartido,77,48945
37964,1,privado,individual,26,24828
37965,3,compartido,individual,81,26458
37966,1,compartido,compartido,85,15965
37967,0,privado,individual,9,48077
37968,0,privado,compartido,88,16263
37969,3,compartido,compartido,60,31293
37970,0,privado,individual,73,8500
37971,2,compartido,compartido,74,39530
37972,2,privado,individual,50,12100
37973,2,privado,compartido,14,44146
37974,2,compartido,individual,27,21895
37975,2,privado,compartido,71,35948
37976,3,privado,compartido,17,13794
37977,3,compartido,individual,90,27714
37978,0,compartido,compartido,60,24560
37979,0,privado,individual,88,2875
37980,1,privado,individual,38,7904
37981,3,privado,compartido,97,48308
37982,3,compartido,compartido,91,12126
37983,3,privado,compartido,66,30144
37984,2,compartido,compartido,85,29169
37985,1,privado,compartido,22,1295
37986,2,privado,individual,46,32246
37987,3,privado,individual,1,9924
37988,3,compartido,compartido,15,7758
37989,1,privado,individual,27,11740
37990,0,privado,individual,53,49348
37991,2,compartido,compartido,20,48516
37992,0,compartido,individual,74,15046
37993,0,compartido,compartido,29,34878
37994,3,compartido,individual,82,28458
37995,3,compartido,individual,83,40672
37996,0,privado,individual,96,15758
37997,1,privado,individual,79,9951
37998,0,compartido,compartido,25,13341
37999,3,privado,compartido,7,33566
38000,1,compartido,individual,99,18775
38001,2,privado,individual,56,7618
38002,0,compartido,individual,16,47506
38003,3,privado,compartido,35,38886
38004,0,privado,compartido,10,20242
38005,0,compartido,individual,79,35421
38006,1,privado,compartido,8,7809
38007,1,compartido,individual,100,7106
38008,2,privado,compartido,91,48956
38009,2,privado,compartido,73,44747
38010,3,privado,compartido,57,45755
38011,2,privado,individual,78,15817
38012,0,privado,compartido,93,26240
38013,2,privado,compartido,53,8213
38014,3,compartido,compartido,7,29447
38015,0,compartido,individual,12,18220
38016,2,privado,individual,20,35954
38017,2,privado,compartido,78,15689
38018,2,compartido,compartido,2,48556
38019,3,compartido,individual,27,27567
38020,3,privado,individual,80,37125
38021,3,privado,compartido,51,33036
38022,3,privado,compartido,45,49264
38023,0,privado,compartido,95,32354
38024,3,compartido,individual,19,35710
38025,2,privado,compartido,7,2732
38026,0,privado,compartido,79,34652
38027,2,privado,individual,39,6951
38028,0,privado,compartido,84,232
38029,0,privado,compartido,46,47855
38030,3,compartido,compartido,61,10714
38031,0,privado,individual,98,3151
38032,2,compartido,compartido,11,8961
38033,0,privado,compartido,10,12805
38034,1,compartido,individual,54,6892
38035,1,privado,compartido,10,25201
38036,2,compartido,compartido,97,30306
38037,2,compartido,individual,80,26435
38038,1,privado,individual,48,30958
38039,1,compartido,compartido,62,5343
38040,2,compartido,individual,77,25851
38041,0,privado,compartido,23,48288
38042,2,compartido,compartido,64,5099
38043,2,privado,compartido,12,32955
38044,3,compartido,individual,100,18730
38045,3,compartido,individual,70,15930
38046,1,privado,compartido,53,30151
38047,1,compartido,individual,66,34905
38048,0,compartido,individual,8,45184
38049,2,privado,individual,36,19463
38050,1,privado,compartido,93,3310
38051,0,compartido,individual,69,9622
38052,1,compartido,compartido,21,40972
38053,3,compartido,individual,96,32607
38054,0,compartido,compartido,89,32253
38055,3,compartido,individual,93,15312
38056,2,compartido,individual,20,37526
38057,1,privado,compartido,95,4869
38058,1,privado,individual,5,28815
38059,2,privado,compartido,61,26664
38060,1,privado,individual,24,47277
38061,3,privado,compartido,1,44708
38062,2,compartido,compartido,58,37345
38063,1,privado,individual,18,4726
38064,2,compartido,individual,12,24401
38065,2,privado,compartido,98,14060
38066,3,compartido,individual,61,43457
38067,2,compartido,compartido,29,9601
38068,0,compartido,individual,32,3312
38069,1,privado,compartido,82,23149
38070,0,privado,compartido,59,47126
38071,1,compartido,individual,62,2328
38072,0,privado,individual,45,30166
38073,1,privado,compartido,76,34525
38074,0,compartido,individual,18,16349
38075,0,compartido,compartido,17,6426
38076,2,privado,individual,44,35936
38077,1,compartido,individual,62,46726
38078,3,privado,compartido,63,10639
38079,0,privado,individual,1,1513
38080,3,privado,compartido,78,14295
38081,3,compartido,compartido,19,16604
38082,2,compartido,compartido,74,30459
38083,0,privado,compartido,98,18233
38084,0,compartido,compartido,26,12641
38085,0,privado,compartido,14,44440
38086,3,compartido,compartido,99,23811
38087,0,compartido,compartido,79,33543
38088,3,compartido,individual,10,45890
38089,3,compartido,individual,52,38802
38090,3,compartido,compartido,44,5022
38091,2,compartido,compartido,47,23758
38092,1,privado,individual,27,8401
38093,3,privado,individual,70,26324
38094,3,compartido,individual,37,4655
38095,1,compartido,individual,62,18316
38096,3,privado,compartido,99,42849
38097,2,compartido,compartido,84,13589
38098,1,compartido,individual,53,23070
38099,3,privado,compartido,63,15722
38100,1,compartido,compartido,38,38045
38101,3,privado,individual,97,44013
38102,2,privado,compartido,94,2519
38103,3,privado,individual,35,18324
38104,1,privado,individual,29,10273
38105,1,compartido,compartido,17,28201
38106,0,compartido,compartido,44,385
38107,1,compartido,individual,14,27036
38108,1,compartido,individual,100,12595
38109,2,compartido,individual,57,9878
38110,0,privado,individual,44,34804
38111,1,compartido,individual,28,25651
38112,2,compartido,compartido,100,6091
38113,3,compartido,individual,85,20776
38114,1,privado,compartido,58,2621
38115,0,privado,individual,86,14470
38116,3,privado,individual,71,2475
38117,0,privado,compartido,38,42105
38118,2,privado,compartido,49,40443
38119,1,compartido,compartido,63,8481
38120,3,compartido,individual,46,41990
38121,1,privado,compartido,21,37586
38122,0,privado,compartido,57,35398
38123,0,compartido,individual,15,11633
38124,1,compartido,individual,41,17984
38125,0,compartido,compartido,36,11066
38126,3,compartido,individual,81,17236
38127,3,privado,compartido,67,3592
38128,0,compartido,compartido,22,1798
38129,2,privado,individual,83,6264
38130,3,compartido,individual,82,14254
38131,3,privado,individual,96,31198
38132,3,privado,compartido,61,37282
38133,2,compartido,individual,39,42701
38134,1,privado,individual,32,31313
38135,3,compartido,individual,11,7357
38136,0,privado,compartido,28,23483
38137,0,compartido,individual,19,14379
38138,0,privado,individual,3,14938
38139,2,compartido,individual,24,31418
38140,2,privado,individual,71,5610
38141,2,privado,individual,24,20196
38142,2,privado,compartido,79,41150
38143,2,privado,compartido,13,5458
38144,2,privado,individual,38,6471
38145,3,compartido,individual,17,48608
38146,3,privado,individual,21,43203
38147,3,compartido,individual,27,44465
38148,2,compartido,compartido,27,4165
38149,3,privado,individual,7,15378
38150,0,privado,compartido,98,17909
38151,1,privado,compartido,48,48551
38152,2,privado,compartido,55,4421
38153,0,privado,compartido,30,6753
38154,3,compartido,compartido,19,40704
38155,1,compartido,compartido,55,32743
38156,0,compartido,individual,13,48717
38157,1,compartido,compartido,94,27316
38158,1,privado,compartido,39,23323
38159,2,compartido,compartido,17,33672
38160,3,privado,compartido,22,12441
38161,2,privado,compartido,62,24069
38162,1,privado,compartido,27,24119
38163,2,privado,compartido,41,3964
38164,2,compartido,compartido,88,4206
38165,0,compartido,compartido,16,47225
38166,0,compartido,individual,56,1415
38167,2,privado,individual,26,38549
38168,1,compartido,individual,85,41808
38169,1,compartido,compartido,89,45920
38170,2,compartido,individual,39,23419
38171,3,compartido,compartido,69,20369
38172,2,compartido,individual,42,47078
38173,0,privado,individual,44,42808
38174,1,compartido,compartido,29,18923
38175,2,compartido,compartido,74,23568
38176,3,compartido,individual,16,1733
38177,2,privado,individual,75,6999
38178,0,privado,individual,83,40091
38179,0,compartido,individual,84,25622
38180,2,compartido,individual,71,43845
38181,2,compartido,individual,10,8407
38182,2,privado,compartido,23,49072
38183,0,privado,individual,36,36436
38184,2,privado,compartido,57,15568
38185,0,compartido,compartido,91,8844
38186,2,privado,individual,11,16424
38187,0,compartido,individual,51,7216
38188,1,privado,compartido,41,38967
38189,2,privado,individual,26,15765
38190,3,compartido,individual,60,21070
38191,0,privado,compartido,14,32802
38192,1,compartido,compartido,49,35626
38193,2,compartido,compartido,66,25363
38194,3,compartido,individual,16,49393
38195,3,privado,compartido,71,42780
38196,3,compartido,compartido,37,20219
38197,0,privado,compartido,98,20996
38198,1,privado,individual,10,25288
38199,1,privado,individual,62,48165
38200,0,privado,individual,69,43566
38201,1,compartido,individual,73,42322
38202,1,privado,compartido,26,9517
38203,3,compartido,individual,13,15338
38204,3,compartido,compartido,13,9100
38205,3,compartido,compartido,95,34669
38206,2,privado,individual,71,35272
38207,2,compartido,compartido,18,32747
38208,0,privado,compartido,40,4022
38209,1,privado,compartido,51,49966
38210,3,privado,compartido,43,18127
38211,0,compartido,compartido,26,13293
38212,1,privado,compartido,25,22659
