IDALOJAMIENTO,IDSERVICIO,COSTO
224674,9,428
177570,2,495
193750,4,531
198408,9,130
192018,4,876
215501,12,503
189524,13,951
183159,7,494
155642,11,140
199106,1,762
165139,13,415
197029,8,672
192596,13,520
182960,12,805
223940,5,753
187544,1,100
155383,6,820
181686,8,580
196165,1,343
225522,13,156
181919,8,753
208109,11,126
165850,5,785
181015,11,729
152218,11,941
216621,6,800
185805,1,258
197892,6,703
185944,13,189
166282,9,708
210811,7,104
227522,13,817
157004,3,862
200675,12,581
192719,3,296
184654,13,686
183681,1,301
181829,11,248
169330,7,147
164187,4,625
156304,7,532
210370,3,535
154503,11,211
207096,9,947
212391,6,576
211688,8,650
201425,6,123
204599,3,177
195936,3,929
221290,10,616
195859,1,968
158547,2,259
205518,6,899
221349,3,995
160401,6,289
223183,13,631
172967,10,835
154244,1,782
176408,7,436
153814,1,200
165110,13,553
204257,1,897
224003,3,122
216407,5,253
197556,10,848
224628,11,829
163072,2,590
191884,8,437
229125,12,603
171704,11,547
187838,5,948
191654,6,848
207172,9,257
213641,9,556
212181,10,230
168893,11,372
182698,8,702
178167,1,812
205491,11,842
156244,5,164
159486,10,667
157003,9,772
186889,7,992
160383,13,453
185716,7,415
164875,7,154
201134,4,378
171626,2,203
167413,8,355
176324,10,221
175549,11,628
178669,7,254
196824,6,146
211087,9,400
178644,5,883
189021,3,708
165231,7,889
157449,8,753
175793,10,102
227869,13,356
172634,7,428
186201,8,136
202967,9,543
206736,12,919
157799,5,710
179960,6,740
174190,4,323
219512,3,534
218218,12,460
199684,12,158
199010,13,320
215832,6,793
173879,3,846
205304,4,218
216814,13,983
152216,7,793
208450,9,928
215376,10,770
205808,13,717
223274,8,547
186568,13,701
220267,1,106
193459,5,327
186164,12,816
189856,7,356
221424,5,741
178723,6,474
220389,10,581
203055,2,448
176124,12,529
218820,1,691
211833,8,359
169772,8,402
196436,6,135
215389,4,266
223289,4,126
196935,9,110
192956,13,432
212973,1,711
213013,13,940
159434,2,737
211544,11,670
229714,12,363
218798,8,309
214322,11,980
196176,5,627
212155,4,749
189608,6,905
189521,11,400
189445,5,551
195723,1,684
196366,7,670
157912,2,624
153672,8,356
201926,12,229
211478,12,910
223521,3,504
210543,6,209
153123,12,288
222548,8,977
150992,8,436
187080,7,221
159471,11,415
205181,8,867
202334,3,713
214207,10,884
180399,4,180
225646,11,658
197816,8,996
173131,13,731
181565,13,494
207354,1,464
181121,8,191
212065,3,204
165769,3,149
164373,2,240
156244,7,722
206866,11,166
222962,12,306
200228,3,421
152211,2,483
209341,2,328
176609,7,597
155692,6,157
222614,7,937
170602,1,426
195675,9,924
181351,7,993
163414,3,239
187115,8,970
169622,5,551
184000,8,551
178848,5,542
228557,3,718
205468,3,1000
167166,7,987
171036,8,961
207910,13,468
210290,6,586
151192,1,596
196660,11,178
192758,7,522
198470,2,768
174837,2,484
179559,12,729
151201,11,971
158098,3,310
189350,4,235
207529,9,435
188821,10,472
200549,13,436
204757,3,282
224011,11,156
229372,10,956
214959,2,134
227933,2,991
189072,10,152
153556,1,603
165495,2,498
226418,3,125
165440,10,373
216234,10,294
194560,9,757
161271,13,608
196339,12,153
173125,11,484
206864,2,322
222870,9,192
226073,5,554
158866,12,142
202907,12,842
218135,11,854
180739,7,967
195125,6,153
211562,6,411
163777,10,837
192547,12,937
177379,3,881
219320,1,184
212381,9,821
151593,1,523
181471,7,788
159884,8,266
152760,4,225
212441,3,477
193193,1,471
164087,2,989
222897,1,617
225089,4,304
158569,7,661
157967,2,816
191527,2,503
161260,4,549
193387,12,772
204722,2,745
172060,13,935
165070,11,978
150735,4,753
190000,8,688
211638,5,874
168659,11,805
195118,10,111
204567,4,976
173579,12,135
219458,10,648
191447,12,789
216202,2,593
195547,5,443
158501,8,116
178594,13,974
201980,4,412
172920,2,704
188905,13,394
156422,1,743
198164,3,422
189021,13,217
199377,9,662
218747,10,914
155150,13,161
212232,2,111
163042,9,292
160353,10,460
175807,13,114
199425,6,705
199143,11,213
199309,12,474
189834,3,369
180893,12,408
168099,11,662
229755,6,858
225431,10,847
165494,13,716
161230,2,702
221527,12,548
190291,5,699
199641,6,217
221463,9,419
164176,10,907
172749,12,911
190449,3,296
159665,4,517
196182,12,704
176085,8,770
199580,4,976
179462,7,152
203468,9,323
222073,11,158
210668,13,241
210128,7,766
203764,12,637
224775,6,245
200703,12,212
156920,8,162
206558,7,191
215558,4,292
163439,6,963
173718,2,834
200159,3,245
206604,13,785
215656,7,824
163028,11,321
154572,2,553
158547,3,135
224908,11,215
171157,11,143
202329,11,251
213726,5,110
217811,12,404
173191,6,389
173515,9,180
219559,12,276
159806,4,916
170030,1,810
204946,4,940
224677,13,115
178356,5,580
215195,9,508
193052,13,153
203387,10,973
206024,13,254
226208,4,837
176510,10,292
199215,12,931
205549,6,486
205798,13,996
199161,8,216
163073,7,731
157302,10,743
188758,3,749
158946,12,579
163435,1,903
167864,9,529
151735,1,962
167431,9,596
154779,2,900
166820,10,254
183703,10,587
215285,11,394
172675,8,772
177244,1,357
182469,10,275
151847,6,226
194601,8,916
178064,7,206
212067,1,499
223990,11,519
198853,1,286
184324,7,732
213366,12,138
188574,10,630
164730,3,252
162302,3,528
224330,3,403
209263,12,855
150914,6,387
175358,7,205
219576,11,983
150744,6,923
171823,9,874
227662,6,309
183142,12,758
224018,4,418
165393,3,400
175741,8,513
188652,13,800
155145,11,950
213351,11,137
172244,13,948
171311,1,318
180677,2,128
167119,7,834
208279,7,452
191795,13,334
203205,12,282
176007,2,866
187555,6,621
170868,4,676
201757,4,515
162604,13,949
181498,3,191
178917,6,521
228577,3,534
218824,10,807
200903,13,615
151908,7,142
190828,3,640
185819,11,575
221489,4,571
209561,3,842
206164,8,261
203333,4,448
188768,12,713
217811,6,319
199512,12,326
208017,6,601
192198,8,977
155206,2,992
175420,9,258
159851,2,141
176403,13,748
197271,9,758
168415,1,680
183571,8,103
194486,11,558
207169,10,654
206259,3,523
189084,2,478
186927,2,955
229087,9,785
167446,12,972
203603,6,389
167434,11,369
224601,12,392
188314,2,470
217012,2,732
204901,13,506
160139,5,679
201315,10,271
175019,3,563
201608,9,421
162009,6,993
194160,10,358
220960,5,520
218407,8,153
192213,5,669
154246,11,775
158084,10,992
202884,4,755
176258,11,239
195048,6,420
225412,8,992
209274,1,240
178464,11,264
200419,2,293
204125,3,275
165436,11,855
167835,10,422
170654,3,356
183432,5,339
227504,4,502
191273,6,505
174290,11,143
226085,12,801
183596,1,709
208553,10,980
196414,13,361
177446,3,658
187820,10,326
223679,4,739
187108,5,823
209243,8,103
161440,10,751
201405,9,290
181831,1,723
189867,12,877
154823,13,902
201599,7,225
171829,3,679
199177,4,503
192686,6,504
184977,6,914
188750,7,354
226181,7,778
163170,10,665
181279,5,477
203184,11,426
200581,3,886
206558,1,118
175035,13,812
193175,8,293
185509,13,183
217150,11,414
209228,2,964
152463,3,335
184969,8,443
198995,4,248
199983,10,671
204028,13,916
167797,11,216
152864,4,889
155174,9,125
217229,1,222
178017,9,789
162734,10,732
176430,2,115
200714,13,239
177040,7,482
229513,7,750
169488,2,463
183616,12,586
191980,11,408
210547,13,429
203632,12,464
153409,8,662
171574,12,708
201160,13,964
178847,1,728
159075,9,819
185083,11,376
154269,11,345
175790,9,949
200628,9,276
179281,12,488
177119,6,711
210421,2,506
203880,2,109
178703,9,562
203458,9,828
198755,7,818
188800,4,179
176730,3,883
189145,9,212
203648,10,109
219114,12,448
220776,5,245
153253,5,104
158536,12,166
220680,8,155
216241,2,262
207570,7,796
152217,7,317
169544,6,977
165605,12,118
154734,6,155
189055,5,293
200477,11,334
210444,4,571
191195,4,121
206140,9,261
173837,1,203
193603,1,174
165667,4,128
225402,12,212
200775,1,674
164434,1,542
208710,10,350
226605,4,929
204959,13,477
215535,13,176
222932,6,823
197085,9,847
190499,12,607
169177,7,957
161236,13,803
153743,13,863
155939,10,923
201130,2,477
159405,4,153
159534,8,152
150097,3,327
160805,11,395
169012,7,181
192947,1,519
176140,2,857
165852,5,316
154164,5,782
223452,6,861
179957,1,385
157061,6,391
212197,3,182
194439,12,637
210714,10,922
156227,3,372
154595,5,852
221930,4,507
197673,4,565
175347,5,854
207355,3,490
219231,8,744
194683,13,429
163695,9,468
214559,10,761
201820,10,852
182169,3,150
173012,3,203
225441,8,920
191828,4,659
206912,5,586
207464,11,707
178262,2,802
198274,10,346
161925,9,815
199336,11,823
229140,1,197
225724,5,707
181553,11,903
190222,6,251
192673,2,883
157033,2,403
175316,8,971
155339,4,973
194472,4,344
198895,5,851
197540,2,906
163651,8,858
219038,9,500
221411,3,100
180423,13,871
152246,8,942
165419,8,760
189744,4,816
175923,10,288
200734,3,614
208728,2,210
173236,2,265
214130,5,666
194704,4,140
193241,1,844
165042,8,705
176302,8,531
163211,13,936
186080,13,843
206490,11,230
162260,4,843
162121,2,386
195679,10,705
180745,9,317
199676,12,677
225155,10,329
181482,3,645
221826,5,558
156123,1,366
202525,7,967
166213,9,660
165140,4,696
223615,11,100
160372,11,676
165299,1,477
169393,12,766
168004,6,487
220170,3,188
203590,13,997
153651,4,789
154958,3,717
161203,11,325
200122,7,169
194916,7,337
168657,1,437
188822,11,795
198924,10,819
199838,1,201
186961,6,158
227783,1,918
177006,12,250
194366,6,830
226894,2,256
154479,1,831
184349,12,604
206875,6,534
175759,1,647
205357,3,287
152300,7,752
206266,2,284
175024,8,650
201838,1,766
197343,9,989
204340,7,186
222287,5,768
161817,9,900
205434,9,554
224127,1,132
150861,2,457
174576,13,301
183817,12,824
200484,11,336
151450,10,695
193371,11,565
223960,9,456
227604,9,382
183810,8,134
151239,5,217
181381,2,790
163394,2,763
213355,12,933
226448,13,897
172368,5,622
183179,4,268
182804,11,955
222572,9,556
206120,13,750
206245,4,596
167771,11,772
194231,7,532
175416,9,538
150076,10,393
224308,1,728
169004,9,563
181956,5,483
158204,8,423
200026,8,209
225216,3,536
178900,3,544
173419,6,924
178833,12,528
212825,2,579
183776,4,943
176302,11,984
157827,12,366
150894,10,786
196992,4,993
194630,10,296
190711,6,311
172977,7,285
228843,7,207
173150,7,358
221771,7,101
164147,3,277
210387,9,383
171865,9,827
228207,7,433
199585,2,519
199326,7,182
195729,11,710
176446,7,364
188804,12,625
154879,5,107
196813,11,423
183669,2,471
224085,6,591
213353,13,456
214754,2,185
166710,12,595
224890,13,605
190443,13,323
200157,8,832
166633,3,128
184338,9,888
192492,8,779
150287,10,399
212902,6,803
188536,1,877
188441,6,898
170679,7,383
188059,11,640
226064,6,489
152530,12,967
159143,5,795
224108,10,709
214187,1,686
212693,7,811
224756,13,525
160026,13,719
220238,1,627
205074,7,452
228842,9,334
211916,10,255
158100,7,134
227508,8,193
170588,9,148
151996,4,271
207274,5,930
199021,5,484
179947,1,653
220503,3,588
203565,11,642
198675,11,408
188824,12,183
229636,1,158
208216,10,507
220526,4,559
164468,11,587
217848,13,470
209330,8,604
228189,13,608
176181,3,303
208675,1,910
227110,1,662
220232,2,161
220425,8,747
174967,13,676
166076,3,292
213874,4,877
204064,11,306
224278,8,537
156288,11,426
185063,1,835
207919,11,915
228206,7,847
167194,2,783
160789,6,724
152272,3,966
178244,13,854
168999,1,733
173712,10,195
194973,1,822
222068,3,983
189077,3,935
155056,6,939
207106,7,488
219380,9,147
176466,4,330
183995,12,119
218068,9,665
178994,7,657
187768,8,849
153029,7,952
209480,2,175
228620,1,881
165482,8,948
221518,4,610
194313,2,635
197991,12,948
225550,10,953
174397,5,885
156325,13,440
229845,12,251
185946,13,873
212380,7,581
203596,13,929
192311,6,697
222599,4,516
151269,1,321
163675,8,261
221527,5,105
164052,9,917
221811,3,843
224086,3,182
184958,4,760
203941,6,1000
173167,10,267
177716,5,129
168525,6,903
184885,10,240
226797,2,190
185588,12,224
191004,7,751
156500,13,787
154518,11,359
216047,4,514
192909,4,927
150854,2,492
179997,13,310
156447,8,395
150191,1,416
208839,6,122
169550,13,714
154644,9,258
199000,1,800
173287,11,992
204734,11,949
219524,6,285
151922,8,156
188399,11,233
150194,9,241
227891,4,702
200140,7,953
219008,6,895
158034,13,696
208873,12,435
221750,10,318
153435,2,285
198028,2,969
228742,9,628
195561,11,288
198014,9,733
199982,5,798
188289,9,737
202116,7,493
169793,3,346
150798,2,300
176631,8,609
195893,8,872
163140,10,218
171443,13,958
179099,11,984
199032,8,576
226494,11,916
225875,11,229
154770,13,186
179412,13,444
154292,5,168
193370,2,586
214670,11,101
214185,13,952
179976,6,840
171960,12,944
173246,10,356
204316,11,315
194573,3,657
191828,8,497
167262,2,622
212843,11,817
156753,11,1000
220594,13,407
211112,9,390
158075,4,805
151490,1,298
192442,1,335
162201,3,356
160391,3,741
161195,10,978
170099,9,943
216954,8,431
158955,8,728
200865,8,909
217539,12,409
229695,9,491
204212,12,454
185442,9,198
153883,3,960
175078,12,799
167195,5,112
156147,1,581
150549,12,350
226297,2,156
157290,3,430
228033,9,175
163163,10,700
162621,7,983
186705,3,175
186737,8,122
192440,5,380
155270,1,810
178705,4,496
183079,2,311
162362,5,712
184319,1,154
162257,11,758
182561,6,375
162923,2,510
217961,13,692
188751,7,870
177179,1,933
167511,3,454
154226,1,797
191007,11,136
176660,10,261
190086,12,805
216177,1,799
153757,4,559
169381,10,310
182088,9,989
224845,13,229
205358,3,668
156861,5,643
159146,2,890
185162,13,178
160428,11,409
194341,7,530
183887,2,865
152284,7,307
204182,6,953
150248,13,758
194547,8,412
221888,9,748
217504,5,961
218553,4,229
174190,7,679
164308,4,969
195025,7,866
181057,9,676
150543,4,460
180603,3,140
186551,1,163
195351,1,308
198878,8,980
222303,8,794
159719,11,410
212807,12,562
187518,13,420
153752,3,544
156957,6,520
229943,6,868
189864,2,584
183161,6,877
170874,6,164
224303,7,384
163645,3,516
225373,8,976
167635,11,240
193724,3,186
152198,6,297
175091,4,643
165949,6,578
199871,6,662
228870,4,579
151567,8,147
208593,8,918
210941,10,788
168904,7,531
184400,4,811
153623,7,994
207396,9,681
179155,3,826
184309,8,771
179202,2,489
225823,10,167
167168,11,831
160401,13,845
221144,5,739
202342,4,773
161157,4,523
187402,10,397
177771,5,921
211478,5,901
172394,2,697
187841,8,658
186708,5,594
172077,8,244
200820,4,116
223236,4,788
227267,12,761
168936,8,815
198817,9,855
220523,8,290
181873,3,709
172810,8,104
169781,11,297
171551,11,729
213132,4,872
183330,8,344
168543,2,492
224755,8,314
194743,5,518
194464,1,324
202254,10,914
164207,1,963
186992,7,517
206379,2,131
218254,8,804
189221,10,116
209621,11,893
226267,11,598
155189,11,558
211372,2,600
216358,1,951
174683,6,892
194879,6,972
189915,9,110
228550,10,111
181528,8,345
152503,3,436
209183,11,501
151587,5,137
152136,7,387
210942,4,179
159036,2,901
206852,1,591
154716,5,930
217993,1,915
212545,10,897
229995,3,122
229763,5,314
164507,1,867
193385,3,313
215291,8,518
226405,7,588
155951,4,486
183104,8,633
210603,9,423
164485,3,772
175652,7,880
167185,5,702
191592,6,433
190215,10,374
168058,8,835
208274,3,597
155736,9,877
181576,1,505
189218,1,893
228576,7,248
150214,13,530
194720,1,802
204606,6,284
225412,3,117
164971,11,119
178346,11,765
186021,13,368
203327,1,857
224461,11,212
177725,5,785
163154,7,990
210892,8,668
171142,1,123
193077,5,649
161123,12,975
151295,2,442
185096,6,562
196024,1,361
229395,4,333
229418,10,528
225944,2,629
199721,11,726
176931,3,415
220628,7,383
179963,12,865
220077,11,802
226257,5,850
224450,3,313
185900,12,640
197515,3,249
229743,9,321
197574,2,440
182355,4,108
198487,6,135
161606,12,176
195820,12,939
222645,9,625
218258,2,745
217757,8,751
165983,4,998
190140,10,451
184387,1,387
197528,9,510
210090,9,650
186810,7,366
179178,7,551
192819,1,563
200053,13,852
228233,5,699
194464,6,787
151015,8,988
226869,10,633
173748,6,189
179026,11,667
159396,5,873
204621,10,170
150025,3,665
167624,9,107
217887,2,888
217751,6,683
201023,3,641
192663,13,108
178090,12,272
176080,4,795
187237,13,863
192417,5,428
182826,3,718
210442,7,189
204956,11,579
208335,12,342
168573,7,357
175434,7,828
210743,13,874
186351,6,313
152176,9,243
211847,13,368
159199,12,554
217582,5,904
160172,9,688
206366,12,509
169333,1,154
153817,3,492
152854,9,183
197833,2,230
160784,4,206
167407,8,873
196861,4,572
219815,6,432
181860,3,180
208391,9,870
191241,8,481
163330,3,336
218514,12,120
221822,11,733
209360,4,783
199275,10,796
194402,9,374
219167,8,356
192530,6,907
211502,7,617
153210,9,431
170141,4,747
207256,5,817
177505,8,772
196388,12,595
151501,4,679
177517,6,379
152122,6,790
156080,7,989
189662,1,368
209193,5,503
221183,6,105
216892,5,235
188663,2,522
208945,11,913
204501,6,995
223913,2,954
192099,8,990
211285,6,676
193585,5,340
201165,12,702
216387,13,677
210782,6,948
180411,7,823
202981,1,380
169950,3,708
163065,9,377
165677,7,223
171188,1,805
153086,6,533
152890,1,843
214229,2,678
164186,9,195
220896,4,570
165811,7,349
159806,3,948
207443,10,642
186814,4,233
171167,10,989
191594,8,889
162858,2,585
207947,8,486
171084,6,762
200260,4,555
176194,6,972
210133,10,946
210559,4,603
215158,3,378
177719,12,872
154551,3,765
156679,13,891
223169,7,897
209800,7,581
163071,10,433
193563,12,693
224013,13,153
197159,3,774
161392,4,761
221684,2,912
218347,2,933
181382,8,244
188679,11,868
195944,11,970
156454,9,294
220891,2,751
150855,3,723
201924,9,602
176264,12,159
216367,10,706
211318,4,157
190677,6,875
162031,9,191
209554,4,307
211342,6,328
216896,4,863
191177,1,640
187702,4,602
215782,11,131
166993,2,765
206296,4,834
196112,6,806
171860,13,266
220210,3,568
161073,2,612
166022,1,794
196915,1,517
181971,13,474
176913,9,576
229708,11,317
187947,6,694
160503,4,414
155850,1,439
223231,6,915
194924,10,436
150834,2,344
174754,5,113
224577,11,399
160742,6,509
166352,2,701
207987,13,113
159510,3,372
164443,4,850
217690,4,183
175345,12,895
152224,5,674
178160,1,553
187169,7,236
168514,11,831
198919,2,632
155549,6,364
170004,10,161
195048,12,231
195855,5,641
189528,13,751
200217,2,972
214487,13,154
221137,1,481
172826,8,476
159669,4,619
156951,7,882
168952,2,634
177246,7,284
156212,4,138
185783,10,668
226140,6,951
215975,5,293
185302,7,153
199115,5,286
227072,5,401
219790,10,866
191199,1,279
226198,4,723
170049,11,977
158115,10,149
190426,7,481
193319,5,414
194070,6,299
173304,11,674
222690,13,420
157749,6,585
176386,6,779
221638,10,669
221106,2,664
215101,8,448
155979,7,543
163671,5,137
205505,9,778
206951,12,696
183013,10,416
229761,11,668
163566,12,489
177229,4,657
161447,8,514
183098,5,205
160702,3,648
210066,6,330
209833,2,401
226277,12,217
207375,1,780
206461,11,738
194253,9,896
178423,11,863
194929,3,145
191134,5,153
189099,8,425
172822,12,219
176969,5,499
209486,3,455
161227,8,402
158288,5,402
207030,13,860
167087,8,439
206194,7,175
211558,11,969
172125,6,197
199026,9,247
182135,6,860
155905,2,433
207773,12,492
185958,11,770
208789,10,655
207284,3,968
155052,11,333
171700,2,895
166852,7,589
215580,12,226
201158,11,747
225773,3,447
156538,6,776
150050,6,711
215274,8,508
181915,7,132
203184,3,694
206848,12,124
206028,8,398
183309,1,196
183285,10,779
214591,8,173
157847,3,698
177497,12,749
167128,3,743
226524,8,808
200829,2,344
190701,5,251
170989,8,275
186942,5,374
156806,1,770
180704,6,275
166337,8,753
203531,12,851
188072,9,246
170102,3,543
194357,6,466
169071,4,480
191267,9,767
194213,12,760
185212,1,699
198870,3,695
218937,11,399
218083,3,209
210340,2,839
153758,5,931
219797,9,667
183647,11,273
178379,13,842
201582,12,109
180937,11,801
150673,3,784
169433,3,959
201824,13,381
173788,4,789
168290,1,329
156726,11,201
229419,4,343
192122,10,255
198592,11,595
165425,7,546
181045,13,517
217795,13,375
206817,5,695
197314,6,629
205621,10,331
169610,2,109
216697,11,224
165055,11,408
206520,13,484
199001,8,686
211290,4,904
185017,3,657
173776,10,184
186869,2,633
168391,3,301
208972,9,734
195726,6,221
223169,7,794
174735,13,982
177718,7,568
219032,12,202
199794,11,788
176419,8,625
201535,10,477
189869,3,774
159108,7,775
207096,5,206
215724,6,288
214917,10,204
224254,5,468
195784,8,847
161667,6,405
177689,7,167
165617,1,468
172217,7,253
213345,1,968
209287,8,913
165481,1,578
189122,11,433
180557,7,360
177563,2,916
151665,11,466
185890,3,501
197700,8,472
187763,10,826
198328,2,409
193917,12,977
186412,4,942
187280,2,897
155714,2,105
214245,11,809
151110,11,106
160665,6,980
203346,5,291
174216,7,695
199713,3,277
156950,12,975
159139,12,384
187040,5,276
217929,8,465
205858,11,462
150991,4,222
156178,4,327
189256,13,239
156222,1,368
229090,1,834
216923,12,161
224542,1,522
169868,4,781
203034,8,856
192987,11,929
195114,11,485
182044,11,944
207918,12,976
152007,2,311
203058,9,668
176614,1,646
209902,3,750
214543,4,182
187931,5,378
155311,8,578
192470,5,237
160926,11,644
176997,2,377
181999,12,475
184737,11,803
152857,8,350
163728,2,702
211198,6,242
213858,1,183
204927,11,991
174019,4,245
225590,6,284
224422,8,782
175199,5,235
169753,12,789
194637,12,155
223741,5,155
191486,12,455
215079,7,229
226433,10,568
206565,4,762
178746,7,464
150820,7,712
167004,12,667
212652,2,526
204421,9,671
221361,7,456
166548,8,934
155245,12,526
191636,13,478
185500,9,600
177651,7,149
161819,5,480
166447,10,271
151584,4,566
176232,8,593
175837,3,432
196943,13,583
206610,12,576
170340,12,154
187066,7,852
200680,11,112
204374,1,582
158874,5,556
219630,2,438
176110,7,440
152558,3,612
158846,4,814
153460,2,911
196950,9,980
170926,3,505
158783,1,858
198457,5,406
217702,7,691
164209,11,138
159493,13,635
200579,13,520
163847,9,262
225641,3,126
195463,2,271
213723,10,183
168433,12,794
184482,9,833
182818,7,232
217818,5,903
156274,2,776
199979,4,727
203514,10,895
187944,13,366
219156,9,706
180658,11,870
152355,11,169
180994,2,572
155311,2,869
206145,11,343
213411,11,808
157418,8,959
155428,4,164
200954,13,279
184186,2,614
222505,12,190
172307,4,572
206306,12,303
174536,6,602
167229,13,549
160349,2,937
205396,7,508
214401,9,970
196590,13,967
197912,7,957
190990,4,979
181417,9,792
183753,5,629
219381,11,898
177371,4,906
171271,7,431
159599,13,267
154468,5,732
192162,3,961
196322,7,875
176446,8,460
211508,6,367
198283,10,136
164127,3,391
212032,1,680
175270,2,448
158512,7,482
205439,1,418
204513,2,538
202905,4,701
188161,11,245
220809,6,695
199714,10,429
160406,11,729
168944,8,843
206754,11,515
164381,1,597
194109,12,848
199800,5,114
157354,11,131
204144,3,634
159203,12,799
220624,5,536
154825,4,599
216196,7,727
188808,13,693
162423,3,389
153349,2,896
190812,7,499
163300,8,673
191018,8,534
203854,6,589
207547,13,462
211763,7,721
171849,5,749
172394,5,758
151759,4,895
199959,2,168
186368,12,929
215293,9,627
216543,9,288
196905,3,450
175454,10,652
197119,12,648
167306,1,335
157550,2,475
204803,11,568
225045,8,116
187508,8,875
217115,6,643
179144,7,541
212507,3,690
226669,12,584
155380,7,993
160053,9,547
218430,5,270
194948,13,683
185689,10,349
157887,9,708
165353,8,338
223822,4,676
209711,3,435
169670,11,615
188091,12,519
189880,9,660
183108,7,541
180572,5,624
215307,4,567
202365,7,163
215189,11,772
186969,6,216
186690,9,221
151369,9,235
168480,7,831
191214,9,324
161183,2,887
168751,13,812
221440,9,534
199690,1,579
172870,2,784
214439,5,391
156651,6,914
176038,8,923
163261,12,447
215583,12,580
184015,1,535
153816,7,569
203024,2,240
168625,9,478
228897,2,331
196306,1,697
172356,12,775
227271,9,153
170625,5,261
193920,5,417
201220,4,328
218033,12,111
155209,2,822
190290,11,403
209695,12,698
158645,3,336
214484,2,951
206096,12,883
218789,11,248
151257,6,164
163911,11,832
212282,1,959
204690,11,150
213931,7,738
200363,13,626
214447,2,579
215313,2,489
164175,1,397
176042,10,782
161391,13,103
201887,2,982
222819,6,790
189606,10,670
217217,6,184
224190,5,951
213855,8,370
175733,2,989
162728,6,1000
202569,11,578
219961,4,312
167832,9,605
226228,7,717
188120,8,900
219657,6,899
186874,3,735
217768,1,638
190616,4,693
182693,5,447
191636,5,453
209304,3,960
218917,13,193
156129,7,492
208020,2,688
216869,7,762
166513,4,216
224421,8,647
158115,4,988
159630,9,628
211853,11,112
198980,13,819
217465,1,811
202658,1,729
169194,5,535
205059,7,488
180975,10,389
203928,2,702
167838,12,874
164840,5,234
182093,1,333
173459,1,414
167196,3,687
156644,10,448
191415,4,154
192074,11,321
156028,8,981
163048,9,404
197566,1,242
225018,1,912
228976,1,638
228422,6,348
186781,7,538
177528,10,182
206182,9,674
173258,5,179
175226,6,302
182767,8,406
228498,6,407
162250,8,438
154415,6,187
169978,9,600
195738,11,396
216874,11,877
205565,6,984
177367,3,350
210215,6,211
221304,12,807
172657,3,145
201059,5,243
219602,10,421
203970,6,179
180414,12,506
183139,11,567
203938,12,292
165979,13,823
224105,12,530
201213,7,267
180656,9,820
153379,13,265
165983,11,691
224536,11,120
191368,9,767
201550,4,151
207914,12,102
197030,7,237
200586,11,953
174865,7,466
185410,4,180
156429,4,605
155741,11,320
218219,3,123
157256,10,635
174848,5,846
184022,10,901
186687,12,639
163667,13,398
160728,6,560
223632,8,362
222782,3,741
194373,8,920
177604,4,932
178464,1,744
207997,6,748
177698,12,687
176033,9,947
186390,1,669
195484,9,903
186556,3,407
201506,5,252
200627,13,158
161287,11,641
218470,10,781
165892,4,160
226580,12,831
186378,3,634
185708,13,860
227986,9,511
167590,11,733
188945,10,415
192942,2,610
170864,2,554
224171,9,635
192545,6,216
215886,2,246
186470,13,260
163395,3,329
163557,2,512
172300,10,582
174689,12,857
173700,13,140
176102,6,611
163685,3,359
202073,2,160
213482,1,710
186727,5,876
152217,12,567
175549,3,640
193616,11,870
196576,5,221
171058,2,889
229447,3,336
222909,1,759
214819,11,276
213274,5,986
158595,3,451
166825,2,593
189415,2,479
164092,4,357
221603,2,779
201116,8,637
203794,7,327
172739,7,969
188024,6,302
207820,2,269
211233,7,829
167760,11,246
158290,11,680
164852,1,986
229001,12,399
197431,11,259
193302,13,966
218324,6,542
171339,1,158
204276,11,934
187241,10,765
220734,7,406
203432,5,798
219690,1,526
229855,1,204
160638,2,441
173511,1,763
179226,7,731
179718,9,531
204213,9,561
162103,3,341
216783,6,220
153720,10,919
171233,7,612
170064,7,844
156452,8,375
186656,12,697
222200,5,697
188202,11,224
173916,7,597
214209,6,968
186191,12,140
170992,7,430
206383,13,392
181423,3,454
173889,1,265
154710,3,474
153834,2,555
225004,7,572
206481,8,182
220868,12,154
189969,9,132
151214,11,484
160468,2,368
170392,7,761
208244,8,434
162125,6,944
183612,2,713
222831,2,583
177553,10,310
226184,11,265
184477,11,481
166692,1,541
195332,9,206
153734,6,179
219075,10,382
206238,13,523
205407,5,503
194525,4,596
228261,5,400
173984,11,834
210415,10,819
185331,11,730
160422,12,844
165430,7,337
167397,1,998
199022,2,590
186205,10,157
224775,9,861
223344,1,874
197100,2,585
196757,2,124
221761,13,671
207404,9,321
208967,12,467
225339,4,981
165687,1,355
217738,9,266
209117,9,354
227096,11,730
162299,4,594
196210,1,351
195327,4,578
198337,1,863
187815,6,406
187333,8,844
188925,13,117
188948,9,224
196287,5,508
200758,2,608
213533,10,840
220604,4,665
205492,7,902
188705,6,875
219783,6,946
181200,3,345
210147,13,835
188982,11,113
190049,13,388
229695,2,314
158752,7,553
211531,12,258
211240,13,274
221434,9,127
228920,2,344
204976,10,336
184542,11,339
167727,5,363
219845,1,315
164118,5,697
204472,12,257
201809,10,802
183579,8,257
160471,4,280
164867,5,297
156081,11,879
221635,11,428
202742,13,597
162420,4,870
151070,7,325
169930,8,486
158021,5,876
193348,3,823
208611,11,893
218344,12,378
198893,9,296
166980,12,941
172849,12,448
