IDALOJAMIENTO,SERVPUBLICO,ADMINISTRACION,IDENTIFICACIONOPERADORUSUARIO
95542,Y,Y,39800
95543,Y,N,664
95544,N,N,10407
95545,Y,Y,45243
95546,N,Y,33646
95547,N,Y,27607
95548,Y,Y,32585
95549,N,N,25286
95550,N,Y,47986
95551,Y,Y,15447
95552,N,Y,18026
95553,N,N,25093
95554,N,N,6966
95555,Y,Y,46565
95556,Y,N,43443
95557,N,N,43866
95558,Y,Y,4240
95559,N,N,28373
95560,Y,N,33253
95561,Y,N,8416
95562,N,N,15199
95563,N,N,4693
95564,N,N,36164
95565,N,Y,11529
95566,N,N,13549
95567,Y,N,33763
95568,N,N,39686
95569,N,Y,24327
95570,N,N,1015
95571,Y,Y,42607
95572,N,Y,18106
95573,Y,Y,38695
95574,Y,N,18661
95575,Y,N,22179
95576,N,N,30522
95577,Y,Y,14249
95578,Y,N,20258
95579,N,Y,39556
95580,N,N,28405
95581,N,N,13017
95582,Y,N,18779
95583,N,Y,24858
95584,N,Y,46665
95585,Y,Y,22157
95586,N,Y,13601
95587,N,Y,16347
95588,N,Y,2338
95589,N,Y,46578
95590,N,Y,21348
95591,N,N,46061
95592,Y,N,1895
95593,N,Y,8749
95594,N,Y,6892
95595,Y,Y,25889
95596,Y,Y,3371
95597,Y,N,30443
95598,Y,N,17761
95599,Y,N,32568
95600,N,N,1657
95601,Y,Y,35018
95602,N,Y,8178
95603,N,N,44729
95604,Y,N,20365
95605,Y,Y,21662
95606,N,N,33001
95607,N,Y,24472
95608,Y,N,15654
95609,N,N,11985
95610,N,Y,29069
95611,Y,N,10908
95612,N,N,27761
95613,N,N,13317
95614,N,Y,16479
95615,Y,Y,48652
95616,Y,Y,81
95617,N,N,49298
95618,N,N,10204
95619,Y,N,27334
95620,N,N,9839
95621,N,N,23839
95622,N,Y,25976
95623,N,Y,21398
95624,Y,Y,41555
95625,N,N,9386
95626,Y,N,5039
95627,Y,Y,20701
95628,N,N,48799
95629,Y,Y,43616
95630,N,N,4276
95631,Y,N,41069
95632,N,Y,44332
95633,N,N,49945
95634,N,Y,33502
95635,Y,Y,41750
95636,Y,Y,38338
95637,N,Y,3715
95638,Y,Y,40394
95639,N,N,18781
95640,N,Y,1318
95641,N,Y,41564
95642,Y,N,27934
95643,N,N,46034
95644,Y,Y,5169
95645,Y,Y,32593
95646,N,N,39518
95647,Y,N,6598
95648,N,Y,5272
95649,N,N,24363
95650,Y,N,35521
95651,N,N,41788
95652,N,Y,14132
95653,Y,N,44858
95654,Y,N,873
95655,Y,Y,41374
95656,Y,Y,34158
95657,N,N,2353
95658,Y,Y,31036
95659,Y,Y,18097
95660,N,N,31021
95661,Y,N,24840
95662,N,Y,1833
95663,Y,Y,46376
95664,Y,Y,43263
95665,N,N,23646
95666,Y,Y,28691
95667,Y,N,11241
95668,Y,N,33960
95669,Y,N,2522
95670,N,Y,8951
95671,Y,Y,46420
95672,N,Y,27415
95673,N,Y,42822
95674,Y,N,49226
95675,Y,N,9233
95676,N,N,30054
95677,Y,N,48346
95678,Y,Y,46554
95679,N,Y,1360
95680,Y,Y,35797
95681,Y,N,33115
95682,Y,N,20520
95683,Y,N,44217
95684,N,Y,43831
95685,N,N,11615
95686,N,Y,30718
95687,Y,Y,36641
95688,N,N,13583
95689,N,Y,10210
95690,N,N,28634
95691,Y,Y,42688
95692,N,Y,5975
95693,N,N,4838
95694,Y,Y,38002
95695,Y,Y,49505
95696,Y,Y,22852
95697,N,Y,1526
95698,N,N,43649
95699,Y,N,28088
95700,N,Y,8931
95701,Y,Y,9334
95702,N,N,40998
95703,Y,N,17715
95704,Y,Y,910
95705,Y,Y,8471
95706,N,Y,14317
95707,Y,Y,1268
95708,Y,Y,46929
95709,N,N,34438
95710,Y,Y,20412
95711,N,Y,7570
95712,N,Y,33387
95713,N,N,46564
95714,Y,Y,23466
95715,Y,N,10313
95716,Y,N,11482
95717,Y,Y,12614
95718,N,Y,25027
95719,Y,N,37717
95720,Y,N,20040
95721,N,N,21877
95722,N,Y,27477
95723,Y,Y,28726
95724,N,N,49495
95725,N,N,45486
95726,Y,N,12436
95727,N,Y,24181
95728,N,N,30418
95729,N,N,25016
95730,N,N,837
95731,Y,N,28932
95732,Y,N,22913
95733,Y,N,22238
95734,N,Y,48970
95735,N,Y,49068
95736,N,Y,18161
95737,Y,N,43526
95738,Y,Y,26683
95739,Y,Y,664
95740,Y,Y,20392
95741,Y,N,4906
95742,Y,N,45785
95743,Y,Y,24326
95744,N,Y,31665
95745,N,Y,33386
95746,Y,N,899
95747,N,Y,30062
95748,N,Y,23216
95749,Y,N,9464
95750,N,N,28377
95751,Y,Y,34118
95752,N,N,36608
95753,Y,Y,47720
95754,N,Y,28317
95755,Y,N,3484
95756,Y,Y,44322
95757,Y,N,29282
95758,Y,N,5422
95759,N,Y,27785
95760,N,N,49830
95761,N,Y,25372
95762,Y,N,28891
95763,N,N,359
95764,N,Y,26613
95765,Y,Y,6681
95766,Y,Y,45107
95767,Y,N,1023
95768,Y,Y,14804
95769,Y,N,40459
95770,Y,Y,33346
95771,Y,N,46594
95772,N,Y,9451
95773,N,N,47194
95774,Y,Y,5320
95775,N,Y,27142
95776,Y,Y,10716
95777,Y,N,36120
95778,N,N,44154
95779,N,Y,40711
95780,Y,N,24972
95781,N,N,22567
95782,Y,N,34139
95783,N,N,8205
95784,N,N,26816
95785,Y,Y,16571
95786,Y,N,40603
95787,Y,N,41995
95788,Y,Y,12876
95789,Y,N,35031
95790,Y,Y,38205
95791,N,N,30597
95792,Y,Y,47967
95793,N,N,19626
95794,Y,N,10021
95795,Y,N,44574
95796,Y,N,29907
95797,N,N,24079
95798,Y,N,17216
95799,N,Y,5101
95800,N,N,23816
95801,N,Y,20815
95802,N,Y,41177
95803,Y,Y,16575
95804,Y,N,20771
95805,N,N,42853
95806,N,N,43605
95807,N,Y,6312
95808,N,N,32742
95809,Y,Y,2638
95810,N,Y,24642
95811,Y,N,28525
95812,Y,Y,19146
95813,N,N,41132
95814,N,N,12178
95815,N,N,8193
95816,Y,Y,46407
95817,Y,N,30022
95818,Y,Y,36135
95819,Y,N,34075
95820,Y,N,39942
95821,Y,Y,6913
95822,N,N,4716
95823,N,N,47817
95824,N,N,8026
95825,N,N,39061
95826,N,N,3179
95827,Y,Y,2922
95828,N,Y,42114
95829,N,Y,20491
95830,Y,Y,35847
95831,Y,N,5474
95832,N,N,30994
95833,N,Y,37983
95834,N,Y,18023
95835,Y,Y,21834
95836,N,Y,34475
95837,N,N,7609
95838,N,Y,46800
95839,Y,Y,3083
95840,Y,N,24740
95841,N,Y,1902
95842,Y,Y,19935
95843,N,N,28369
95844,N,N,26183
95845,Y,N,45076
95846,Y,N,6728
95847,N,Y,29361
95848,Y,N,30652
95849,N,Y,43763
95850,Y,Y,42634
95851,Y,N,41417
95852,Y,N,46993
95853,Y,Y,43411
95854,Y,Y,21956
95855,Y,N,16369
95856,Y,N,45826
95857,N,N,45779
95858,Y,Y,48543
95859,Y,Y,7613
95860,N,Y,43291
95861,N,N,19181
95862,Y,Y,493
95863,Y,Y,4049
95864,Y,N,16797
95865,Y,Y,24396
95866,N,N,49394
95867,N,Y,20383
95868,N,Y,24837
95869,N,Y,42835
95870,Y,N,14111
95871,N,N,14257
95872,Y,N,32359
95873,Y,Y,33456
95874,Y,N,20902
95875,Y,N,17052
95876,N,N,46928
95877,N,N,15956
95878,Y,N,20752
95879,Y,N,43293
95880,N,Y,47579
95881,Y,Y,20707
95882,Y,Y,4226
95883,N,Y,11938
95884,Y,Y,15747
95885,N,N,22567
95886,N,N,34940
95887,Y,N,32802
95888,N,Y,48417
95889,Y,N,39024
95890,N,Y,8782
95891,Y,Y,27999
95892,N,N,6192
95893,Y,N,33161
95894,N,N,4009
95895,Y,N,19034
95896,Y,Y,49496
95897,Y,N,20873
95898,N,Y,23366
95899,N,Y,43976
95900,N,N,41825
95901,Y,N,45326
95902,Y,N,1113
95903,Y,Y,39340
95904,Y,N,5095
95905,Y,N,27709
95906,N,Y,6236
95907,N,Y,27718
95908,N,Y,13157
95909,Y,N,34385
95910,Y,N,32079
95911,Y,Y,37685
95912,Y,N,176
95913,Y,Y,19974
95914,N,Y,21300
95915,N,Y,30832
95916,Y,N,34357
95917,N,N,29248
95918,N,N,17626
95919,Y,N,3507
95920,N,N,11822
95921,Y,Y,15829
95922,N,Y,47015
95923,N,N,9388
95924,Y,Y,13722
95925,N,N,1253
95926,N,Y,17794
95927,Y,Y,33308
95928,Y,N,22038
95929,Y,Y,36523
95930,Y,Y,6172
95931,Y,Y,15643
95932,Y,N,24892
95933,Y,N,14192
95934,Y,N,6839
95935,Y,N,21249
95936,Y,Y,38229
95937,N,Y,3157
95938,Y,Y,20359
95939,N,Y,12666
95940,Y,N,47009
95941,N,N,13670
95942,Y,N,35997
95943,N,N,15978
95944,Y,N,3998
95945,Y,Y,18153
95946,Y,N,36657
95947,Y,Y,21508
95948,N,N,6233
95949,N,Y,42735
95950,N,N,37991
95951,Y,Y,19622
95952,Y,Y,22356
95953,N,N,46037
95954,N,Y,26585
95955,N,N,31959
95956,N,Y,46677
95957,N,N,10987
95958,Y,Y,31868
95959,Y,Y,44316
95960,N,Y,11063
95961,N,N,35581
95962,Y,N,34308
95963,N,Y,46373
95964,Y,Y,42948
95965,Y,N,20738
95966,N,N,1163
95967,N,Y,11052
95968,Y,N,4253
95969,N,N,17741
95970,N,Y,46376
95971,Y,Y,42635
95972,N,N,787
95973,Y,Y,37268
95974,N,Y,7245
95975,N,Y,40605
95976,Y,Y,26442
95977,Y,N,15264
95978,N,Y,21470
95979,N,Y,10937
95980,N,N,45303
95981,N,Y,16822
95982,N,N,45597
95983,Y,Y,6169
95984,Y,Y,15427
95985,Y,Y,45566
95986,N,N,46057
95987,N,N,11855
95988,N,Y,39275
95989,N,N,26152
95990,N,N,31522
95991,Y,N,44636
95992,Y,N,49198
95993,Y,Y,33557
95994,N,N,40832
95995,N,N,19891
95996,N,Y,48641
95997,Y,Y,9631
95998,N,Y,21580
95999,N,N,23554
96000,N,Y,18919
96001,Y,N,8467
96002,N,N,26391
96003,N,N,27821
96004,N,Y,17312
96005,Y,N,43721
96006,Y,N,1859
96007,N,Y,28894
96008,N,N,49981
96009,Y,Y,5617
96010,N,N,35631
96011,N,Y,38768
96012,N,Y,25756
96013,N,Y,26010
96014,N,Y,17472
96015,N,Y,45056
96016,N,Y,33585
96017,Y,N,42938
96018,Y,Y,5728
96019,N,N,29930
96020,Y,N,19996
96021,Y,N,28507
96022,N,N,8720
96023,Y,N,22420
96024,Y,N,27387
96025,N,Y,9610
96026,N,Y,18689
96027,N,Y,13258
96028,N,N,7948
96029,N,Y,42924
96030,Y,N,46634
96031,Y,Y,27232
96032,Y,Y,43117
96033,Y,Y,45035
96034,N,N,46393
96035,N,Y,5802
96036,N,N,38895
96037,Y,Y,17240
96038,Y,N,43255
96039,N,N,13823
96040,Y,Y,36248
96041,N,Y,15817
96042,Y,Y,20602
96043,N,N,47651
96044,N,Y,38280
96045,N,N,45167
96046,Y,N,37050
96047,N,Y,26515
96048,N,N,3872
96049,Y,Y,17965
96050,Y,Y,40821
96051,Y,Y,47324
96052,Y,Y,7126
96053,Y,Y,4032
96054,Y,N,12914
96055,Y,Y,46179
96056,N,Y,18707
96057,N,Y,33128
96058,N,N,20909
96059,N,N,39009
96060,N,Y,10503
96061,Y,Y,32915
96062,Y,Y,14179
96063,N,N,26921
96064,Y,N,14929
96065,N,Y,3383
96066,N,Y,13628
96067,Y,Y,34052
96068,Y,N,45504
96069,Y,N,9159
96070,Y,N,44262
96071,Y,N,47446
96072,N,N,26550
96073,N,N,48468
96074,Y,Y,40596
96075,N,Y,35402
96076,Y,N,37220
96077,N,Y,49694
96078,Y,N,21719
96079,N,N,49025
96080,Y,Y,2934
96081,Y,Y,5922
96082,N,Y,36874
96083,Y,Y,16679
96084,N,N,33986
96085,N,Y,13271
96086,Y,N,14984
96087,Y,Y,38155
96088,Y,N,26128
96089,N,Y,26830
96090,Y,Y,10957
96091,Y,N,40398
96092,N,N,44031
96093,Y,Y,24388
96094,Y,N,14119
96095,Y,N,31350
96096,Y,Y,34632
96097,N,N,255
96098,Y,N,9753
96099,Y,Y,15250
96100,N,Y,28305
96101,Y,Y,25274
96102,N,N,568
96103,N,N,1593
96104,N,Y,32201
96105,N,Y,30778
96106,Y,Y,14731
96107,Y,Y,42857
96108,Y,N,42134
96109,N,Y,15675
96110,Y,N,21388
96111,N,N,42912
96112,N,N,26840
96113,N,N,5916
96114,N,N,2005
96115,N,Y,39439
96116,N,Y,38196
96117,Y,N,35691
96118,Y,N,17255
96119,Y,Y,6397
96120,N,N,30672
96121,N,Y,28592
96122,N,N,48557
96123,N,N,21886
96124,N,Y,35027
96125,N,N,11835
96126,Y,Y,26864
96127,N,Y,2355
96128,N,Y,2350
96129,N,N,15067
96130,N,N,23374
96131,N,Y,39528
96132,Y,Y,11781
96133,Y,N,26714
96134,Y,Y,38427
96135,N,Y,36991
96136,N,N,44651
96137,Y,N,24617
96138,N,Y,3177
96139,N,Y,6187
96140,N,N,32293
96141,N,N,14644
96142,N,N,29478
96143,Y,Y,12741
96144,Y,N,47039
96145,N,Y,45731
96146,Y,Y,11451
96147,Y,N,8560
96148,Y,N,32891
96149,N,Y,12021
96150,Y,N,16875
96151,N,N,17537
96152,Y,Y,32133
96153,N,Y,32941
96154,Y,Y,3386
96155,Y,Y,21422
96156,Y,N,25655
96157,N,N,25305
96158,N,Y,10630
96159,N,N,15578
96160,N,N,6827
96161,Y,N,35678
96162,N,Y,45073
96163,Y,Y,5678
96164,Y,N,49785
96165,Y,Y,32682
96166,Y,N,8355
96167,Y,N,29567
96168,Y,Y,4370
96169,Y,Y,25855
96170,Y,N,43276
96171,Y,Y,22996
96172,N,N,45534
96173,Y,Y,31924
96174,N,Y,35481
96175,N,N,20924
96176,Y,N,10816
96177,N,N,33935
96178,N,N,30230
96179,Y,Y,43968
96180,N,N,31506
96181,Y,N,12713
96182,N,N,20062
96183,Y,Y,31445
96184,N,N,31025
96185,N,Y,43169
96186,N,N,25744
96187,N,Y,15166
96188,Y,Y,42215
96189,Y,Y,34586
96190,N,Y,48082
96191,N,Y,35016
96192,N,N,14036
96193,N,N,9632
96194,N,Y,6420
96195,N,Y,42038
96196,Y,Y,8241
96197,N,Y,7316
96198,Y,Y,28976
96199,N,Y,35616
96200,Y,Y,49583
96201,N,N,4721
96202,N,N,19182
96203,N,Y,10601
96204,Y,Y,36067
96205,N,Y,10977
96206,N,Y,20340
96207,N,N,27698
96208,N,Y,10762
96209,Y,Y,3977
96210,N,Y,2076
96211,Y,N,33275
96212,N,N,1325
96213,Y,N,10342
96214,Y,Y,18898
96215,N,Y,2917
96216,N,Y,38832
96217,N,Y,29792
96218,N,N,16395
96219,N,N,37521
96220,Y,N,32382
96221,N,N,39784
96222,N,Y,9847
96223,N,Y,38895
96224,Y,N,1628
96225,Y,N,4306
96226,N,N,8424
96227,N,N,15422
96228,Y,Y,33919
96229,Y,N,32265
96230,Y,N,33941
96231,Y,N,15562
96232,Y,Y,35400
96233,N,Y,48967
96234,N,N,48185
96235,Y,Y,16011
96236,N,Y,5389
96237,N,Y,42424
96238,Y,N,15304
96239,N,Y,19756
96240,Y,N,1951
96241,N,N,36798
96242,Y,Y,22230
96243,Y,Y,25233
96244,Y,N,24237
96245,Y,N,11879
96246,N,Y,39742
96247,Y,Y,7433
96248,Y,N,19171
96249,Y,N,43679
96250,N,Y,32902
96251,Y,Y,10216
96252,N,Y,26712
96253,N,N,28591
96254,Y,N,2817
96255,Y,N,44399
96256,N,N,21621
96257,N,N,42370
96258,N,Y,30777
96259,N,Y,12233
96260,N,N,39953
96261,N,Y,10421
96262,Y,Y,39556
96263,N,N,23754
96264,Y,Y,46412
96265,N,N,4868
96266,Y,Y,19890
96267,N,N,6013
96268,N,N,580
96269,N,N,27181
96270,Y,N,1979
96271,Y,N,36213
96272,N,N,145
96273,Y,N,17136
96274,Y,Y,48439
96275,Y,N,40426
96276,Y,Y,42022
96277,N,Y,5233
96278,N,N,15532
96279,Y,Y,17955
96280,Y,Y,6814
96281,Y,Y,24269
96282,Y,Y,43756
96283,N,Y,20703
96284,Y,Y,24869
96285,N,Y,2925
96286,Y,N,17917
96287,Y,N,18238
96288,N,Y,7041
96289,Y,Y,8514
96290,Y,Y,41164
96291,Y,N,31766
96292,Y,Y,13552
96293,N,N,4834
96294,Y,N,14953
96295,Y,N,30335
96296,Y,Y,49220
96297,N,Y,13734
96298,N,N,26009
96299,Y,Y,47140
96300,N,Y,24141
96301,Y,N,29358
96302,N,N,28131
96303,N,N,31404
96304,N,Y,5157
96305,Y,N,44338
96306,Y,N,49905
96307,Y,Y,36302
96308,Y,N,34444
96309,N,N,11242
96310,N,N,49882
96311,N,Y,24850
96312,Y,Y,23907
96313,N,N,5274
96314,N,Y,49462
96315,Y,N,45067
96316,N,Y,3116
96317,N,N,42682
96318,N,N,46663
96319,N,N,34248
96320,Y,N,29747
96321,Y,N,17675
96322,Y,N,21862
96323,N,N,20008
96324,N,N,6679
96325,Y,N,10094
96326,N,Y,9265
96327,N,N,27158
96328,N,N,91
96329,Y,N,47233
96330,Y,N,36734
96331,N,N,24277
96332,Y,Y,14088
96333,N,N,8404
96334,N,N,5419
96335,N,N,31936
96336,Y,N,27940
96337,N,N,12793
96338,N,N,2455
96339,N,Y,18968
96340,N,N,29802
96341,Y,Y,19056
96342,Y,N,2607
96343,Y,Y,15062
96344,Y,N,8256
96345,N,N,17816
96346,Y,N,30174
96347,Y,Y,48881
96348,N,N,34626
96349,Y,Y,45294
96350,Y,Y,18588
96351,Y,N,48489
96352,Y,Y,30846
96353,N,N,30257
96354,Y,N,16421
96355,Y,Y,4740
96356,Y,N,14929
96357,N,N,8644
96358,N,Y,2734
96359,N,Y,8418
96360,N,N,517
96361,N,N,47217
96362,N,Y,33606
96363,Y,N,13332
96364,N,N,42290
96365,N,N,16879
96366,Y,N,24019
96367,Y,Y,46224
96368,N,N,4617
96369,Y,Y,41093
96370,N,N,14275
96371,N,N,53
96372,Y,Y,15400
96373,N,Y,3210
96374,Y,N,23294
96375,Y,Y,46961
96376,N,Y,35864
96377,Y,N,16576
96378,Y,Y,8347
96379,Y,N,12562
96380,Y,N,28672
96381,N,N,47529
96382,N,Y,28681
96383,N,Y,24024
96384,Y,Y,39838
96385,N,Y,30252
96386,N,Y,47816
96387,N,N,30313
96388,N,N,3420
96389,Y,Y,719
96390,N,N,24490
96391,Y,N,5219
96392,Y,Y,12071
96393,N,N,276
96394,Y,N,40453
96395,N,N,29022
96396,N,N,35058
96397,N,N,1536
96398,Y,N,30948
96399,N,Y,3992
96400,Y,N,2595
96401,Y,N,34316
96402,N,Y,35026
96403,N,N,48871
96404,Y,Y,32903
96405,Y,Y,1898
96406,N,N,37258
96407,N,N,10719
96408,N,N,17180
96409,Y,Y,17304
96410,Y,Y,26459
96411,N,Y,6610
96412,N,N,21815
96413,Y,Y,13323
96414,N,N,15817
96415,N,Y,24334
96416,Y,N,21320
96417,N,Y,33747
96418,N,Y,20384
96419,N,N,11654
96420,N,N,47126
96421,N,Y,23104
96422,N,Y,32206
96423,Y,N,11131
96424,Y,Y,33988
96425,Y,N,37406
96426,N,N,10745
96427,Y,Y,21762
96428,Y,Y,45914
96429,Y,N,30088
96430,N,N,19637
96431,N,Y,12963
96432,N,N,13397
96433,Y,N,27203
96434,Y,Y,40224
96435,N,N,4715
96436,N,Y,28232
96437,N,Y,6018
96438,N,Y,33608
96439,N,N,14677
96440,Y,N,25316
96441,Y,N,49331
96442,N,N,33973
96443,N,Y,31285
96444,N,Y,39132
96445,N,N,6438
96446,N,N,49912
96447,N,Y,6687
96448,Y,Y,40480
96449,Y,Y,7061
96450,Y,Y,45438
96451,Y,N,15002
96452,N,Y,48981
96453,Y,Y,16784
96454,N,N,27418
96455,N,Y,13663
96456,Y,N,32372
96457,Y,Y,21266
96458,N,N,26738
96459,Y,Y,20249
96460,N,N,35307
96461,N,N,19405
96462,Y,Y,39705
96463,Y,Y,32118
96464,Y,Y,33194
96465,N,N,29470
96466,N,Y,5562
96467,N,N,21237
96468,Y,Y,42255
96469,N,Y,25478
96470,Y,N,16588
96471,N,Y,23219
96472,Y,Y,20819
96473,N,N,25754
96474,Y,Y,27773
96475,N,N,20017
96476,N,Y,24673
96477,Y,N,2039
96478,N,N,30619
96479,N,N,9837
96480,N,Y,4478
96481,Y,N,20626
96482,N,Y,5624
96483,N,N,13054
96484,N,N,38815
96485,N,N,14184
96486,N,N,13622
96487,Y,N,43443
96488,Y,Y,26046
96489,N,Y,40304
96490,Y,N,558
96491,N,Y,43780
96492,Y,N,37327
96493,N,N,42955
96494,N,N,18425
96495,N,N,35260
96496,N,Y,15186
96497,N,N,24674
96498,N,N,41671
96499,N,Y,40864
96500,N,N,14506
96501,Y,N,43992
96502,N,Y,41206
96503,Y,Y,5423
96504,Y,Y,35713
96505,Y,N,9488
96506,Y,N,48013
96507,Y,Y,12001
96508,N,Y,29003
96509,Y,Y,23736
96510,N,Y,37328
96511,N,N,5131
96512,N,N,43698
96513,Y,Y,39401
96514,N,Y,8522
96515,Y,Y,18436
96516,N,Y,5409
96517,N,Y,32585
96518,Y,Y,44490
96519,N,N,6584
96520,Y,N,28186
96521,Y,N,2843
96522,Y,Y,45646
96523,Y,N,11054
96524,N,N,38075
96525,Y,N,18481
96526,N,Y,33279
96527,Y,N,13992
96528,Y,Y,17636
96529,Y,N,48173
96530,N,Y,23677
96531,N,N,36692
96532,N,N,49726
96533,N,N,46689
96534,N,Y,33368
96535,Y,N,38385
96536,N,Y,46296
96537,N,Y,48010
96538,Y,N,41145
96539,Y,Y,11835
96540,N,Y,30283
96541,Y,N,16275
96542,N,N,48651
96543,N,Y,18203
96544,N,Y,34980
96545,N,Y,22048
96546,N,N,41386
96547,Y,Y,29246
96548,N,N,43948
96549,Y,Y,25433
96550,Y,N,22041
96551,Y,Y,7325
96552,N,N,14930
96553,N,N,29311
96554,Y,Y,691
96555,N,Y,35516
96556,N,Y,21208
96557,Y,Y,37061
96558,Y,Y,9232
96559,N,N,40397
96560,N,N,11417
96561,Y,Y,4240
96562,Y,N,11138
96563,N,N,13722
96564,N,Y,22277
96565,Y,N,6381
96566,N,N,41121
96567,Y,N,6243
96568,Y,N,19592
96569,Y,N,9336
96570,N,N,14335
96571,Y,Y,22847
96572,Y,Y,8330
96573,N,Y,10031
96574,N,Y,12253
96575,N,Y,18420
96576,N,Y,24411
96577,Y,N,39006
96578,Y,N,12894
96579,N,Y,40966
96580,Y,N,3384
96581,N,N,11630
96582,N,N,3531
96583,N,N,18199
96584,Y,N,4548
96585,N,Y,28585
96586,N,N,27955
96587,Y,N,5580
96588,N,N,8235
96589,N,Y,738
96590,N,Y,39660
96591,N,Y,21297
96592,Y,N,8866
96593,N,Y,20712
96594,N,Y,14889
96595,Y,N,33954
96596,Y,N,48572
96597,N,Y,40580
96598,N,N,5378
96599,N,Y,21020
96600,N,Y,1911
96601,N,Y,17263
96602,Y,N,22628
96603,N,Y,49458
96604,Y,Y,37788
96605,N,Y,33253
96606,Y,Y,2676
96607,N,N,45545
96608,Y,N,10485
96609,Y,N,41578
96610,N,Y,48517
96611,Y,N,37071
96612,Y,Y,45849
96613,N,Y,47240
96614,Y,Y,13158
96615,Y,Y,733
96616,Y,N,2283
96617,N,N,6100
96618,Y,Y,27371
96619,N,Y,13842
96620,Y,Y,8426
96621,N,N,20473
96622,N,N,29234
96623,N,N,26397
96624,N,N,25275
96625,Y,N,2107
96626,N,N,40178
96627,N,Y,37589
96628,N,N,16251
96629,Y,N,18756
96630,Y,Y,40779
96631,Y,N,312
96632,Y,Y,32320
96633,Y,Y,12640
96634,N,Y,40160
96635,N,Y,38313
96636,N,Y,11845
96637,N,N,7282
96638,N,N,642
96639,N,N,2314
96640,Y,N,38454
96641,N,Y,28033
96642,N,Y,11123
96643,N,Y,41271
96644,N,Y,36625
96645,Y,N,9207
96646,N,N,42538
96647,N,N,5011
96648,N,Y,37711
96649,N,N,19181
96650,N,Y,31699
96651,N,Y,8800
96652,Y,Y,39796
96653,N,Y,26258
96654,N,Y,14879
96655,N,N,44862
96656,Y,Y,19696
96657,Y,Y,42990
96658,Y,N,42546
96659,N,Y,33777
96660,N,Y,43205
96661,N,Y,2706
96662,N,Y,15063
96663,Y,Y,35123
96664,N,N,26519
96665,Y,N,1878
96666,Y,Y,9202
96667,Y,N,9201
96668,N,Y,35759
96669,N,Y,47416
96670,Y,N,19257
96671,N,N,35372
96672,Y,Y,6515
96673,Y,Y,28945
96674,Y,N,42626
96675,N,N,13453
96676,Y,Y,568
96677,N,Y,18487
96678,Y,Y,20269
96679,Y,N,41982
96680,N,Y,46809
96681,Y,N,39099
96682,Y,Y,31353
96683,Y,N,23853
96684,N,N,18795
96685,N,Y,26126
96686,Y,N,27534
96687,Y,Y,29453
96688,N,N,22239
96689,N,Y,35097
96690,N,N,48476
96691,N,Y,3996
96692,Y,Y,48876
96693,Y,Y,8405
96694,Y,Y,22067
96695,N,N,22638
96696,N,N,372
96697,Y,N,32622
96698,N,Y,6947
96699,N,Y,20289
96700,Y,Y,35874
96701,N,Y,32214
96702,N,Y,39485
96703,Y,Y,2830
96704,N,N,16538
96705,Y,Y,6486
96706,N,N,11910
96707,N,N,32161
96708,Y,Y,35851
96709,N,Y,47462
96710,N,N,47458
96711,Y,Y,29012
96712,Y,Y,11980
96713,Y,N,37225
96714,Y,Y,34253
96715,Y,N,44681
96716,N,Y,25213
96717,N,N,24757
96718,N,N,7663
96719,Y,Y,31519
96720,N,Y,19857
96721,N,Y,17218
96722,N,Y,37169
96723,Y,Y,19696
96724,Y,N,27906
96725,N,Y,219
96726,Y,N,43209
96727,N,Y,22308
96728,N,N,14118
96729,N,N,12125
96730,Y,Y,14159
96731,Y,N,22159
96732,Y,N,35305
96733,Y,N,13865
96734,N,N,21983
96735,N,N,39741
96736,N,N,44644
96737,N,N,296
96738,N,N,42521
96739,N,Y,44915
96740,N,N,18284
96741,N,N,27435
96742,N,N,846
96743,Y,N,46673
96744,N,N,39811
96745,Y,Y,32161
96746,N,N,47324
96747,N,N,26991
96748,N,N,8152
96749,N,Y,15904
96750,Y,Y,45765
96751,Y,Y,36101
96752,Y,Y,43697
96753,Y,N,10652
96754,Y,N,47757
96755,Y,Y,15587
96756,N,N,29085
96757,Y,N,14897
96758,Y,N,19758
96759,N,Y,23677
96760,N,Y,3960
96761,N,N,27816
96762,Y,N,44505
96763,Y,Y,37190
96764,Y,Y,37930
96765,Y,N,46351
96766,Y,Y,12510
96767,Y,Y,41287
96768,Y,Y,18366
96769,N,N,34247
96770,Y,Y,48912
96771,Y,Y,17745
96772,N,Y,28169
96773,N,Y,13466
96774,Y,N,44882
96775,N,N,42439
96776,N,Y,15434
96777,Y,Y,22132
96778,N,N,19967
96779,N,Y,39475
96780,Y,N,20869
96781,N,Y,5304
96782,Y,Y,24245
96783,N,Y,24350
96784,Y,N,43125
96785,Y,Y,12926
96786,Y,Y,47916
96787,Y,N,32521
96788,Y,Y,2761
96789,Y,Y,21849
96790,N,Y,1948
96791,Y,Y,32365
96792,N,N,20466
96793,Y,Y,32734
96794,N,N,18828
96795,N,Y,40370
96796,Y,Y,34030
96797,Y,Y,23851
96798,N,Y,9453
96799,Y,N,34473
96800,Y,N,12565
96801,Y,Y,12920
96802,N,Y,45146
96803,N,Y,37278
96804,N,Y,15528
96805,N,N,7974
96806,N,N,39651
96807,Y,N,30596
96808,N,Y,14174
96809,Y,Y,19756
96810,Y,Y,40151
96811,N,N,27765
96812,N,N,31686
96813,Y,Y,1692
96814,Y,N,28726
