ID,TIPOHABITACION,CAPACIDAD,IDVIVIENDAUNIVERSITARIA
222848,compartido,2,6545
222849,compartido,3,13077
222850,compartido,1,4823
222851,compartido,1,10467
222852,compartido,2,12792
222853,compartido,3,19069
222854,individual,2,5423
222855,individual,2,4258
222856,individual,1,16608
222857,compartido,4,15579
222858,compartido,3,4530
222859,individual,2,16442
222860,individual,1,6134
222861,individual,3,16415
222862,compartido,4,7484
222863,individual,3,3878
222864,individual,4,7161
222865,compartido,1,7638
222866,individual,1,15262
222867,individual,1,15499
222868,compartido,2,925
222869,compartido,4,11054
222870,individual,1,11436
222871,individual,3,11980
222872,individual,1,12246
222873,compartido,3,3033
222874,individual,1,19508
222875,compartido,1,10029
222876,individual,4,9797
222877,compartido,4,5697
222878,individual,4,17910
222879,compartido,4,2499
222880,compartido,1,17856
222881,compartido,1,11115
222882,compartido,2,494
222883,individual,1,17951
222884,individual,1,1799
222885,individual,4,675
222886,compartido,4,18558
222887,individual,1,11716
222888,compartido,4,12361
222889,individual,2,390
222890,compartido,4,16167
222891,compartido,3,4002
222892,compartido,2,11331
222893,compartido,1,4527
222894,compartido,1,9683
222895,compartido,3,6921
222896,compartido,1,4046
222897,compartido,1,18248
222898,compartido,1,4008
222899,individual,1,9985
222900,individual,1,12516
222901,individual,2,11317
222902,individual,4,10718
222903,individual,2,13629
222904,compartido,3,1191
222905,individual,1,13610
222906,individual,3,368
222907,compartido,2,19944
222908,individual,2,17647
222909,individual,1,14505
222910,compartido,4,3751
222911,compartido,2,6700
222912,individual,1,11301
222913,individual,1,10352
222914,compartido,3,18812
222915,compartido,3,2064
222916,individual,2,16743
222917,individual,1,14020
222918,individual,4,18986
222919,compartido,4,15256
222920,individual,4,17549
222921,compartido,2,7878
222922,individual,4,10593
222923,individual,4,1456
222924,compartido,2,12583
222925,compartido,4,15204
222926,compartido,4,5902
222927,compartido,3,10731
222928,compartido,2,18568
222929,individual,4,18835
222930,individual,4,4018
222931,individual,4,18790
222932,compartido,1,8550
222933,individual,2,11418
222934,compartido,4,17750
222935,individual,1,16358
222936,individual,4,10800
222937,individual,4,8449
222938,compartido,2,17695
222939,compartido,2,16190
222940,compartido,3,19340
222941,compartido,4,6916
222942,individual,4,15926
222943,compartido,4,9921
222944,individual,4,17259
222945,compartido,2,7019
222946,compartido,2,18978
222947,compartido,2,15819
222948,individual,2,14865
222949,compartido,4,15766
222950,individual,4,15542
222951,individual,2,162
222952,compartido,3,7683
222953,compartido,4,8970
222954,individual,4,2253
222955,compartido,1,8666
222956,individual,4,10839
222957,individual,3,789
222958,individual,4,2625
222959,compartido,4,15570
222960,compartido,3,14026
222961,individual,2,8388
222962,compartido,2,18510
222963,individual,2,2034
222964,compartido,4,9002
222965,compartido,3,12819
222966,individual,3,892
222967,individual,4,6888
222968,compartido,3,13195
222969,compartido,1,10442
222970,compartido,2,3495
222971,individual,1,6681
222972,individual,1,3861
222973,compartido,1,14042
222974,individual,4,7300
222975,compartido,3,19218
222976,individual,2,12970
222977,individual,2,18943
222978,compartido,3,9882
222979,compartido,1,19400
222980,individual,1,14776
222981,compartido,1,9014
222982,individual,2,11296
222983,individual,3,11471
222984,compartido,2,6029
222985,compartido,3,1933
222986,compartido,3,18816
222987,individual,3,15589
222988,individual,4,15783
222989,individual,4,17841
222990,compartido,4,388
222991,individual,1,15787
222992,individual,3,7583
222993,compartido,3,8116
222994,compartido,3,11349
222995,compartido,2,14760
222996,compartido,4,5785
222997,individual,2,10176
222998,compartido,1,4877
222999,compartido,3,4844
223000,individual,3,11181
223001,compartido,3,6917
223002,individual,3,18727
223003,individual,2,3326
223004,compartido,2,6619
223005,compartido,4,18130
223006,compartido,3,18430
223007,compartido,2,14427
223008,compartido,1,9139
223009,individual,4,6402
223010,individual,4,11820
223011,individual,2,17826
223012,individual,1,7586
223013,compartido,2,12791
223014,compartido,2,19895
223015,compartido,1,9338
223016,individual,2,4825
223017,compartido,1,1078
223018,individual,1,19168
223019,individual,2,4122
223020,individual,4,15877
223021,individual,4,7989
223022,individual,1,12830
223023,compartido,1,19920
223024,individual,3,10577
223025,individual,1,12126
223026,compartido,4,5390
223027,individual,1,6120
223028,compartido,2,14756
223029,compartido,3,2200
223030,individual,3,6101
223031,individual,3,9592
223032,individual,2,16603
223033,compartido,1,5228
223034,individual,2,20
223035,compartido,3,18785
223036,individual,4,9679
223037,individual,3,2898
223038,compartido,3,157
223039,individual,2,13161
223040,compartido,4,3701
223041,individual,3,13386
223042,compartido,4,581
223043,compartido,1,4127
223044,compartido,4,16590
223045,compartido,3,6402
223046,individual,4,5646
223047,individual,2,12897
223048,compartido,2,5734
223049,individual,2,15132
223050,compartido,1,16107
223051,individual,2,11300
223052,compartido,2,11293
223053,individual,2,19034
223054,compartido,4,10684
223055,individual,3,2088
223056,compartido,3,7893
223057,individual,4,18492
223058,individual,4,15775
223059,individual,2,4203
223060,individual,1,3232
223061,compartido,4,19401
223062,individual,3,13101
223063,compartido,2,9146
223064,compartido,2,829
223065,individual,3,2680
223066,individual,2,15303
223067,compartido,4,18417
223068,individual,2,11154
223069,compartido,3,922
223070,individual,1,18276
223071,compartido,4,16302
223072,compartido,2,1328
223073,compartido,1,1923
223074,compartido,3,12981
223075,individual,3,4151
223076,individual,3,16877
223077,compartido,3,13158
223078,individual,4,16218
223079,individual,4,4641
223080,individual,1,1959
223081,individual,2,3648
223082,compartido,2,6346
223083,compartido,3,8665
223084,individual,2,8400
223085,individual,1,6933
223086,compartido,3,8796
223087,compartido,4,13268
223088,compartido,1,6028
223089,individual,4,15566
223090,individual,3,15151
223091,compartido,4,15625
223092,compartido,2,12259
223093,individual,1,15175
223094,individual,3,6492
223095,compartido,2,11196
223096,individual,4,15521
223097,compartido,1,19374
223098,individual,3,1550
223099,individual,4,16035
223100,compartido,4,4590
223101,individual,3,11271
223102,individual,2,15088
223103,compartido,2,17447
223104,compartido,3,17086
223105,individual,2,381
223106,compartido,1,10640
223107,individual,2,7198
223108,individual,1,6422
223109,compartido,2,1951
223110,individual,3,12708
223111,individual,2,7102
223112,compartido,3,8556
223113,compartido,2,3984
223114,individual,3,847
223115,compartido,4,11039
223116,compartido,3,19115
223117,compartido,1,13181
223118,individual,2,14902
223119,individual,2,16018
223120,compartido,3,11404
223121,individual,3,13086
223122,compartido,4,11206
223123,individual,4,12090
223124,compartido,1,19476
223125,compartido,2,17810
223126,compartido,1,11729
223127,individual,3,17029
223128,individual,2,13713
223129,compartido,3,6652
223130,compartido,4,4359
223131,individual,3,14123
223132,compartido,1,17724
223133,individual,3,9308
223134,compartido,1,16344
223135,compartido,1,11372
223136,individual,2,15396
223137,compartido,1,15362
223138,individual,1,5400
223139,compartido,1,4585
223140,compartido,1,10074
223141,compartido,3,4354
223142,individual,4,15429
223143,individual,1,2064
223144,compartido,4,4847
223145,individual,1,17470
223146,individual,2,13155
223147,compartido,2,18516
223148,individual,4,19076
223149,compartido,1,3614
223150,individual,1,3473
223151,compartido,3,12490
223152,individual,1,10586
223153,individual,2,12522
223154,compartido,4,18206
223155,compartido,2,6955
223156,compartido,4,17852
223157,compartido,3,6079
223158,compartido,4,15191
223159,individual,3,14690
223160,compartido,3,384
223161,individual,4,16064
223162,individual,3,8059
223163,individual,2,10393
223164,compartido,4,5023
223165,compartido,4,2424
223166,individual,1,2278
223167,individual,3,13935
223168,individual,3,1724
223169,compartido,4,4985
223170,individual,1,6728
223171,individual,3,11500
223172,compartido,3,1090
223173,compartido,2,16368
223174,compartido,3,13568
223175,individual,2,15406
223176,compartido,4,12480
223177,compartido,4,1426
223178,individual,1,15868
223179,compartido,3,12685
223180,individual,1,7716
223181,compartido,2,18632
223182,individual,2,16685
223183,compartido,4,16230
223184,individual,1,18678
223185,individual,4,8742
223186,compartido,4,1577
223187,compartido,1,11993
223188,compartido,2,18305
223189,compartido,4,19703
223190,compartido,4,3999
223191,individual,1,8327
223192,individual,1,9057
223193,individual,2,9535
223194,compartido,3,2837
223195,individual,1,10647
223196,individual,3,17574
223197,individual,1,19387
223198,compartido,3,13715
223199,individual,3,12911
223200,compartido,3,12102
223201,individual,3,4364
223202,compartido,3,11654
223203,compartido,2,9898
223204,compartido,2,18640
223205,compartido,4,16165
223206,individual,2,14855
223207,compartido,2,11822
223208,compartido,2,17757
223209,individual,4,2279
223210,compartido,1,2534
223211,compartido,3,10401
223212,individual,1,6163
223213,compartido,4,9955
223214,individual,1,13775
223215,compartido,4,12013
223216,individual,3,4873
223217,individual,1,16279
223218,individual,3,14347
223219,individual,1,11007
223220,individual,1,1051
223221,individual,4,19569
223222,individual,4,11292
223223,individual,2,4965
223224,individual,2,18553
223225,compartido,2,3128
223226,compartido,2,11677
223227,compartido,4,2032
223228,compartido,4,9679
223229,compartido,4,781
223230,compartido,4,5198
223231,compartido,1,5670
223232,individual,2,8959
223233,compartido,1,15394
223234,individual,3,6211
223235,compartido,2,13195
223236,individual,3,18088
223237,individual,3,14058
223238,compartido,2,7905
223239,individual,1,2753
223240,individual,4,8748
223241,compartido,4,4384
223242,individual,2,1136
223243,compartido,1,2177
223244,compartido,3,14386
223245,individual,4,319
223246,individual,1,19191
223247,individual,1,15434
223248,compartido,3,4505
223249,individual,1,9306
223250,individual,4,10059
223251,compartido,1,9801
223252,individual,4,12437
223253,compartido,4,19982
223254,compartido,3,17807
223255,compartido,4,4790
223256,individual,1,16712
223257,individual,4,1484
223258,individual,1,8850
223259,compartido,4,2576
223260,compartido,1,1081
223261,individual,2,13882
223262,individual,2,12664
223263,compartido,4,2880
223264,compartido,3,8887
223265,individual,2,13333
223266,individual,4,10144
223267,compartido,1,13235
223268,compartido,3,9579
223269,compartido,1,16942
223270,compartido,4,13110
223271,individual,2,9839
223272,compartido,4,9737
223273,individual,4,10284
223274,compartido,4,2129
223275,individual,3,13990
223276,compartido,1,15287
223277,individual,2,16250
223278,individual,3,13817
223279,individual,1,12467
223280,individual,2,13222
223281,individual,2,14063
223282,compartido,2,5951
223283,individual,4,16427
223284,individual,4,12824
223285,compartido,4,19687
223286,compartido,1,12356
223287,compartido,2,1134
223288,individual,2,18118
223289,individual,1,13191
223290,compartido,2,14764
223291,individual,3,8300
223292,compartido,3,6323
223293,compartido,1,83
223294,individual,1,12005
223295,compartido,1,17289
223296,compartido,3,1343
223297,individual,3,2136
223298,compartido,1,15259
223299,compartido,3,9897
223300,individual,4,16551
223301,individual,3,15213
223302,compartido,2,11216
223303,compartido,4,13249
223304,compartido,4,2455
223305,compartido,1,14636
223306,individual,2,699
223307,individual,2,9684
223308,individual,3,16916
223309,compartido,3,6372
223310,compartido,3,19397
223311,individual,2,396
223312,individual,4,5746
223313,compartido,2,5871
223314,compartido,4,17817
223315,compartido,1,17313
223316,individual,4,17081
223317,compartido,3,15532
223318,individual,4,14428
223319,compartido,2,17243
223320,individual,3,1583
223321,individual,1,2079
223322,compartido,2,13267
223323,compartido,4,4910
223324,individual,1,7309
223325,individual,2,19535
223326,compartido,3,190
223327,compartido,4,302
223328,individual,4,4035
223329,compartido,2,12796
223330,compartido,1,10929
223331,individual,2,15123
223332,individual,4,16058
223333,compartido,2,10340
223334,compartido,2,16669
223335,individual,1,16604
223336,compartido,1,3742
223337,individual,3,1612
223338,compartido,2,15531
223339,compartido,3,17413
223340,compartido,2,789
223341,compartido,2,13042
223342,compartido,4,5905
223343,compartido,1,19288
223344,individual,4,14685
223345,compartido,4,8239
223346,individual,1,3156
223347,compartido,1,10217
223348,individual,1,2166
223349,compartido,4,15672
223350,individual,1,6793
223351,individual,2,18190
223352,compartido,2,18420
223353,compartido,1,2743
223354,compartido,4,11081
223355,compartido,1,10626
223356,individual,4,12647
223357,individual,3,19526
223358,individual,3,11416
223359,individual,4,12946
223360,compartido,3,7585
223361,compartido,2,9247
223362,individual,2,7318
223363,individual,1,17969
223364,compartido,2,7571
223365,individual,2,13039
223366,individual,4,249
223367,individual,4,4345
223368,individual,1,16024
223369,individual,4,18198
223370,compartido,2,17933
223371,compartido,2,5009
223372,individual,4,6797
223373,individual,1,7687
223374,individual,4,1520
223375,individual,2,7297
223376,individual,1,14915
223377,individual,2,907
223378,individual,2,6292
223379,compartido,1,5967
223380,compartido,1,12089
223381,individual,2,4584
223382,individual,3,17273
223383,compartido,2,19399
223384,individual,1,6210
223385,compartido,4,15319
223386,individual,2,2545
223387,compartido,4,18117
223388,compartido,1,10147
223389,individual,4,2795
223390,compartido,2,14071
223391,individual,3,6023
223392,compartido,1,592
223393,individual,4,6090
223394,compartido,2,3008
223395,individual,3,9254
223396,compartido,1,17374
223397,individual,4,9276
223398,compartido,4,2825
223399,compartido,1,19186
223400,compartido,4,6085
223401,compartido,3,5205
223402,compartido,2,660
223403,compartido,1,15711
223404,compartido,3,10587
223405,compartido,2,5296
223406,individual,3,17065
223407,compartido,2,251
223408,individual,2,1640
223409,individual,1,2142
223410,compartido,4,15417
223411,individual,2,14914
223412,individual,3,17473
223413,individual,2,15442
223414,individual,1,2273
223415,individual,3,13800
223416,individual,2,7805
223417,compartido,2,19598
223418,individual,3,4584
223419,individual,2,17815
223420,individual,2,10565
223421,individual,3,19171
223422,compartido,4,2695
223423,compartido,2,13106
223424,individual,4,17547
223425,individual,3,13128
223426,compartido,1,1446
223427,individual,3,5449
223428,compartido,1,7862
223429,compartido,1,16947
223430,compartido,4,4913
223431,individual,4,11966
223432,individual,2,18376
223433,individual,2,10670
223434,individual,3,19539
223435,individual,4,5181
223436,compartido,4,7996
223437,compartido,3,11286
223438,individual,2,17505
223439,individual,1,19667
223440,compartido,4,16875
223441,compartido,2,5337
223442,compartido,3,19136
223443,compartido,3,6352
223444,individual,3,2374
223445,compartido,2,7439
223446,individual,3,14524
223447,individual,1,9935
223448,individual,1,8718
223449,compartido,4,11843
223450,compartido,1,3072
223451,individual,1,6913
223452,individual,1,15486
223453,individual,1,3133
223454,individual,3,13936
223455,compartido,2,16609
223456,individual,1,469
223457,compartido,3,18676
223458,individual,3,107
223459,compartido,4,16467
223460,compartido,1,4088
223461,compartido,1,15317
223462,individual,4,7456
223463,individual,3,18713
223464,compartido,3,7381
223465,compartido,4,6956
223466,compartido,4,6910
223467,compartido,3,11777
223468,individual,1,18866
223469,compartido,3,12442
223470,individual,2,1243
223471,compartido,4,14801
223472,compartido,3,15942
223473,individual,4,6078
223474,individual,1,3593
223475,compartido,4,8736
223476,compartido,2,7314
223477,compartido,1,5408
223478,individual,4,3777
223479,compartido,1,2624
223480,individual,1,5740
223481,compartido,3,14246
223482,individual,4,2749
223483,compartido,2,4600
223484,individual,3,10
223485,compartido,2,12818
223486,individual,2,2021
223487,individual,4,11324
223488,compartido,1,16824
223489,compartido,3,4840
223490,compartido,3,7662
223491,individual,3,17055
223492,compartido,3,18006
223493,compartido,1,9536
223494,compartido,1,11677
223495,individual,2,14480
223496,individual,2,3666
223497,individual,1,3271
223498,compartido,4,12369
223499,compartido,3,1919
223500,individual,3,10750
223501,compartido,2,13210
223502,individual,1,13440
223503,individual,2,1161
223504,individual,4,8964
223505,compartido,2,2481
223506,individual,3,1326
223507,individual,2,16301
223508,compartido,3,14355
223509,individual,3,506
223510,individual,1,15730
223511,compartido,3,1440
223512,compartido,2,5563
223513,individual,2,14932
223514,individual,1,19957
223515,individual,2,19410
223516,compartido,2,1399
223517,compartido,1,8343
223518,compartido,1,14758
223519,compartido,4,17577
223520,individual,1,19050
223521,individual,4,11717
223522,compartido,1,19262
223523,individual,1,10706
223524,compartido,2,12364
223525,compartido,2,466
223526,compartido,1,7940
223527,compartido,4,40
223528,individual,4,13749
223529,compartido,3,14613
223530,compartido,2,16167
223531,individual,1,173
223532,compartido,2,13516
223533,compartido,3,2175
223534,individual,4,7566
223535,compartido,1,16983
223536,individual,4,663
223537,individual,2,16256
223538,compartido,2,12982
223539,compartido,1,16124
223540,individual,4,19393
223541,individual,1,14945
223542,compartido,2,14909
223543,compartido,1,8406
223544,individual,1,7556
223545,compartido,1,5516
223546,compartido,4,5293
223547,compartido,1,13601
223548,compartido,1,5167
223549,compartido,3,14179
223550,individual,4,17568
223551,individual,3,16749
223552,compartido,2,9991
223553,individual,3,19921
223554,compartido,4,4914
223555,individual,3,6219
223556,individual,1,11260
223557,compartido,2,12231
223558,individual,4,7149
223559,individual,3,8273
223560,compartido,2,17142
223561,compartido,2,11165
223562,compartido,4,8586
223563,individual,1,13893
223564,compartido,1,4179
223565,compartido,4,6985
223566,individual,1,9639
223567,compartido,2,17001
223568,individual,4,3785
223569,compartido,2,8636
223570,individual,1,5250
223571,compartido,2,1085
223572,individual,3,2103
223573,compartido,3,2398
223574,compartido,1,4728
223575,compartido,3,18351
223576,individual,2,2420
223577,individual,4,2598
223578,compartido,4,19279
223579,individual,1,9411
223580,individual,1,2371
223581,individual,1,15759
223582,individual,4,14725
223583,compartido,3,403
223584,individual,3,11663
223585,individual,1,6653
223586,individual,3,7988
223587,compartido,2,3046
223588,individual,4,7701
223589,individual,1,8423
223590,compartido,2,16476
223591,compartido,2,18816
223592,individual,1,16718
223593,individual,2,11831
223594,individual,4,1750
223595,compartido,4,14753
223596,compartido,3,4961
223597,compartido,1,2759
223598,individual,4,12035
223599,individual,1,13279
223600,compartido,1,9603
223601,individual,3,12415
223602,compartido,2,8819
223603,compartido,4,5403
223604,individual,4,18170
223605,compartido,1,17163
223606,individual,2,14795
223607,individual,1,10094
223608,individual,3,8119
223609,individual,4,2913
223610,compartido,4,17915
223611,compartido,2,4874
223612,individual,3,10919
223613,individual,3,10899
223614,individual,3,1118
223615,compartido,1,14337
223616,compartido,3,18637
223617,individual,2,13113
223618,individual,1,4506
223619,individual,1,3946
223620,individual,3,17634
223621,individual,1,13276
223622,compartido,1,4629
223623,individual,3,5059
223624,individual,3,11315
223625,individual,1,518
223626,compartido,4,11526
223627,compartido,4,11120
223628,compartido,1,15445
223629,individual,1,10231
223630,compartido,1,8212
223631,compartido,2,19241
223632,compartido,2,8280
223633,compartido,1,3307
223634,compartido,3,9664
223635,individual,2,12043
223636,compartido,2,9953
223637,individual,1,8136
223638,compartido,2,16727
223639,individual,4,18756
223640,individual,1,10542
223641,compartido,2,3013
223642,compartido,3,11218
223643,compartido,1,12207
223644,individual,3,17861
223645,individual,1,11593
223646,compartido,2,10113
223647,individual,3,15585
223648,compartido,4,15350
223649,compartido,2,4019
223650,compartido,2,8517
223651,individual,1,9450
223652,compartido,2,6224
223653,compartido,3,19254
223654,compartido,2,8771
223655,compartido,3,18089
223656,individual,4,10972
223657,compartido,3,77
223658,individual,2,6294
223659,individual,4,16909
223660,compartido,1,18099
223661,compartido,1,19246
223662,compartido,1,921
223663,compartido,1,1476
223664,individual,2,5820
223665,individual,2,7655
223666,compartido,1,640
223667,individual,2,9151
223668,individual,1,5584
223669,individual,1,6028
223670,compartido,1,5442
223671,compartido,1,13019
223672,compartido,4,7860
223673,individual,1,16615
223674,individual,1,13691
223675,individual,1,8262
223676,individual,1,8876
223677,individual,4,3933
223678,compartido,4,8689
223679,individual,2,18758
223680,compartido,4,10260
223681,individual,2,7518
223682,individual,2,14922
223683,compartido,2,10163
223684,compartido,1,10336
223685,compartido,3,12838
223686,individual,2,6865
223687,compartido,1,15473
223688,individual,2,19402
223689,individual,2,8097
223690,compartido,4,13469
223691,compartido,4,11681
223692,individual,4,12850
223693,compartido,3,16676
223694,individual,2,4479
223695,compartido,2,3818
223696,compartido,2,12179
223697,individual,3,13401
223698,compartido,4,19062
223699,compartido,1,1862
223700,individual,4,7936
223701,individual,4,565
223702,compartido,1,9584
223703,compartido,3,1464
223704,individual,1,17176
223705,individual,2,19986
223706,individual,3,12265
223707,compartido,3,16086
223708,compartido,3,10698
223709,individual,4,1923
223710,individual,3,10844
223711,compartido,2,8042
223712,compartido,1,15985
223713,individual,2,15685
223714,individual,2,11518
223715,compartido,4,6025
223716,individual,3,6609
223717,individual,2,16139
223718,compartido,4,12472
223719,compartido,4,6596
223720,compartido,1,6413
223721,individual,3,17930
223722,individual,2,6239
223723,individual,3,17889
223724,individual,3,4971
223725,individual,4,3422
223726,compartido,3,16831
223727,compartido,2,5558
223728,individual,2,9234
223729,compartido,4,12653
223730,individual,3,8579
223731,compartido,2,2959
223732,compartido,4,8928
223733,individual,3,7467
223734,compartido,3,12384
223735,compartido,3,4190
223736,compartido,2,19367
223737,compartido,3,3766
223738,compartido,4,1239
223739,individual,1,1808
223740,compartido,3,15613
223741,individual,4,14210
223742,compartido,3,1732
223743,compartido,4,10892
223744,compartido,1,505
223745,individual,1,19922
223746,individual,4,5131
223747,individual,4,16137
223748,compartido,1,3404
223749,compartido,3,19652
223750,individual,1,9064
223751,individual,4,14235
223752,compartido,2,342
223753,compartido,4,17132
223754,compartido,4,13159
223755,compartido,2,8246
223756,compartido,4,8399
223757,individual,1,7511
223758,compartido,3,4435
223759,compartido,1,16152
223760,individual,4,2077
223761,individual,3,5376
223762,individual,4,3038
223763,individual,2,15779
223764,individual,3,1412
223765,compartido,4,11181
223766,compartido,3,17234
223767,individual,1,9968
223768,individual,1,17751
223769,individual,3,12257
223770,compartido,4,19397
223771,individual,2,12106
223772,individual,3,3860
223773,compartido,3,12907
223774,individual,4,16065
223775,individual,4,12980
223776,individual,3,2279
223777,compartido,3,6193
223778,compartido,1,8301
223779,individual,4,15491
223780,individual,1,1790
223781,individual,3,7436
223782,individual,1,8393
223783,individual,4,17329
223784,compartido,4,16113
223785,individual,3,13285
223786,individual,2,3673
223787,individual,2,9633
223788,compartido,1,14289
223789,compartido,1,18612
223790,compartido,1,6754
223791,compartido,1,17918
223792,individual,2,18411
223793,compartido,2,4501
223794,individual,2,7904
223795,compartido,2,3875
223796,compartido,3,13228
223797,compartido,1,17028
223798,compartido,2,4596
223799,compartido,3,14889
223800,compartido,3,1164
223801,compartido,1,8511
223802,compartido,2,5085
223803,individual,4,17789
223804,compartido,2,13076
223805,compartido,2,4242
223806,individual,4,7998
223807,individual,3,8176
223808,compartido,3,5794
223809,individual,1,5997
223810,individual,3,15160
223811,individual,4,10572
223812,compartido,4,19348
223813,individual,2,11507
223814,individual,3,14690
223815,individual,1,15556
223816,individual,2,561
223817,individual,3,19200
223818,compartido,1,1150
223819,compartido,1,7879
223820,compartido,4,6402
223821,individual,4,7306
223822,compartido,1,10339
223823,individual,4,2694
223824,individual,1,6041
223825,compartido,4,15130
223826,compartido,4,15179
223827,compartido,4,15683
223828,compartido,1,17633
223829,individual,1,15758
223830,individual,3,13475
223831,compartido,1,17332
223832,compartido,3,2818
223833,individual,1,18216
223834,individual,2,15395
223835,individual,3,13662
223836,compartido,4,5405
223837,compartido,2,10223
223838,individual,3,18416
223839,compartido,3,12911
223840,compartido,2,7561
223841,compartido,3,17259
223842,compartido,3,12127
223843,individual,2,11490
223844,individual,2,12349
223845,individual,4,1422
223846,compartido,4,10475
223847,compartido,3,6373
223848,individual,2,9781
223849,compartido,2,18018
223850,individual,4,14452
223851,individual,3,4910
223852,individual,4,18703
223853,compartido,1,9205
223854,individual,2,8877
223855,compartido,3,12790
223856,individual,1,6652
223857,compartido,3,19604
223858,individual,4,8777
223859,compartido,3,15546
223860,compartido,3,2885
223861,compartido,2,8965
223862,individual,2,8191
223863,compartido,2,7321
223864,individual,4,1316
223865,individual,2,10409
223866,compartido,1,13958
223867,compartido,1,2472
223868,compartido,1,5484
223869,compartido,3,8470
223870,individual,2,8678
223871,compartido,3,8326
223872,individual,4,2892
223873,compartido,4,16643
223874,compartido,3,5046
223875,individual,2,19723
223876,individual,3,7586
223877,individual,4,14723
223878,individual,3,9493
223879,compartido,3,2347
223880,individual,1,7180
223881,compartido,2,7181
223882,individual,4,4570
223883,compartido,3,3172
223884,individual,1,1012
223885,individual,2,7423
223886,individual,3,3743
223887,individual,3,10832
223888,individual,3,11381
223889,compartido,3,17579
223890,individual,2,11347
223891,individual,4,10798
223892,compartido,4,11256
223893,individual,3,10311
223894,individual,2,4232
223895,compartido,4,863
223896,compartido,1,2032
223897,compartido,3,4337
223898,compartido,3,19766
223899,compartido,2,11806
223900,compartido,3,16786
223901,compartido,3,11692
223902,compartido,4,2452
223903,individual,2,11311
223904,compartido,3,2667
223905,compartido,1,17993
223906,individual,4,18306
223907,compartido,4,19004
223908,individual,4,10161
223909,individual,4,8225
223910,compartido,4,19671
223911,compartido,4,4149
223912,compartido,2,12728
223913,individual,2,19933
223914,compartido,3,644
223915,individual,2,19501
223916,individual,2,4238
223917,compartido,1,14041
223918,individual,1,16073
223919,compartido,2,9174
223920,compartido,1,10589
223921,compartido,4,19630
223922,individual,2,5100
223923,individual,4,12026
223924,compartido,2,11164
223925,compartido,4,15902
223926,compartido,1,6008
223927,compartido,1,14326
223928,compartido,1,5906
223929,compartido,1,15277
223930,individual,1,19208
223931,individual,4,12968
223932,individual,4,1400
223933,individual,4,6905
223934,individual,2,1805
223935,compartido,1,3009
223936,individual,2,4802
223937,compartido,4,4739
223938,compartido,4,13517
223939,individual,2,9423
223940,compartido,3,9121
223941,individual,2,4054
223942,compartido,3,11522
223943,compartido,2,5587
223944,individual,2,8179
223945,individual,2,19559
223946,individual,2,9871
223947,individual,3,13744
223948,individual,3,13588
223949,compartido,3,19670
223950,compartido,4,16203
223951,individual,2,6745
223952,compartido,3,14277
223953,individual,2,2701
223954,individual,2,4273
223955,compartido,3,650
223956,individual,2,10103
223957,compartido,1,17266
223958,compartido,3,17289
223959,individual,2,12994
223960,individual,2,9988
223961,compartido,3,18470
223962,individual,2,5663
223963,individual,1,10482
223964,compartido,4,11819
223965,compartido,4,11970
223966,compartido,3,11014
223967,individual,3,9888
223968,individual,3,8945
223969,individual,4,14745
223970,compartido,1,7977
223971,compartido,2,49
223972,individual,1,16027
223973,individual,2,14274
223974,individual,1,4115
223975,individual,3,6409
223976,individual,2,9460
223977,compartido,3,5624
223978,individual,4,15454
223979,individual,1,15967
223980,compartido,1,19066
223981,compartido,2,17234
223982,compartido,2,12580
223983,compartido,4,3965
223984,compartido,4,12601
223985,individual,2,18009
223986,compartido,3,6960
223987,individual,1,17738
223988,individual,1,5079
223989,individual,1,3589
223990,individual,2,708
223991,compartido,1,650
223992,compartido,4,9816
223993,compartido,3,19845
223994,individual,2,13564
223995,compartido,3,8073
223996,individual,4,1422
223997,compartido,2,17270
223998,individual,3,9865
223999,individual,2,19728
224000,individual,4,18413
224001,individual,3,13038
224002,compartido,1,13001
224003,compartido,3,12073
224004,compartido,1,19441
224005,compartido,3,3331
224006,compartido,1,6041
224007,compartido,4,2396
224008,individual,1,4948
224009,compartido,3,1016
224010,compartido,1,4286
224011,compartido,4,19497
224012,compartido,1,855
224013,compartido,2,17946
224014,individual,1,13215
224015,individual,3,11130
224016,compartido,2,16648
224017,compartido,1,18623
224018,individual,4,11175
224019,compartido,4,11175
224020,compartido,1,18081
224021,individual,3,19078
224022,individual,1,13774
224023,individual,2,13150
224024,individual,4,7328
224025,individual,4,12186
224026,compartido,1,14611
224027,individual,2,11821
224028,individual,2,3225
224029,individual,3,18503
224030,individual,2,7652
224031,compartido,4,10687
224032,compartido,2,3032
224033,individual,3,16043
224034,individual,4,8327
224035,compartido,2,10716
224036,compartido,2,14173
224037,compartido,3,10208
224038,individual,1,7523
224039,individual,1,14397
224040,compartido,3,9582
224041,individual,3,7776
224042,individual,1,17502
224043,individual,1,17790
224044,individual,4,16783
224045,individual,2,7729
224046,compartido,4,9269
224047,individual,3,12540
224048,individual,2,9765
224049,compartido,3,8714
224050,individual,2,16788
224051,individual,4,11262
224052,compartido,2,1331
224053,individual,4,12560
224054,compartido,2,8377
224055,compartido,4,19648
224056,compartido,2,1967
224057,compartido,3,12721
224058,individual,3,17097
224059,individual,1,9936
224060,individual,2,5486
224061,compartido,3,14059
224062,compartido,4,3511
224063,individual,1,2296
224064,individual,1,11729
224065,individual,1,6966
