ID,AFORO,IDHOSTAL
264948,8,14877
264949,5,5445
264950,5,8645
264951,2,16967
264952,4,8841
264953,5,12946
264954,6,11115
264955,4,13857
264956,6,16292
264957,6,639
264958,2,12481
264959,7,2684
264960,8,19998
264961,8,16398
264962,3,18573
264963,3,11723
264964,1,1298
264965,3,14399
264966,2,10707
264967,10,16613
264968,2,8178
264969,7,6552
264970,3,4002
264971,10,9811
264972,7,17388
264973,9,3974
264974,3,10496
264975,2,13697
264976,1,3339
264977,5,1107
264978,1,1713
264979,3,7660
264980,2,12669
264981,10,17159
264982,7,11046
264983,4,15809
264984,7,12726
264985,8,16645
264986,4,19218
264987,4,8702
264988,8,11729
264989,2,4427
264990,1,19093
264991,1,6855
264992,1,7598
264993,5,18521
264994,4,15349
264995,1,12551
264996,8,18542
264997,2,8847
264998,9,3540
264999,7,4488
265000,4,11435
265001,1,659
265002,6,2767
265003,3,11672
265004,6,8932
265005,8,11197
265006,9,7239
265007,10,10898
265008,1,13187
265009,6,7483
265010,8,9113
265011,10,13215
265012,8,3216
265013,2,5631
265014,10,15557
265015,2,11619
265016,8,14128
265017,9,14388
265018,3,709
265019,3,4840
265020,8,1081
265021,6,1627
265022,9,2063
265023,4,14479
265024,5,16780
265025,7,4615
265026,4,17025
265027,4,5588
265028,10,10682
265029,5,15999
265030,3,6535
265031,4,203
265032,5,17880
265033,8,17385
265034,7,16914
265035,6,909
265036,3,1677
265037,10,3202
265038,7,7444
265039,8,11560
265040,2,6059
265041,4,14173
265042,6,19689
265043,10,12953
265044,2,2796
265045,7,11424
265046,6,3677
265047,1,4766
265048,1,8905
265049,6,9847
265050,3,3794
265051,7,13649
265052,1,8719
265053,5,12265
265054,2,9930
265055,7,8001
265056,2,11250
265057,4,2568
265058,7,3715
265059,9,18610
265060,8,133
265061,1,14677
265062,10,1933
265063,8,308
265064,8,9960
265065,1,5649
265066,4,272
265067,8,12639
265068,1,13666
265069,4,9850
265070,1,1161
265071,6,18870
265072,10,15119
265073,3,6161
265074,5,2158
265075,6,17249
265076,7,15675
265077,8,11907
265078,1,6726
265079,3,17762
265080,4,18195
265081,2,6035
265082,6,2410
265083,8,16969
265084,3,9805
265085,1,14718
265086,1,4838
265087,7,5096
265088,5,3881
265089,8,11442
265090,1,16858
265091,7,2834
265092,6,6351
265093,9,4733
265094,1,17697
265095,3,7823
265096,1,7847
265097,3,10033
265098,7,10283
265099,5,5870
265100,1,17853
265101,10,17463
265102,2,17570
265103,1,2542
265104,8,9534
265105,10,7747
265106,7,10899
265107,5,18871
265108,2,9905
265109,1,946
265110,3,16365
265111,7,13718
265112,9,16743
265113,7,10799
265114,10,10134
265115,5,12514
265116,3,18702
265117,1,936
265118,7,11349
265119,1,16099
265120,1,455
265121,6,1009
265122,1,9866
265123,5,13192
265124,10,10426
265125,4,6151
265126,9,5857
265127,2,4923
265128,4,1444
265129,3,14956
265130,3,9216
265131,7,7703
265132,10,2921
265133,5,3793
265134,4,10352
265135,7,14762
265136,4,8824
265137,5,9502
265138,8,4607
265139,3,9243
265140,3,9252
265141,4,15519
265142,7,3460
265143,4,11413
265144,2,18694
265145,8,9964
265146,7,13222
265147,7,13327
265148,8,13961
265149,10,10336
265150,9,8810
265151,2,2331
265152,4,1008
265153,6,4459
265154,6,12948
265155,10,4976
265156,9,11271
265157,3,4227
265158,9,14070
265159,10,16241
265160,9,14299
265161,1,14991
265162,8,1771
265163,9,1388
265164,1,457
265165,2,5820
265166,8,9965
265167,6,472
265168,9,10928
265169,1,2701
265170,3,7785
265171,7,5388
265172,8,16089
265173,9,14638
265174,3,4507
265175,3,7202
265176,8,19298
265177,10,9398
265178,8,11671
265179,9,3166
265180,7,19633
265181,1,6302
265182,4,15752
265183,3,13909
265184,9,17683
265185,3,19112
265186,8,11438
265187,5,3328
265188,7,13718
265189,2,12006
265190,2,3728
265191,4,8985
265192,5,13975
265193,2,14085
265194,8,16992
265195,7,4837
265196,9,6515
265197,4,6213
265198,10,9573
265199,2,6310
265200,6,1223
265201,6,7723
265202,3,6922
265203,8,17627
265204,10,1654
265205,2,17714
265206,6,16761
265207,8,16278
265208,10,19898
265209,9,2031
265210,10,18904
265211,2,18779
265212,4,6205
265213,9,16862
265214,4,6923
265215,2,10886
265216,8,13200
265217,6,8458
265218,2,16688
265219,8,17778
265220,9,17714
265221,7,15131
265222,9,3166
265223,3,6956
265224,5,10602
265225,3,15907
265226,7,497
265227,5,17068
265228,10,14456
265229,6,13051
265230,7,9459
265231,5,4475
265232,8,1349
265233,3,19285
265234,5,6579
265235,6,8013
265236,3,7825
265237,7,13214
265238,5,14123
265239,6,13211
265240,5,17552
265241,3,14298
265242,3,16026
265243,2,10282
265244,2,9049
265245,3,9374
265246,10,5774
265247,8,17872
265248,10,250
265249,9,13287
265250,10,4665
265251,8,19920
265252,8,13097
265253,7,12373
265254,9,4215
265255,5,15073
265256,2,17692
265257,2,7526
265258,3,16932
265259,6,2533
265260,4,2806
265261,5,13979
265262,3,932
265263,7,8145
265264,4,11602
265265,6,10735
265266,5,15042
265267,4,4960
265268,10,17994
265269,2,15397
265270,10,2430
265271,9,12370
265272,8,4859
265273,10,7489
265274,1,3857
265275,4,4688
265276,10,7485
265277,5,16828
265278,3,3591
265279,5,12576
265280,10,7137
265281,3,12041
265282,9,16883
265283,5,15420
265284,9,8228
265285,10,1329
265286,10,1913
265287,7,18295
265288,10,11312
265289,10,17031
265290,3,5179
265291,4,16022
265292,3,12809
265293,5,7664
265294,9,7435
265295,8,10958
265296,3,12536
265297,5,15548
265298,6,6066
265299,8,2463
265300,8,6273
265301,10,12837
265302,5,6685
265303,10,4881
265304,6,7186
265305,10,18787
265306,4,4930
265307,2,11568
265308,4,5885
265309,5,12867
265310,4,1568
265311,3,12556
265312,5,10181
265313,1,4072
265314,7,19027
265315,4,14201
265316,9,10492
265317,9,11380
265318,9,6907
265319,4,18304
265320,3,2524
265321,3,4437
265322,8,16134
265323,3,378
265324,6,19066
265325,10,10571
265326,6,15227
265327,10,596
265328,9,10410
265329,1,1654
265330,10,10545
265331,1,5906
265332,2,15960
265333,8,13061
265334,3,4563
265335,8,4607
265336,10,9292
265337,3,17297
265338,6,721
265339,10,5627
265340,7,15349
265341,5,592
265342,9,5249
265343,2,2881
265344,9,3446
265345,7,108
265346,4,904
265347,7,2927
265348,6,1721
265349,6,8562
265350,3,11416
265351,8,9716
265352,5,11538
265353,6,7217
265354,2,7808
265355,5,6983
265356,10,3008
265357,8,933
265358,7,3691
265359,4,19308
265360,5,9029
265361,6,15765
265362,2,18249
265363,2,2577
265364,3,65
265365,8,19703
265366,5,7967
265367,9,14362
265368,10,1092
265369,8,13620
265370,8,12549
265371,10,3310
265372,9,2224
265373,5,13824
265374,7,10872
265375,2,10046
265376,2,11626
265377,3,10753
265378,3,18188
265379,5,15197
265380,2,8430
265381,2,12700
265382,8,2998
265383,10,15543
265384,4,4672
265385,6,829
265386,5,5118
265387,5,193
265388,1,15349
265389,4,16438
265390,1,1037
265391,5,122
265392,5,9524
265393,1,3066
265394,5,9195
265395,5,12700
265396,6,13833
265397,4,11762
265398,9,400
265399,9,4762
265400,5,18143
265401,6,10431
265402,3,15623
265403,8,8311
265404,3,9985
265405,8,4828
265406,4,13522
265407,4,13375
265408,5,7148
265409,1,1647
265410,10,11673
265411,1,7419
265412,9,18672
265413,3,18355
265414,8,11978
265415,7,17011
265416,8,6059
265417,9,9892
265418,8,15948
265419,1,8888
265420,4,5544
265421,1,12299
265422,9,14456
265423,8,13264
265424,2,10774
265425,6,3652
265426,8,7809
265427,9,9486
265428,8,4763
265429,8,14089
265430,9,8811
265431,2,18780
265432,5,6740
265433,8,1420
265434,7,217
265435,10,4159
265436,6,2025
265437,5,18892
265438,6,8895
265439,10,19132
265440,8,18039
265441,6,4335
265442,8,9833
265443,9,1104
265444,2,841
265445,3,15286
265446,10,17458
265447,2,6901
265448,9,13468
265449,7,427
265450,2,11009
265451,1,372
265452,2,378
265453,2,2371
265454,2,12503
265455,1,2272
265456,1,15319
265457,7,17817
265458,1,10298
265459,3,219
265460,1,2338
265461,6,2831
265462,3,15547
265463,7,12448
265464,10,10186
265465,10,7607
265466,6,13530
265467,3,10840
265468,10,5164
265469,5,1716
265470,10,5915
265471,5,15606
265472,7,7064
265473,4,12630
265474,3,4061
265475,6,2051
265476,4,5850
265477,1,10750
265478,8,19742
265479,2,10415
265480,7,12520
265481,9,9010
265482,7,482
265483,5,7204
265484,4,8673
265485,1,17130
265486,3,3290
265487,1,1464
265488,7,2665
265489,10,13643
265490,8,3116
265491,8,15840
265492,6,16957
265493,4,16767
265494,1,2619
265495,4,13300
265496,2,1092
265497,4,4928
265498,4,8549
265499,4,17090
265500,5,16849
265501,5,5818
265502,1,7195
265503,4,2116
265504,10,7892
265505,6,3498
265506,3,8423
265507,7,861
265508,6,11897
265509,7,5972
265510,7,8708
265511,10,16101
265512,9,2538
265513,7,15621
265514,3,1768
265515,3,8190
265516,1,13033
265517,5,14594
265518,8,6377
265519,6,10526
265520,10,10135
265521,1,11993
265522,3,11949
265523,7,11716
265524,8,15338
265525,3,9722
265526,7,3337
265527,9,3220
265528,10,767
265529,10,10749
265530,3,1907
265531,6,18527
265532,7,6226
265533,7,1190
265534,6,11752
265535,3,6543
265536,9,9665
265537,6,18991
265538,4,19724
265539,3,4454
265540,9,15307
265541,8,17873
265542,6,13722
265543,8,1280
265544,10,14044
265545,8,19871
265546,2,5646
265547,1,9239
265548,9,8223
265549,7,15813
265550,9,6781
265551,9,1525
265552,2,19128
265553,10,7588
265554,8,96
265555,2,2855
265556,3,8642
265557,10,7006
265558,3,1967
265559,3,12805
265560,4,5098
265561,9,4447
265562,3,2199
265563,3,13175
265564,4,13771
265565,2,507
265566,5,7154
265567,4,16525
265568,6,15093
265569,4,15023
265570,3,19408
265571,2,6738
265572,6,7070
265573,10,18524
265574,5,245
265575,6,11408
265576,2,6851
265577,5,16196
265578,10,4005
265579,10,6982
265580,6,2282
265581,2,19940
265582,2,10779
265583,9,2116
265584,1,1336
265585,5,13646
265586,3,14376
265587,9,5058
265588,9,4924
265589,6,2493
265590,10,2005
265591,9,7541
265592,4,15068
265593,10,833
265594,6,11002
265595,5,11560
265596,9,14630
265597,9,13269
265598,1,15628
265599,1,1257
265600,8,4378
265601,5,15023
265602,10,8676
265603,4,484
265604,8,15424
265605,10,1227
265606,7,9809
265607,6,17798
265608,4,12699
265609,10,4223
265610,4,9255
265611,4,12376
265612,3,6826
265613,5,18535
265614,6,1291
265615,3,10477
265616,3,11165
265617,2,2935
265618,8,3598
265619,3,16922
265620,3,17574
265621,2,13601
265622,8,2811
265623,5,6463
265624,10,16620
265625,6,10040
265626,10,17917
265627,4,6506
265628,6,7245
265629,4,9635
265630,2,1122
265631,10,15967
265632,5,2053
265633,3,13037
265634,9,4907
265635,9,10608
265636,4,3432
265637,3,1279
265638,2,12272
265639,7,6907
265640,8,1619
265641,8,4076
265642,3,7157
265643,10,8508
265644,2,17952
265645,1,8063
265646,10,3522
265647,1,2827
265648,1,14785
265649,1,12134
265650,5,7757
265651,7,4119
265652,1,5669
265653,4,4592
265654,1,10511
265655,4,10231
265656,4,4615
265657,7,15937
265658,10,2926
265659,4,9381
265660,5,11375
265661,3,17145
265662,3,11944
265663,8,5359
265664,4,5482
265665,4,2873
265666,10,6686
265667,5,12800
265668,4,4489
265669,7,14266
265670,5,7546
265671,4,7660
265672,1,10460
265673,1,12888
265674,6,48
265675,9,12834
265676,5,12920
265677,5,11865
265678,10,5122
265679,3,7032
265680,10,2924
265681,9,13357
265682,10,14096
265683,1,7087
265684,1,14875
265685,7,10778
265686,4,9968
265687,1,16965
265688,6,19757
265689,1,5802
265690,5,14476
265691,9,17724
265692,10,17765
265693,9,505
265694,5,11433
265695,8,14032
265696,1,5570
265697,5,6774
265698,10,17688
265699,8,4946
265700,5,7081
265701,5,7339
265702,7,9580
265703,4,19175
265704,2,8613
265705,1,7699
265706,5,17972
265707,8,14207
265708,7,1903
265709,6,17936
265710,2,15170
265711,7,2858
265712,9,1503
265713,3,6052
265714,1,14909
265715,5,18198
265716,4,19970
265717,9,13272
265718,8,9707
265719,5,8347
265720,4,5935
265721,4,1099
265722,7,7006
265723,9,8485
265724,2,6393
265725,1,8750
265726,2,11624
265727,10,2581
265728,3,1112
265729,8,16779
265730,9,11113
265731,3,6369
265732,3,14037
265733,3,2535
265734,6,13595
265735,6,4837
265736,7,13090
265737,2,4794
265738,10,16938
265739,2,5270
265740,2,2515
265741,5,12614
265742,6,12095
265743,3,6369
265744,1,1921
265745,4,19668
265746,8,13899
265747,9,5343
265748,6,1454
265749,6,7695
265750,7,19281
265751,7,5650
265752,7,15984
265753,7,11791
265754,8,2359
265755,3,13609
265756,4,5740
265757,5,6249
265758,6,10526
265759,4,11130
265760,10,17561
265761,6,13181
265762,9,5280
265763,2,3677
265764,10,3917
265765,2,9619
265766,4,7459
265767,9,9541
265768,3,13409
265769,1,4184
265770,2,10614
265771,10,7735
265772,8,9018
265773,1,16413
265774,10,5374
265775,5,4892
265776,4,15268
265777,10,11070
265778,1,19243
265779,7,2786
265780,3,11586
265781,9,7204
265782,4,3409
265783,5,17683
265784,3,9084
265785,1,10852
265786,5,6894
265787,10,11238
265788,4,659
265789,1,7444
265790,3,6948
265791,7,7597
265792,9,4369
265793,2,9582
265794,6,3164
265795,6,10878
265796,9,13752
265797,1,1685
265798,2,10126
265799,1,11384
265800,7,2778
265801,3,14993
265802,6,17010
265803,4,359
265804,1,18323
265805,9,3308
265806,10,4657
265807,7,13875
265808,3,10521
265809,10,9211
265810,1,19774
265811,4,18116
265812,4,13549
265813,2,17626
265814,7,1135
265815,10,9272
265816,6,10626
265817,1,16847
265818,7,7957
265819,8,11458
265820,7,612
265821,10,10224
265822,2,16478
265823,10,4244
265824,3,3963
265825,6,19479
265826,2,6117
265827,5,3037
265828,3,9673
265829,9,2667
265830,1,11880
265831,1,7503
265832,5,13795
265833,8,14301
265834,10,6006
265835,8,8094
265836,8,11357
265837,8,17402
265838,7,13538
265839,8,15811
265840,2,1526
265841,9,5725
265842,2,16397
265843,6,19538
265844,7,13449
265845,2,8618
265846,1,4354
265847,5,2403
265848,7,17002
265849,4,1071
265850,1,7134
265851,5,12608
265852,6,16479
265853,7,16776
265854,3,337
265855,10,17017
265856,5,628
265857,4,5185
265858,7,8391
265859,9,15304
265860,10,2446
265861,6,11431
265862,7,16499
265863,3,15289
265864,7,17235
265865,2,13635
265866,6,16365
265867,4,5702
265868,5,8966
265869,6,16064
265870,4,4553
265871,1,18249
265872,3,13019
265873,1,219
265874,2,3186
265875,6,647
265876,4,2691
265877,2,12725
265878,3,18571
265879,6,9784
265880,6,302
265881,2,18309
265882,1,13037
265883,7,6423
265884,2,12386
265885,1,2270
265886,3,8483
265887,6,15407
265888,8,11982
265889,6,15569
265890,1,15725
265891,4,16212
265892,10,12363
265893,4,5158
265894,10,16906
265895,2,11611
265896,8,7897
265897,4,13109
265898,6,890
265899,6,5533
265900,3,4131
265901,5,19692
265902,7,1901
265903,2,9953
265904,9,13281
265905,6,10370
265906,4,9245
265907,6,19445
265908,4,8802
265909,6,18232
265910,3,6007
265911,5,3801
265912,3,18636
265913,9,6188
265914,2,2779
265915,10,19042
265916,3,19
265917,1,17578
265918,3,13737
265919,3,16832
265920,3,3608
265921,4,14806
265922,5,12669
265923,3,16865
265924,4,19156
265925,4,11749
265926,8,18329
265927,1,12707
265928,10,9664
265929,1,4460
265930,3,2691
265931,7,17781
265932,6,7949
265933,6,9389
265934,8,10338
265935,4,9578
265936,9,6135
265937,6,9947
265938,7,14979
265939,8,6918
265940,7,15547
265941,9,12566
265942,3,11956
265943,7,14213
265944,4,4993
265945,5,12331
265946,1,1631
265947,6,16650
265948,1,12511
265949,10,2127
265950,6,18090
265951,8,19004
265952,1,1371
265953,4,9899
265954,2,9394
265955,1,13982
265956,8,9135
265957,10,2212
265958,8,19280
265959,1,19250
265960,6,6013
265961,3,12731
265962,3,18822
265963,5,16865
265964,7,5422
265965,7,3676
265966,9,13077
265967,6,287
265968,3,6025
265969,8,19827
265970,4,19350
265971,6,7822
265972,3,7506
265973,5,2066
265974,5,2133
265975,8,4855
265976,2,820
265977,2,13952
265978,7,9985
265979,7,19598
265980,2,8821
265981,8,18832
265982,1,9536
265983,3,17102
265984,8,15655
265985,5,14482
265986,3,14630
265987,10,14346
265988,10,16956
265989,5,8622
265990,1,1396
265991,2,17836
265992,9,18588
265993,10,12367
265994,2,1633
265995,10,5989
265996,2,5291
265997,9,12401
265998,5,16148
265999,2,18542
266000,1,17960
266001,7,3708
266002,9,2825
266003,6,18157
266004,4,6377
266005,7,12122
266006,9,16765
266007,2,3204
266008,1,16436
266009,4,16494
266010,9,18865
266011,3,10288
266012,2,15918
266013,9,9957
266014,6,13474
266015,10,11968
266016,6,15107
266017,5,12496
266018,5,2746
266019,3,14264
266020,6,14851
266021,7,570
266022,4,19857
266023,8,15384
266024,3,14589
266025,2,898
266026,2,5032
266027,10,6036
266028,5,70
266029,8,15466
266030,1,12211
266031,10,10753
266032,3,13821
266033,2,3832
266034,3,835
266035,1,7022
266036,3,7661
266037,1,2294
266038,2,2443
266039,4,18499
266040,5,4462
266041,8,15299
266042,8,9853
266043,8,16453
266044,5,12107
266045,1,8605
266046,1,18767
266047,9,687
266048,6,18256
266049,5,17919
266050,4,12727
266051,8,7744
266052,1,19449
266053,7,2382
266054,5,6291
266055,5,19529
266056,10,5495
266057,8,4802
266058,4,14233
266059,8,19842
266060,4,4383
266061,3,11665
266062,4,9919
266063,3,7537
266064,5,18220
266065,6,1962
266066,1,13638
266067,3,12998
266068,5,3594
266069,9,1723
266070,3,3922
266071,9,4328
266072,10,8977
266073,7,6503
266074,2,9281
266075,5,14768
266076,10,15781
266077,7,8779
266078,7,10876
266079,9,7458
266080,7,17466
266081,5,10176
266082,10,5879
266083,3,19387
266084,5,17466
266085,9,5883
266086,2,3161
266087,1,3614
266088,10,11601
266089,6,3732
266090,10,12396
266091,7,12417
266092,1,6146
266093,2,8517
266094,4,5156
266095,3,19965
266096,1,10301
266097,10,14310
266098,6,7610
266099,3,19254
266100,5,5410
266101,4,17736
266102,8,9455
266103,3,7656
266104,2,15495
266105,4,19640
266106,5,4741
266107,3,1737
266108,10,7355
266109,2,2956
266110,9,4805
266111,8,11537
266112,5,916
266113,1,16647
266114,3,2638
266115,5,4666
266116,6,15557
266117,6,13782
266118,5,19109
266119,4,19637
266120,6,12474
266121,10,8461
266122,5,18333
266123,10,8507
266124,4,2532
266125,7,9735
266126,2,822
266127,2,17336
266128,3,3019
266129,1,6868
266130,3,15677
266131,6,11431
266132,4,5302
266133,7,10043
266134,3,18486
266135,2,10577
266136,2,7971
266137,10,15430
266138,6,11016
266139,5,12427
266140,9,17157
266141,3,1250
266142,5,14598
266143,4,3086
266144,6,140
266145,3,8536
266146,2,10859
266147,8,1716
266148,4,15994
266149,3,12647
266150,6,19501
266151,2,17826
266152,4,5892
266153,8,7905
266154,5,5309
266155,6,16083
266156,8,19187
266157,2,15769
266158,6,7571
266159,1,17135
266160,2,9487
266161,4,3364
266162,7,12106
266163,1,3487
266164,1,19167
266165,10,12914
266166,8,1009
266167,7,3798
266168,1,11826
266169,4,12069
266170,9,5958
266171,6,3460
266172,4,14863
266173,4,9994
266174,8,14335
266175,1,9222
266176,7,1398
266177,9,19435
266178,1,15200
266179,6,18620
266180,6,104
266181,5,14443
266182,9,12903
266183,3,7527
266184,3,6935
266185,8,9022
266186,2,5422
266187,2,670
266188,3,5989
266189,3,16397
266190,10,19797
266191,7,18582
266192,7,14191
266193,4,19019
266194,7,13527
266195,2,809
266196,9,4354
266197,2,5055
266198,9,13209
266199,4,1923
266200,8,9179
266201,6,5703
266202,4,11222
266203,5,5171
266204,5,19336
266205,9,4138
266206,7,4057
266207,9,4431
266208,9,4473
266209,8,16110
266210,6,1669
266211,4,13345
266212,2,181
266213,10,15147
266214,7,5590
266215,7,613
266216,1,8650
266217,10,5976
266218,5,18135
266219,1,19987
266220,5,4279
266221,8,6599
266222,4,11443
266223,9,289
266224,5,2476
266225,8,10391
266226,4,13155
266227,6,8174
266228,10,10301
266229,6,11904
266230,2,5236
266231,4,18847
266232,9,9068
266233,9,4423
266234,1,8953
266235,2,16297
266236,6,4118
266237,5,10620
266238,5,6024
266239,4,15417
266240,5,9242
266241,2,5564
266242,3,411
266243,7,10982
266244,1,8214
266245,6,4629
266246,5,15789
266247,1,271
266248,6,11220
266249,3,10504
266250,10,4796
266251,9,3748
266252,4,4934
266253,6,8662
266254,3,7696
266255,5,17291
266256,3,12527
266257,6,15886
266258,2,15338
266259,3,738
266260,3,17146
266261,9,14621
266262,1,10811
266263,10,19494
266264,9,13946
266265,2,14493
266266,6,13544
266267,7,8651
266268,1,19683
266269,9,2349
266270,1,7135
266271,7,18157
266272,1,4183
266273,8,17508
266274,8,11997
266275,1,398
266276,1,6362
266277,6,6508
266278,3,11247
266279,7,7022
266280,5,1411
266281,3,5245
266282,5,2736
266283,2,8499
266284,6,18291
266285,9,9497
266286,5,5013
266287,3,3200
266288,10,6978
266289,4,8944
266290,9,13632
266291,6,4109
266292,4,5493
266293,3,14311
266294,8,3652
266295,2,15304
266296,4,6340
266297,3,14979
266298,5,15728
266299,4,1785
266300,3,14183
266301,10,15006
266302,7,11587
266303,7,6814
266304,3,4532
266305,4,1971
266306,10,8516
266307,8,5671
266308,2,13257
266309,2,6729
266310,1,14010
266311,9,12599
266312,1,9811
266313,5,18913
266314,8,15325
266315,3,4136
266316,5,6865
266317,7,5486
266318,6,14136
266319,4,18973
266320,2,14448
266321,6,826
266322,5,17695
266323,5,1303
266324,1,2540
266325,7,14735
266326,8,11292
266327,1,17337
266328,7,9652
266329,6,8493
266330,6,9703
266331,10,4770
266332,5,11329
266333,4,9423
266334,9,563
266335,4,3226
266336,7,15972
266337,5,13068
266338,10,9864
266339,9,4940
266340,5,2614
266341,7,3798
266342,10,6692
266343,10,4075
266344,6,4771
266345,8,11611
266346,5,15729
266347,3,13058
266348,9,13989
266349,3,3686
266350,2,13051
266351,6,16744
266352,2,595
266353,8,19748
266354,3,9496
266355,6,15522
266356,8,6674
266357,9,7810
266358,10,19614
266359,3,6074
266360,5,15824
266361,2,15952
266362,3,18928
266363,7,9091
266364,1,9710
266365,4,2046
266366,6,2115
266367,6,9512
266368,8,8132
266369,9,4953
266370,6,3320
266371,10,14597
266372,1,15861
266373,2,10590
266374,8,9836
266375,1,19233
266376,4,18395
266377,4,9310
266378,9,10325
266379,9,19484
266380,4,17450
266381,8,12892
266382,4,12725
266383,3,18160
266384,6,2316
266385,8,10571
266386,10,4823
266387,5,16830
266388,6,9519
266389,7,13413
266390,5,16203
266391,10,10448
266392,8,12866
266393,1,9468
266394,2,8627
266395,4,6892
266396,5,4583
266397,2,18878
266398,2,659
266399,2,1770
266400,8,12015
266401,1,13613
266402,9,14989
266403,6,235
266404,7,15397
266405,7,13884
266406,1,4161
266407,1,6163
266408,8,16150
266409,6,1036
266410,2,15482
266411,4,1857
266412,1,12096
266413,5,1150
266414,8,19804
266415,3,4322
266416,4,11307
266417,1,12237
266418,9,16482
266419,4,17371
266420,5,16548
266421,10,12306
266422,1,338
266423,7,5674
266424,4,10136
266425,9,9908
266426,10,13704
266427,5,11813
266428,3,11935
266429,7,13310
266430,2,1837
266431,6,7081
266432,10,5729
266433,7,18027
266434,1,6273
266435,10,6303
266436,1,6779
266437,2,14690
266438,10,9273
266439,7,7046
266440,3,12217
266441,7,16219
266442,5,95
266443,8,9390
266444,6,3555
266445,6,13838
266446,9,16609
266447,6,7863
266448,9,574
266449,6,8427
266450,10,8456
266451,1,5595
266452,1,6191
266453,5,12280
266454,2,9008
266455,5,17332
266456,7,14314
266457,7,14332
266458,1,3414
266459,3,16251
266460,5,6307
266461,10,1259
266462,4,13293
266463,2,18052
266464,10,572
266465,1,18911
266466,5,154
266467,2,8596
266468,9,12875
266469,3,9130
266470,3,11686
266471,2,17246
266472,7,15203
266473,3,4446
266474,10,15571
266475,9,2090
266476,3,4753
266477,6,16413
266478,3,5813
266479,2,9335
266480,2,18977
266481,8,6328
266482,10,18039
266483,2,10498
266484,9,8173
266485,1,17564
266486,4,5218
266487,8,10830
266488,10,19616
266489,7,4220
266490,3,3807
266491,10,10467
266492,9,18810
266493,2,7028
266494,4,1271
266495,8,14680
266496,4,17626
266497,2,3836
266498,5,14289
266499,5,2066
266500,1,8497
266501,6,15336
266502,2,13909
266503,5,18858
266504,6,13232
266505,8,1902
266506,2,6051
266507,2,8842
266508,1,659
266509,6,13862
266510,9,478
266511,7,5411
266512,7,15135
266513,2,12828
266514,2,18757
266515,8,15489
266516,2,12598
266517,7,13179
266518,10,19156
266519,2,12918
266520,9,1370
266521,3,4742
266522,2,14217
266523,9,14521
266524,3,18505
266525,2,9953
266526,7,19427
266527,1,11402
266528,8,13777
266529,6,17242
266530,6,17864
266531,8,14741
266532,6,15169
266533,7,2847
266534,4,8369
266535,8,18156
266536,1,2005
266537,2,12514
266538,10,7114
266539,4,10006
266540,4,17509
266541,9,5935
266542,6,13326
266543,1,3030
266544,9,11354
266545,2,1010
266546,1,16040
266547,10,15654
266548,5,8228
266549,10,2808
266550,1,4724
266551,1,2609
266552,9,2702
266553,3,444
266554,8,19309
266555,4,3968
266556,10,18271
266557,8,11958
266558,4,18762
266559,8,9630
266560,5,1761
266561,8,16642
266562,8,17223
266563,5,18003
266564,7,1258
266565,7,753
266566,1,13313
266567,6,15755
266568,6,13354
266569,1,7368
266570,4,14156
266571,9,18562
266572,1,15364
266573,10,4035
266574,10,3522
266575,4,19889
266576,8,4673
266577,4,15753
266578,6,11581
266579,10,6922
266580,9,16769
266581,9,8835
266582,5,9194
266583,3,19698
266584,4,5427
266585,6,8678
266586,9,11232
266587,7,10892
266588,10,17206
266589,6,6220
266590,6,7831
266591,1,11677
266592,8,14651
266593,8,12588
266594,10,10038
266595,8,7616
266596,3,17315
266597,2,7839
266598,10,9079
266599,2,17619
266600,1,11174
266601,5,8272
266602,5,12425
266603,9,2290
266604,3,7036
266605,8,19690
266606,1,10024
266607,7,3394
266608,1,12097
266609,7,5722
266610,1,12716
266611,10,13091
266612,8,653
266613,5,9766
266614,8,2743
266615,2,18019
266616,2,15026
266617,3,19421
266618,9,8899
266619,8,4135
266620,8,13661
266621,7,4964
266622,3,8922
266623,6,5214
266624,4,2160
266625,8,1361
266626,7,11818
266627,3,7792
266628,3,16452
266629,9,3241
266630,10,8684
266631,5,3545
266632,6,13860
266633,10,3848
266634,6,1484
266635,4,5201
266636,7,6348
266637,4,8910
266638,9,8483
266639,3,13360
266640,7,11056
266641,9,19013
266642,5,34
266643,4,19994
266644,8,19131
266645,6,7166
266646,7,18680
266647,5,10302
266648,4,16521
266649,8,8770
266650,9,6196
266651,9,6070
266652,2,15068
266653,8,13475
266654,4,4014
266655,4,9568
266656,4,17713
266657,7,6055
266658,7,12996
266659,5,18240
266660,7,17972
266661,3,8792
266662,3,8834
266663,6,11015
266664,10,1329
266665,2,13355
266666,9,1981
266667,1,19951
266668,5,15289
266669,8,7219
266670,7,4338
266671,10,1215
266672,3,14640
266673,6,17681
266674,8,8634
266675,10,19117
266676,9,6506
266677,7,5819
266678,9,17475
266679,9,452
266680,5,4510
266681,7,2703
266682,6,18994
266683,9,11408
266684,4,15282
266685,1,1130
266686,8,15502
266687,2,18453
266688,6,6625
266689,5,19857
266690,10,17484
266691,10,4918
266692,9,1929
266693,4,988
266694,9,7780
266695,4,7894
266696,3,7796
266697,5,4748
266698,2,7739
266699,9,1390
266700,4,794
266701,6,16766
266702,2,13795
266703,9,19558
266704,4,5993
266705,9,414
266706,8,16817
