ID,TIPOHABITACION,TAMANIO,IDHOTEL
180016,semisuite,Grande,72
180017,suite,Grande,16386
180018,suite,Grande,18184
180019,estandar,Grande,8011
180020,suite,Grande,11265
180021,semisuite,Grande,10092
180022,estandar,Grande,141
180023,estandar,Grande,19059
180024,suite,Grande,11488
180025,semisuite,Grande,16866
180026,estandar,Grande,1668
180027,semisuite,Grande,11820
180028,estandar,Grande,11005
180029,semisuite,Grande,8653
180030,estandar,Grande,8473
180031,semisuite,Grande,3255
180032,semisuite,Grande,10588
180033,suite,Grande,8513
180034,suite,Grande,14558
180035,suite,Grande,18886
180036,suite,Grande,8074
180037,estandar,Grande,15215
180038,semisuite,Grande,6963
180039,semisuite,Grande,9387
180040,suite,Grande,5690
180041,semisuite,Grande,7552
180042,suite,Grande,8179
180043,suite,Grande,9890
180044,estandar,Grande,2612
180045,suite,Grande,6112
180046,estandar,Grande,12144
180047,suite,Grande,14199
180048,estandar,Grande,5891
180049,suite,Grande,19608
180050,estandar,Grande,18090
180051,suite,Grande,239
180052,semisuite,Grande,15980
180053,suite,Grande,7626
180054,suite,Grande,557
180055,estandar,Grande,10003
180056,estandar,Grande,14852
180057,estandar,Grande,9574
180058,estandar,Grande,7383
180059,estandar,Grande,15918
180060,suite,Grande,19603
180061,suite,Grande,521
180062,estandar,Grande,12504
180063,semisuite,Grande,10348
180064,suite,Grande,2411
180065,suite,Grande,6174
180066,suite,Grande,7086
180067,estandar,Grande,44
180068,semisuite,Grande,4400
180069,suite,Grande,19303
180070,semisuite,Grande,14845
180071,estandar,Grande,2731
180072,estandar,Grande,9948
180073,semisuite,Grande,9462
180074,estandar,Grande,10094
180075,suite,Grande,18768
180076,suite,Grande,4971
180077,semisuite,Grande,12088
180078,semisuite,Grande,15124
180079,estandar,Grande,15242
180080,suite,Grande,2465
180081,suite,Grande,6438
180082,suite,Grande,16181
180083,semisuite,Grande,3858
180084,semisuite,Grande,13009
180085,estandar,Grande,12759
180086,suite,Grande,7564
180087,semisuite,Grande,4502
180088,semisuite,Grande,3866
180089,suite,Grande,191
180090,estandar,Grande,17620
180091,semisuite,Grande,1296
180092,semisuite,Grande,14304
180093,semisuite,Grande,15262
180094,estandar,Grande,9641
180095,suite,Grande,4988
180096,suite,Grande,7737
180097,semisuite,Grande,9559
180098,semisuite,Grande,10867
180099,estandar,Grande,14608
180100,semisuite,Grande,16623
180101,estandar,Grande,18245
180102,semisuite,Grande,15273
180103,semisuite,Grande,11949
180104,estandar,Grande,10424
180105,estandar,Grande,19475
180106,suite,Grande,2114
180107,semisuite,Grande,12505
180108,estandar,Grande,6724
180109,suite,Grande,13725
180110,estandar,Grande,6565
180111,estandar,Grande,5312
180112,suite,Grande,9475
180113,semisuite,Grande,13799
180114,estandar,Grande,15250
180115,suite,Grande,3286
180116,semisuite,Grande,343
180117,semisuite,Grande,10726
180118,semisuite,Grande,19767
180119,estandar,Grande,18072
180120,semisuite,Grande,18496
180121,semisuite,Grande,10043
180122,semisuite,Grande,2443
180123,suite,Grande,16257
180124,semisuite,Grande,4858
180125,suite,Grande,2801
180126,semisuite,Grande,7165
180127,estandar,Grande,4958
180128,semisuite,Grande,10790
180129,estandar,Grande,4675
180130,semisuite,Grande,17162
180131,estandar,Grande,3294
180132,semisuite,Grande,10490
180133,estandar,Grande,5411
180134,estandar,Grande,13521
180135,estandar,Grande,3842
180136,suite,Grande,10858
180137,suite,Grande,17624
180138,estandar,Grande,3843
180139,semisuite,Grande,14273
180140,estandar,Grande,12422
180141,estandar,Grande,120
180142,estandar,Grande,12516
180143,estandar,Grande,2806
180144,suite,Grande,15034
180145,semisuite,Grande,6836
180146,suite,Grande,9432
180147,semisuite,Grande,1089
180148,suite,Grande,11798
180149,suite,Grande,89
180150,semisuite,Grande,5286
180151,estandar,Grande,14417
180152,semisuite,Grande,417
180153,semisuite,Grande,11933
180154,semisuite,Grande,15263
180155,semisuite,Grande,14259
180156,estandar,Grande,4333
180157,suite,Grande,13029
180158,estandar,Grande,19095
180159,suite,Grande,11252
180160,semisuite,Grande,15259
180161,semisuite,Grande,3044
180162,suite,Grande,12940
180163,semisuite,Grande,6046
180164,estandar,Grande,14276
180165,estandar,Grande,4313
180166,semisuite,Grande,18624
180167,suite,Grande,2043
180168,estandar,Grande,14189
180169,semisuite,Grande,14013
180170,suite,Grande,2814
180171,estandar,Grande,18564
180172,suite,Grande,7737
180173,suite,Grande,553
180174,suite,Grande,15599
180175,estandar,Grande,10576
180176,semisuite,Grande,16721
180177,semisuite,Grande,836
180178,estandar,Grande,7212
180179,estandar,Grande,8025
180180,suite,Grande,4017
180181,semisuite,Grande,8505
180182,estandar,Grande,16019
180183,semisuite,Grande,13470
180184,semisuite,Grande,13778
180185,suite,Grande,6592
180186,estandar,Grande,12846
180187,estandar,Grande,1941
180188,estandar,Grande,11364
180189,suite,Grande,16263
180190,estandar,Grande,10072
180191,suite,Grande,2289
180192,semisuite,Grande,3355
180193,estandar,Grande,19607
180194,semisuite,Grande,18403
180195,suite,Grande,2722
180196,suite,Grande,6453
180197,suite,Grande,13391
180198,semisuite,Grande,17406
180199,semisuite,Grande,7141
180200,estandar,Grande,11480
180201,semisuite,Grande,18199
180202,estandar,Grande,7192
180203,estandar,Grande,7263
180204,suite,Grande,14737
180205,suite,Grande,55
180206,suite,Grande,10577
180207,suite,Grande,12238
180208,estandar,Grande,8198
180209,estandar,Grande,4988
180210,semisuite,Grande,850
180211,estandar,Grande,2616
180212,semisuite,Grande,3401
180213,estandar,Grande,2599
180214,suite,Grande,19193
180215,semisuite,Grande,10858
180216,semisuite,Grande,6203
180217,suite,Grande,8371
180218,suite,Grande,470
180219,estandar,Grande,18312
180220,semisuite,Grande,5390
180221,estandar,Grande,3029
180222,estandar,Grande,809
180223,semisuite,Grande,626
180224,suite,Grande,918
180225,estandar,Grande,13831
180226,suite,Grande,99
180227,estandar,Grande,9552
180228,estandar,Grande,1432
180229,semisuite,Grande,3938
180230,semisuite,Grande,10661
180231,estandar,Grande,17655
180232,suite,Grande,15538
180233,estandar,Grande,16660
180234,suite,Grande,11318
180235,suite,Grande,19524
180236,suite,Grande,11523
180237,suite,Grande,14923
180238,semisuite,Grande,9454
180239,estandar,Grande,128
180240,semisuite,Grande,4570
180241,semisuite,Grande,4957
180242,suite,Grande,15645
180243,suite,Grande,1628
180244,estandar,Grande,15977
180245,semisuite,Grande,5167
180246,semisuite,Grande,4103
180247,estandar,Grande,18815
180248,estandar,Grande,9978
180249,suite,Grande,5141
180250,estandar,Grande,12327
180251,estandar,Grande,12417
180252,suite,Grande,2887
180253,estandar,Grande,16663
180254,semisuite,Grande,15273
180255,estandar,Grande,9406
180256,estandar,Grande,2998
180257,estandar,Grande,10270
180258,suite,Grande,5115
180259,estandar,Grande,5735
180260,semisuite,Grande,15960
180261,semisuite,Grande,5696
180262,estandar,Grande,1028
180263,semisuite,Grande,15987
180264,estandar,Grande,9873
180265,estandar,Grande,15603
180266,estandar,Grande,13964
180267,estandar,Grande,16319
180268,suite,Grande,5721
180269,suite,Grande,17395
180270,semisuite,Grande,10119
180271,semisuite,Grande,4411
180272,estandar,Grande,19059
180273,semisuite,Grande,15644
180274,suite,Grande,14592
180275,suite,Grande,5649
180276,estandar,Grande,929
180277,suite,Grande,3790
180278,estandar,Grande,4914
180279,semisuite,Grande,857
180280,estandar,Grande,9412
180281,semisuite,Grande,9088
180282,suite,Grande,15831
180283,semisuite,Grande,14999
180284,semisuite,Grande,906
180285,suite,Grande,1428
180286,estandar,Grande,16399
180287,suite,Grande,11004
180288,estandar,Grande,17338
180289,semisuite,Grande,19902
180290,suite,Grande,4871
180291,estandar,Grande,19605
180292,suite,Grande,16357
180293,estandar,Grande,19896
180294,estandar,Grande,12250
180295,suite,Grande,3396
180296,suite,Grande,10706
180297,suite,Grande,15186
180298,estandar,Grande,6306
180299,semisuite,Grande,1745
180300,suite,Grande,13710
180301,estandar,Grande,16154
180302,estandar,Grande,2217
180303,estandar,Grande,14000
180304,estandar,Grande,13428
180305,estandar,Grande,5345
180306,semisuite,Grande,14974
180307,suite,Grande,7111
180308,suite,Grande,11045
180309,estandar,Grande,4629
180310,suite,Grande,1464
180311,estandar,Grande,14021
180312,suite,Grande,12218
180313,semisuite,Grande,433
180314,estandar,Grande,11914
180315,estandar,Grande,3528
180316,estandar,Grande,3974
180317,semisuite,Grande,7698
180318,suite,Grande,790
180319,suite,Grande,6217
180320,estandar,Grande,11435
180321,semisuite,Grande,13014
180322,suite,Grande,9252
180323,semisuite,Grande,3062
180324,estandar,Grande,7321
180325,semisuite,Grande,1535
180326,suite,Grande,17362
180327,semisuite,Grande,14338
180328,suite,Grande,412
180329,semisuite,Grande,4898
180330,semisuite,Grande,5166
180331,semisuite,Grande,16680
180332,semisuite,Grande,10661
180333,estandar,Grande,10973
180334,suite,Grande,12271
180335,suite,Grande,18772
180336,suite,Grande,2542
180337,semisuite,Grande,5518
180338,suite,Grande,823
180339,suite,Grande,16308
180340,estandar,Grande,13791
180341,estandar,Grande,1133
180342,semisuite,Grande,1733
180343,estandar,Grande,18552
180344,suite,Grande,16158
180345,semisuite,Grande,12760
180346,semisuite,Grande,8442
180347,estandar,Grande,9449
180348,semisuite,Grande,7929
180349,estandar,Grande,13475
180350,estandar,Grande,14210
180351,semisuite,Grande,5470
180352,estandar,Grande,14649
180353,suite,Grande,7103
180354,semisuite,Grande,8115
180355,suite,Grande,13049
180356,semisuite,Grande,10567
180357,semisuite,Grande,1769
180358,semisuite,Grande,340
180359,semisuite,Grande,10608
180360,semisuite,Grande,19971
180361,suite,Grande,6697
180362,semisuite,Grande,17513
180363,semisuite,Grande,15601
180364,estandar,Grande,6259
180365,semisuite,Grande,5829
180366,estandar,Grande,3167
180367,suite,Grande,883
180368,suite,Grande,5333
180369,semisuite,Grande,14929
180370,semisuite,Grande,6809
180371,estandar,Grande,13900
180372,semisuite,Grande,15208
180373,semisuite,Grande,19352
180374,estandar,Grande,9713
180375,semisuite,Grande,17493
180376,suite,Grande,342
180377,suite,Grande,875
180378,suite,Grande,19005
180379,semisuite,Grande,4647
180380,suite,Grande,1120
180381,estandar,Grande,5113
180382,estandar,Grande,3789
180383,suite,Grande,14106
180384,semisuite,Grande,7143
180385,estandar,Grande,12100
180386,suite,Grande,11917
180387,suite,Grande,8796
180388,suite,Grande,18403
180389,suite,Grande,10755
180390,estandar,Grande,10925
180391,estandar,Grande,901
180392,suite,Grande,4302
180393,estandar,Grande,7955
180394,semisuite,Grande,4433
180395,semisuite,Grande,8398
180396,suite,Grande,10289
180397,suite,Grande,10152
180398,semisuite,Grande,12817
180399,estandar,Grande,10289
180400,semisuite,Grande,13160
180401,suite,Grande,5629
180402,semisuite,Grande,24
180403,semisuite,Grande,3014
180404,suite,Grande,17374
180405,semisuite,Grande,11982
180406,semisuite,Grande,18185
180407,estandar,Grande,5335
180408,estandar,Grande,11296
180409,semisuite,Grande,9157
180410,estandar,Grande,11058
180411,suite,Grande,1031
180412,estandar,Grande,7146
180413,estandar,Grande,10309
180414,suite,Grande,15569
180415,suite,Grande,2148
180416,suite,Grande,6732
180417,suite,Grande,14787
180418,suite,Grande,15305
180419,suite,Grande,2472
180420,semisuite,Grande,11850
180421,suite,Grande,861
180422,suite,Grande,17213
180423,semisuite,Grande,194
180424,semisuite,Grande,4261
180425,semisuite,Grande,9857
180426,suite,Grande,2199
180427,estandar,Grande,12117
180428,estandar,Grande,15662
180429,estandar,Grande,3600
180430,suite,Grande,9154
180431,semisuite,Grande,13615
180432,semisuite,Grande,9950
180433,semisuite,Grande,543
180434,semisuite,Grande,6607
180435,estandar,Grande,5667
180436,semisuite,Grande,13747
180437,estandar,Grande,10458
180438,suite,Grande,18668
180439,semisuite,Grande,18083
180440,estandar,Grande,14039
180441,suite,Grande,13444
180442,suite,Grande,11076
180443,estandar,Grande,7401
180444,estandar,Grande,18572
180445,semisuite,Grande,11570
180446,suite,Grande,17164
180447,estandar,Grande,10984
180448,estandar,Grande,3950
180449,semisuite,Grande,3255
180450,estandar,Grande,12470
180451,semisuite,Grande,18850
180452,semisuite,Grande,16646
180453,semisuite,Grande,10918
180454,estandar,Grande,4083
180455,suite,Grande,7053
180456,suite,Grande,1791
180457,suite,Grande,16207
180458,estandar,Grande,4176
180459,semisuite,Grande,1632
180460,estandar,Grande,6263
180461,suite,Grande,5085
180462,semisuite,Grande,16997
180463,semisuite,Grande,16858
180464,semisuite,Grande,6346
180465,semisuite,Grande,2434
180466,suite,Grande,3057
180467,suite,Grande,12836
180468,semisuite,Grande,17966
180469,suite,Grande,16926
180470,semisuite,Grande,983
180471,estandar,Grande,16622
180472,estandar,Grande,2919
180473,semisuite,Grande,9303
180474,semisuite,Grande,9877
180475,suite,Grande,19040
180476,suite,Grande,18721
180477,semisuite,Grande,13453
180478,semisuite,Grande,16541
180479,suite,Grande,6982
180480,semisuite,Grande,5957
180481,suite,Grande,18933
180482,semisuite,Grande,4811
180483,suite,Grande,9535
180484,semisuite,Grande,3550
180485,estandar,Grande,16917
180486,semisuite,Grande,7293
180487,suite,Grande,5263
180488,suite,Grande,9197
180489,suite,Grande,12426
180490,semisuite,Grande,17527
180491,estandar,Grande,355
180492,semisuite,Grande,547
180493,semisuite,Grande,15554
180494,semisuite,Grande,2917
180495,suite,Grande,10667
180496,suite,Grande,9405
180497,suite,Grande,10411
180498,estandar,Grande,5097
180499,estandar,Grande,12523
180500,estandar,Grande,11517
180501,semisuite,Grande,6071
180502,suite,Grande,16337
180503,suite,Grande,8246
180504,estandar,Grande,7591
180505,estandar,Grande,16332
180506,semisuite,Grande,4152
180507,estandar,Grande,9356
180508,semisuite,Grande,2502
180509,semisuite,Grande,10484
180510,semisuite,Grande,19440
180511,suite,Grande,9362
180512,estandar,Grande,9759
180513,suite,Grande,5832
180514,estandar,Grande,11860
180515,semisuite,Grande,17895
180516,estandar,Grande,7925
180517,estandar,Grande,17687
180518,estandar,Grande,202
180519,semisuite,Grande,136
180520,estandar,Grande,8304
180521,semisuite,Grande,18429
180522,estandar,Grande,7101
180523,suite,Grande,3260
180524,estandar,Grande,10492
180525,suite,Grande,15931
180526,estandar,Grande,2802
180527,semisuite,Grande,18247
180528,estandar,Grande,9300
180529,estandar,Grande,13557
180530,suite,Grande,17091
180531,semisuite,Grande,10791
180532,estandar,Grande,7428
180533,suite,Grande,3295
180534,suite,Grande,9686
180535,suite,Grande,11111
180536,semisuite,Grande,15713
180537,semisuite,Grande,19542
180538,suite,Grande,16182
180539,estandar,Grande,11224
180540,suite,Grande,11661
180541,suite,Grande,19913
180542,estandar,Grande,12253
180543,semisuite,Grande,2919
180544,estandar,Grande,8798
180545,semisuite,Grande,14239
180546,suite,Grande,7139
180547,semisuite,Grande,18195
180548,suite,Grande,12271
180549,semisuite,Grande,12977
180550,estandar,Grande,3182
180551,semisuite,Grande,2102
180552,estandar,Grande,3085
180553,semisuite,Grande,4121
180554,suite,Grande,15836
180555,suite,Grande,5426
180556,estandar,Grande,7219
180557,estandar,Grande,5196
180558,estandar,Grande,18872
180559,suite,Grande,951
180560,semisuite,Grande,4069
180561,suite,Grande,116
180562,semisuite,Grande,7881
180563,semisuite,Grande,11411
180564,estandar,Grande,17349
180565,estandar,Grande,2610
180566,suite,Grande,7164
180567,semisuite,Grande,12098
180568,estandar,Grande,7154
180569,estandar,Grande,10914
180570,semisuite,Grande,18370
180571,estandar,Grande,15204
180572,estandar,Grande,10725
180573,suite,Grande,1121
180574,suite,Grande,11356
180575,semisuite,Grande,4589
180576,suite,Grande,17993
180577,semisuite,Grande,7220
180578,estandar,Grande,737
180579,estandar,Grande,9443
180580,semisuite,Grande,5467
180581,estandar,Grande,2265
180582,semisuite,Grande,19235
180583,estandar,Grande,1031
180584,semisuite,Grande,17568
180585,suite,Grande,18879
180586,semisuite,Grande,15240
180587,suite,Grande,2712
180588,semisuite,Grande,16765
180589,suite,Grande,5372
180590,semisuite,Grande,10290
180591,estandar,Grande,9498
180592,suite,Grande,17051
180593,semisuite,Grande,14305
180594,semisuite,Grande,10090
180595,semisuite,Grande,4109
180596,semisuite,Grande,10603
180597,estandar,Grande,17415
180598,semisuite,Grande,4377
180599,semisuite,Grande,19351
180600,suite,Grande,18783
180601,estandar,Grande,1160
180602,estandar,Grande,18545
180603,semisuite,Grande,1553
180604,semisuite,Grande,7936
180605,semisuite,Grande,12382
180606,suite,Grande,19807
180607,estandar,Grande,12901
180608,semisuite,Grande,6744
180609,estandar,Grande,14183
180610,suite,Grande,688
180611,estandar,Grande,12368
180612,estandar,Grande,18119
180613,suite,Grande,4491
180614,semisuite,Grande,2997
180615,estandar,Grande,7620
180616,estandar,Grande,11419
180617,suite,Grande,10597
180618,semisuite,Grande,3049
180619,suite,Grande,18975
180620,estandar,Grande,14133
180621,semisuite,Grande,15810
180622,semisuite,Grande,17061
180623,estandar,Grande,8952
180624,estandar,Grande,12775
180625,suite,Grande,664
180626,estandar,Grande,8840
180627,semisuite,Grande,10689
180628,estandar,Grande,545
180629,semisuite,Grande,6284
180630,semisuite,Grande,1012
180631,semisuite,Grande,17864
180632,suite,Grande,11140
180633,suite,Grande,15554
180634,semisuite,Grande,5459
180635,estandar,Grande,17810
180636,suite,Grande,5169
180637,suite,Grande,13457
180638,estandar,Grande,6532
180639,suite,Grande,19464
180640,estandar,Grande,19351
180641,estandar,Grande,203
180642,suite,Grande,12143
180643,semisuite,Grande,6721
180644,estandar,Grande,16988
180645,suite,Grande,5200
180646,estandar,Grande,4094
180647,semisuite,Grande,5231
180648,suite,Grande,15319
180649,semisuite,Grande,11744
180650,estandar,Grande,3528
180651,estandar,Grande,3676
180652,suite,Grande,10303
180653,semisuite,Grande,1354
180654,suite,Grande,8929
180655,suite,Grande,19265
180656,estandar,Grande,9664
180657,suite,Grande,7622
180658,estandar,Grande,4207
180659,suite,Grande,1568
180660,semisuite,Grande,19656
180661,suite,Grande,2867
180662,semisuite,Grande,17540
180663,semisuite,Grande,6487
180664,semisuite,Grande,8575
180665,estandar,Grande,1453
180666,suite,Grande,6292
180667,estandar,Grande,6471
180668,suite,Grande,771
180669,estandar,Grande,13798
180670,estandar,Grande,18594
180671,estandar,Grande,5140
180672,suite,Grande,19146
180673,suite,Grande,13837
180674,estandar,Grande,11359
180675,estandar,Grande,16223
180676,semisuite,Grande,17465
180677,estandar,Grande,18954
180678,estandar,Grande,13591
180679,semisuite,Grande,9325
180680,suite,Grande,15355
180681,semisuite,Grande,12072
180682,semisuite,Grande,5857
180683,semisuite,Grande,19360
180684,suite,Grande,8278
180685,suite,Grande,15109
180686,suite,Grande,849
180687,suite,Grande,15249
180688,suite,Grande,4834
180689,suite,Grande,12015
180690,suite,Grande,14817
180691,suite,Grande,13835
180692,semisuite,Grande,2264
180693,suite,Grande,14174
180694,estandar,Grande,4577
180695,semisuite,Grande,1711
180696,estandar,Grande,10597
180697,estandar,Grande,106
180698,estandar,Grande,18035
180699,suite,Grande,14027
180700,estandar,Grande,1711
180701,semisuite,Grande,6584
180702,estandar,Grande,10863
180703,suite,Grande,2316
180704,estandar,Grande,19130
180705,estandar,Grande,5126
180706,semisuite,Grande,17809
180707,estandar,Grande,4353
180708,suite,Grande,10832
180709,estandar,Grande,10637
180710,estandar,Grande,12095
180711,estandar,Grande,2829
180712,estandar,Grande,13032
180713,suite,Grande,15561
180714,semisuite,Grande,4789
180715,suite,Grande,12738
180716,estandar,Grande,8663
180717,suite,Grande,17202
180718,suite,Grande,6103
180719,semisuite,Grande,13395
180720,estandar,Grande,19169
180721,semisuite,Grande,14445
180722,suite,Grande,15879
180723,suite,Grande,2749
180724,estandar,Grande,13223
180725,estandar,Grande,3323
180726,estandar,Grande,18554
180727,suite,Grande,3098
180728,suite,Grande,13579
180729,semisuite,Grande,11122
180730,semisuite,Grande,190
180731,semisuite,Grande,12530
180732,estandar,Grande,892
180733,suite,Grande,8946
180734,semisuite,Grande,3138
180735,estandar,Grande,7399
180736,suite,Grande,7914
180737,semisuite,Grande,16747
180738,semisuite,Grande,13419
180739,semisuite,Grande,10400
180740,estandar,Grande,12449
180741,semisuite,Grande,15940
180742,semisuite,Grande,19143
180743,suite,Grande,673
180744,suite,Grande,8270
180745,estandar,Grande,372
180746,suite,Grande,9392
180747,semisuite,Grande,7592
180748,estandar,Grande,191
180749,semisuite,Grande,12489
180750,semisuite,Grande,16867
180751,semisuite,Grande,9429
180752,suite,Grande,13448
180753,semisuite,Grande,9887
180754,estandar,Grande,11079
180755,suite,Grande,19001
180756,estandar,Grande,6045
180757,semisuite,Grande,2252
180758,semisuite,Grande,6038
180759,estandar,Grande,11527
180760,estandar,Grande,15948
180761,semisuite,Grande,4688
180762,semisuite,Grande,7655
180763,semisuite,Grande,7880
180764,estandar,Grande,14371
180765,semisuite,Grande,5486
180766,estandar,Grande,11251
180767,estandar,Grande,16193
180768,semisuite,Grande,19700
180769,semisuite,Grande,247
180770,estandar,Grande,419
180771,semisuite,Grande,7986
180772,suite,Grande,12070
180773,estandar,Grande,10387
180774,semisuite,Grande,12105
180775,suite,Grande,5508
180776,semisuite,Grande,15809
180777,semisuite,Grande,9070
180778,suite,Grande,6871
180779,suite,Grande,2000
180780,estandar,Grande,731
180781,estandar,Grande,8645
180782,semisuite,Grande,1564
180783,estandar,Grande,17546
180784,estandar,Grande,12032
180785,semisuite,Grande,9408
180786,semisuite,Grande,13517
180787,suite,Grande,2185
180788,suite,Grande,14998
180789,semisuite,Grande,6201
180790,semisuite,Grande,7184
180791,semisuite,Grande,6705
180792,suite,Grande,11877
180793,semisuite,Grande,10619
180794,suite,Grande,9052
180795,semisuite,Grande,15792
180796,semisuite,Grande,19614
180797,suite,Grande,19642
180798,estandar,Grande,4533
180799,estandar,Grande,18094
180800,semisuite,Grande,12658
180801,semisuite,Grande,5256
180802,suite,Grande,4649
180803,suite,Grande,7806
180804,estandar,Grande,9484
180805,suite,Grande,8370
180806,suite,Grande,16081
180807,estandar,Grande,13842
180808,suite,Grande,7695
180809,semisuite,Grande,18656
180810,estandar,Grande,7444
180811,estandar,Grande,3473
180812,estandar,Grande,12802
180813,semisuite,Grande,548
180814,semisuite,Grande,1811
180815,suite,Grande,12536
180816,estandar,Grande,10282
180817,estandar,Grande,3720
180818,semisuite,Grande,15605
180819,estandar,Grande,9465
180820,estandar,Grande,8977
180821,estandar,Grande,18392
180822,estandar,Grande,9798
180823,semisuite,Grande,4733
180824,semisuite,Grande,7811
180825,estandar,Grande,7034
180826,semisuite,Grande,17224
180827,estandar,Grande,6234
180828,estandar,Grande,17629
180829,semisuite,Grande,19891
180830,estandar,Grande,5254
180831,suite,Grande,4786
180832,estandar,Grande,10809
180833,suite,Grande,6494
180834,estandar,Grande,12896
180835,estandar,Grande,5145
180836,estandar,Grande,4987
180837,semisuite,Grande,12962
180838,estandar,Grande,4048
180839,suite,Grande,6621
180840,semisuite,Grande,17040
180841,suite,Grande,18123
180842,suite,Grande,7370
180843,estandar,Grande,16324
180844,suite,Grande,15323
180845,estandar,Grande,10775
180846,semisuite,Grande,9491
180847,suite,Grande,11694
180848,suite,Grande,13932
180849,semisuite,Grande,11781
180850,semisuite,Grande,13663
180851,suite,Grande,12729
180852,suite,Grande,12284
180853,semisuite,Grande,11800
180854,estandar,Grande,10109
180855,semisuite,Grande,7871
180856,suite,Grande,553
180857,estandar,Grande,11537
180858,estandar,Grande,19150
180859,estandar,Grande,3507
180860,estandar,Grande,16917
180861,suite,Grande,13179
180862,semisuite,Grande,8167
180863,suite,Grande,15088
180864,suite,Grande,7121
180865,suite,Grande,7113
180866,semisuite,Grande,19490
180867,estandar,Grande,14130
180868,estandar,Grande,12955
180869,semisuite,Grande,14732
180870,semisuite,Grande,18712
180871,estandar,Grande,10580
180872,suite,Grande,18338
180873,estandar,Grande,9656
180874,suite,Grande,6157
180875,suite,Grande,12766
180876,suite,Grande,8159
180877,suite,Grande,2518
180878,estandar,Grande,1328
180879,suite,Grande,18961
180880,semisuite,Grande,4959
180881,estandar,Grande,8852
180882,estandar,Grande,707
180883,estandar,Grande,2072
180884,semisuite,Grande,5559
180885,suite,Grande,16633
180886,estandar,Grande,13295
180887,estandar,Grande,17254
180888,suite,Grande,9502
180889,semisuite,Grande,18729
180890,suite,Grande,10538
180891,semisuite,Grande,15790
180892,semisuite,Grande,191
180893,suite,Grande,7935
180894,semisuite,Grande,6432
180895,estandar,Grande,877
180896,semisuite,Grande,2050
180897,semisuite,Grande,19218
180898,estandar,Grande,3770
180899,suite,Grande,1702
180900,semisuite,Grande,2558
180901,estandar,Grande,6087
180902,suite,Grande,15853
180903,suite,Grande,9010
180904,suite,Grande,2379
180905,semisuite,Grande,14160
180906,estandar,Grande,1363
180907,semisuite,Grande,8625
180908,suite,Grande,6787
180909,semisuite,Grande,13237
180910,estandar,Grande,95
180911,suite,Grande,15254
180912,estandar,Grande,13191
180913,semisuite,Grande,13895
180914,suite,Grande,18975
180915,suite,Grande,7302
180916,suite,Grande,107
180917,semisuite,Grande,4015
180918,semisuite,Grande,6774
180919,suite,Grande,15574
180920,suite,Grande,4837
180921,estandar,Grande,5601
180922,suite,Grande,18329
180923,semisuite,Grande,1868
180924,semisuite,Grande,2276
180925,estandar,Grande,2399
180926,semisuite,Grande,9400
180927,suite,Grande,19423
180928,semisuite,Grande,7804
180929,estandar,Grande,18547
180930,semisuite,Grande,7038
180931,estandar,Grande,7977
180932,semisuite,Grande,18268
180933,suite,Grande,7389
180934,suite,Grande,4748
180935,suite,Grande,7363
180936,suite,Grande,6342
180937,suite,Grande,5422
180938,semisuite,Grande,4722
180939,estandar,Grande,19012
180940,suite,Grande,18333
180941,estandar,Grande,244
180942,semisuite,Grande,18677
180943,estandar,Grande,1034
180944,estandar,Grande,13661
180945,estandar,Grande,8792
180946,estandar,Grande,9140
180947,semisuite,Grande,9794
180948,semisuite,Grande,8351
180949,semisuite,Grande,9633
180950,semisuite,Grande,18629
180951,semisuite,Grande,11560
180952,suite,Grande,1795
180953,estandar,Grande,9234
180954,estandar,Grande,9698
180955,suite,Grande,11382
180956,estandar,Grande,17188
180957,suite,Grande,8382
180958,semisuite,Grande,18258
180959,semisuite,Grande,5892
180960,estandar,Grande,10514
180961,semisuite,Grande,9510
180962,semisuite,Grande,10726
180963,semisuite,Grande,275
180964,suite,Grande,6364
180965,estandar,Grande,11228
180966,semisuite,Grande,7498
180967,estandar,Grande,19623
180968,estandar,Grande,480
180969,estandar,Grande,5468
180970,suite,Grande,11153
180971,semisuite,Grande,9813
180972,suite,Grande,18482
180973,estandar,Grande,18845
180974,semisuite,Grande,13308
180975,semisuite,Grande,6765
180976,estandar,Grande,14898
180977,semisuite,Grande,908
180978,semisuite,Grande,5218
180979,suite,Grande,659
180980,suite,Grande,7926
180981,suite,Grande,13799
180982,estandar,Grande,2979
180983,semisuite,Grande,6906
180984,estandar,Grande,9692
180985,estandar,Grande,15524
180986,suite,Grande,16917
180987,semisuite,Grande,11208
180988,semisuite,Grande,5311
180989,estandar,Grande,810
180990,suite,Grande,13705
180991,suite,Grande,19149
180992,suite,Grande,13758
180993,estandar,Grande,9819
180994,semisuite,Grande,15856
180995,suite,Grande,14208
180996,semisuite,Grande,17076
180997,semisuite,Grande,635
180998,semisuite,Grande,8137
180999,suite,Grande,11180
181000,semisuite,Grande,255
181001,suite,Grande,13141
181002,suite,Grande,19312
181003,semisuite,Grande,16475
181004,estandar,Grande,9173
181005,suite,Grande,18188
181006,suite,Grande,17768
181007,suite,Grande,17089
181008,estandar,Grande,13020
181009,semisuite,Grande,503
181010,semisuite,Grande,7595
181011,estandar,Grande,19305
181012,semisuite,Grande,10288
181013,semisuite,Grande,10845
181014,estandar,Grande,10090
181015,estandar,Grande,14016
181016,estandar,Grande,19453
